55586.8590538047	28977.4397180272	15251.8054646354	10245.6303389720
51951.2299138140	26994.8251305614	14159.3074798561	9391.45174527472
48536.8331888401	25146.1220342662	13145.1587778902	8602.67276587528
45333.4007123326	23423.3329795531	12204.2612369345	7875.10278843956
42330.7294317269	21818.8226071855	11331.8265815676	7204.81956413964
39518.7464210553	20325.3192011403	10523.3637444169	6588.15541727226
36887.5631857540	18935.9126102232	9774.66575064372	6021.68352371791
34427.5197782901	17644.0489387179	9081.79621780171	409.959293748177
32129.2191638019	16443.5222805323	8441.07549218438	377.534555124992
29983.5521037632	15328.4636091470	7849.06635067616	347.281050565160
27981.7125305949	14293.3267159924	7302.55906996574	319.062624199882
26115.2029114553	13332.8707777305	6798.55547952138	292.749507260845
24375.8283510793	12442.1386708749	6334.25133313176	268.218273526859
22755.6770053409	11616.4294466275	5907.01589442581	245.351758965734
21247.0825139630	10851.2622782128	5514.36693462032	224.038960999537
19842.5612058669	10142.3274576018	5153.93822668700	204.174936491850
18534.7121681339	9485.41728705841	4823.43484719322	185.660724367445
168.403330902753	8876.32550029419	4520.56883554216	168.403330902753
152.315836856566	8310.69771939055	4242.96369094337	152.315836856566
137.317721826589	7783.80778041259	3988.01097936123	137.317721826589
123.335561865489	7290.22938522985	3752.65831641117	500000000.000000/Im(fsolve(exp(-.80e-7*(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi)))^(1/2))-((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi))+1.*(beta^2-6250000000000.00*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi))-1.*(beta^2-6250000000000.00*Pi^2)^(1/2))*((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi))+(.733128750996281e-1-.257992522344732e-3*I)*(beta^2-(85250000000000.0+300000000000.000*I)*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi))+(-.733128750996281e-1+.257992522344732e-3*I)*(beta^2-(85250000000000.0+300000000000.000*I)*Pi^2)^(1/2)) = 0,beta,complex))*signum(Im(fsolve(exp(-.80e-7*(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi)))^(1/2))-((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi))+1.*(beta^2-6250000000000.00*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi))-1.*(beta^2-6250000000000.00*Pi^2)^(1/2))*((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi))+(.733128750996281e-1-.257992522344732e-3*I)*(beta^2-(85250000000000.0+300000000000.000*I)*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-78.6738262542563/Pi^2/(1.+1.212121212*I/Pi))+(-.733128750996281e-1+.257992522344732e-3*I)*(beta^2-(85250000000000.0+300000000000.000*I)*Pi^2)^(1/2)) = 0,beta,complex)))
110.304353268860	6823.38472028449	3533.11477887815	500000000.000000/Im(fsolve(exp(-.80e-7*(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi)))^(1/2))-((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi))+1.*(beta^2-6250000000000.00*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi))-1.*(beta^2-6250000000000.00*Pi^2)^(1/2))*((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi))+(.733128750996281e-1-.257992522344732e-3*I)*(beta^2-(85250000000000.0+300000000000.000*I)*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi))+(-.733128750996281e-1+.257992522344732e-3*I)*(beta^2-(85250000000000.0+300000000000.000*I)*Pi^2)^(1/2)) = 0,beta,complex))*signum(Im(fsolve(exp(-.80e-7*(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi)))^(1/2))-((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi))+1.*(beta^2-6250000000000.00*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi))-1.*(beta^2-6250000000000.00*Pi^2)^(1/2))*((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi))+(.733128750996281e-1-.257992522344732e-3*I)*(beta^2-(85250000000000.0+300000000000.000*I)*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-84.9500434888494/Pi^2/(1.+1.212121212*I/Pi))+(-.733128750996281e-1+.257992522344732e-3*I)*(beta^2-(85250000000000.0+300000000000.000*I)*Pi^2)^(1/2)) = 0,beta,complex)))
