#Wavelength (nm)	6.4 nm	9.23 nm	11.8 nm
364.5	0.78473	0.82457	0.88879
364.6	0.78476	0.82458	0.88881
364.7	0.78478	0.8246	0.88884
364.8	0.78481	0.82462	0.88887
364.9	0.78484	0.82464	0.88889
365	0.78486	0.82466	0.88892
365.1	0.78489	0.82467	0.88895
365.2	0.78491	0.82469	0.88897
365.3	0.78494	0.82471	0.889
365.4	0.78497	0.82472	0.88903
365.5	0.78499	0.82474	0.88905
365.6	0.78502	0.82476	0.88908
365.7	0.78504	0.82477	0.8891
365.8	0.78507	0.82479	0.88913
365.9	0.78509	0.82481	0.88916
366	0.78512	0.82482	0.88918
366.1	0.78514	0.82484	0.88921
366.2	0.78517	0.82485	0.88924
366.3	0.78519	0.82487	0.88926
366.4	0.78522	0.82488	0.88929
366.5	0.78524	0.82489	0.88932
366.6	0.78526	0.82491	0.88934
366.7	0.78529	0.82492	0.88937
366.8	0.78531	0.82493	0.88939
366.9	0.78533	0.82495	0.88942
367	0.78536	0.82496	0.88945
367.1	0.78538	0.82497	0.88947
367.2	0.7854	0.82499	0.8895
367.3	0.78543	0.825	0.88952
367.4	0.78545	0.82501	0.88955
367.5	0.78547	0.82502	0.88958
367.6	0.78549	0.82503	0.8896
367.7	0.78551	0.82504	0.88963
367.8	0.78553	0.82505	0.88965
367.9	0.78555	0.82507	0.88968
368	0.78558	0.82508	0.8897
368.1	0.7856	0.82509	0.88973
368.2	0.78562	0.8251	0.88976
368.3	0.78564	0.82511	0.88978
368.4	0.78566	0.82512	0.88981
368.5	0.78567	0.82512	0.88983
368.6	0.78569	0.82513	0.88986
368.7	0.78571	0.82514	0.88988
368.8	0.78573	0.82515	0.88991
368.9	0.78575	0.82516	0.88993
369	0.78577	0.82517	0.88996
369.1	0.78579	0.82518	0.88998
369.2	0.7858	0.82518	0.89001
369.3	0.78582	0.82519	0.89003
369.4	0.78584	0.8252	0.89006
369.5	0.78585	0.82521	0.89009
369.6	0.78587	0.82521	0.89011
369.7	0.78589	0.82522	0.89014
369.8	0.7859	0.82523	0.89016
369.9	0.78592	0.82523	0.89019
370	0.78593	0.82524	0.89021
370.1	0.78595	0.82525	0.89023
370.2	0.78596	0.82525	0.89026
370.3	0.78597	0.82526	0.89028
370.4	0.78599	0.82526	0.89031
370.5	0.786	0.82527	0.89033
370.6	0.78601	0.82528	0.89036
370.7	0.78603	0.82528	0.89038
370.8	0.78604	0.82529	0.89041
370.9	0.78605	0.82529	0.89043
371	0.78606	0.8253	0.89046
371.1	0.78607	0.8253	0.89048
371.2	0.78608	0.82531	0.89051
371.3	0.78609	0.82531	0.89053
371.4	0.7861	0.82532	0.89055
371.5	0.78611	0.82532	0.89058
371.6	0.78612	0.82532	0.8906
371.7	0.78613	0.82533	0.89063
371.8	0.78614	0.82533	0.89065
371.9	0.78615	0.82534	0.89068
372	0.78615	0.82534	0.8907
372.1	0.78616	0.82535	0.89072
372.2	0.78617	0.82535	0.89075
372.3	0.78618	0.82535	0.89077
372.4	0.78618	0.82536	0.8908
372.5	0.78619	0.82536	0.89082
372.6	0.78619	0.82537	0.89084
372.7	0.7862	0.82537	0.89087
372.8	0.7862	0.82537	0.89089
372.9	0.78621	0.82538	0.89091
373	0.78621	0.82538	0.89094
373.1	0.78621	0.82538	0.89096
373.2	0.78622	0.82539	0.89098
373.3	0.78622	0.82539	0.89101
373.4	0.78622	0.8254	0.89103
373.5	0.78622	0.8254	0.89105
373.6	0.78623	0.8254	0.89108
373.7	0.78623	0.82541	0.8911
373.8	0.78623	0.82541	0.89112
373.9	0.78623	0.82542	0.89115
374	0.78623	0.82542	0.89117
374.1	0.78623	0.82542	0.89119
374.2	0.78623	0.82543	0.89122
374.3	0.78623	0.82543	0.89124
374.4	0.78622	0.82544	0.89126
374.5	0.78622	0.82544	0.89129
374.6	0.78622	0.82545	0.89131
374.7	0.78622	0.82545	0.89133
374.8	0.78621	0.82546	0.89136
374.9	0.78621	0.82546	0.89138
375	0.78621	0.82547	0.8914
375.1	0.7862	0.82547	0.89142
375.2	0.7862	0.82548	0.89145
375.3	0.78619	0.82548	0.89147
375.4	0.78619	0.82549	0.89149
375.5	0.78618	0.82549	0.89151
375.6	0.78618	0.8255	0.89154
375.7	0.78617	0.82551	0.89156
375.8	0.78616	0.82551	0.89158
375.9	0.78616	0.82552	0.8916
376	0.78615	0.82552	0.89163
376.1	0.78614	0.82553	0.89165
376.2	0.78613	0.82554	0.89167
376.3	0.78613	0.82555	0.89169
376.4	0.78612	0.82555	0.89172
376.5	0.78611	0.82556	0.89174
376.6	0.7861	0.82557	0.89176
376.7	0.78609	0.82558	0.89178
376.8	0.78608	0.82558	0.8918
376.9	0.78607	0.82559	0.89183
377	0.78606	0.8256	0.89185
377.1	0.78605	0.82561	0.89187
377.2	0.78604	0.82562	0.89189
377.3	0.78603	0.82563	0.89191
377.4	0.78602	0.82564	0.89193
377.5	0.78601	0.82564	0.89196
377.6	0.78599	0.82565	0.89198
377.7	0.78598	0.82566	0.892
377.8	0.78597	0.82567	0.89202
377.9	0.78596	0.82568	0.89204
378	0.78594	0.8257	0.89206
378.1	0.78593	0.82571	0.89209
378.2	0.78592	0.82572	0.89211
378.3	0.7859	0.82573	0.89213
378.4	0.78589	0.82574	0.89215
378.5	0.78588	0.82575	0.89217
378.6	0.78586	0.82576	0.89219
378.7	0.78585	0.82578	0.89222
378.8	0.78583	0.82579	0.89224
378.9	0.78582	0.8258	0.89226
379	0.78581	0.82581	0.89228
379.1	0.78579	0.82583	0.8923
379.2	0.78578	0.82584	0.89232
379.3	0.78576	0.82585	0.89234
379.4	0.78575	0.82587	0.89236
379.5	0.78573	0.82588	0.89238
379.6	0.78572	0.8259	0.89241
379.7	0.7857	0.82591	0.89243
379.8	0.78569	0.82593	0.89245
379.9	0.78567	0.82594	0.89247
380	0.78565	0.82596	0.89249
380.1	0.78564	0.82597	0.89251
380.2	0.78562	0.82599	0.89253
380.3	0.78561	0.82601	0.89255
380.4	0.78559	0.82602	0.89257
380.5	0.78558	0.82604	0.89259
380.6	0.78556	0.82606	0.89261
380.7	0.78554	0.82607	0.89263
380.8	0.78553	0.82609	0.89266
380.9	0.78551	0.82611	0.89268
381	0.7855	0.82613	0.8927
381.1	0.78548	0.82614	0.89272
381.2	0.78547	0.82616	0.89274
381.3	0.78545	0.82618	0.89276
381.4	0.78544	0.8262	0.89278
381.5	0.78542	0.82622	0.8928
381.6	0.78541	0.82624	0.89282
381.7	0.78539	0.82626	0.89284
381.8	0.78537	0.82628	0.89286
381.9	0.78536	0.8263	0.89288
382	0.78534	0.82632	0.8929
382.1	0.78533	0.82634	0.89292
382.2	0.78532	0.82636	0.89294
382.3	0.7853	0.82638	0.89296
382.4	0.78529	0.8264	0.89298
382.5	0.78527	0.82642	0.893
382.6	0.78526	0.82645	0.89302
382.7	0.78525	0.82647	0.89304
382.8	0.78523	0.82649	0.89306
382.9	0.78522	0.82651	0.89308
383	0.7852	0.82653	0.8931
383.1	0.78519	0.82656	0.89312
383.2	0.78518	0.82658	0.89314
383.3	0.78517	0.8266	0.89316
383.4	0.78515	0.82662	0.89318
383.5	0.78514	0.82665	0.8932
383.6	0.78513	0.82667	0.89322
383.7	0.78512	0.82669	0.89324
383.8	0.78511	0.82672	0.89326
383.9	0.7851	0.82674	0.89328
384	0.78509	0.82677	0.8933
384.1	0.78508	0.82679	0.89332
384.2	0.78506	0.82681	0.89334
384.3	0.78506	0.82684	0.89336
384.4	0.78505	0.82686	0.89338
384.5	0.78504	0.82689	0.8934
384.6	0.78503	0.82691	0.89342
384.7	0.78502	0.82694	0.89344
384.8	0.78501	0.82696	0.89346
384.9	0.785	0.82699	0.89348
385	0.78499	0.82701	0.8935
385.1	0.78499	0.82704	0.89352
385.2	0.78498	0.82706	0.89354
385.3	0.78497	0.82709	0.89356
385.4	0.78497	0.82711	0.89358
385.5	0.78496	0.82714	0.8936
385.6	0.78496	0.82716	0.89362
385.7	0.78495	0.82719	0.89364
385.8	0.78495	0.82722	0.89366
385.9	0.78494	0.82724	0.89368
386	0.78494	0.82727	0.8937
386.1	0.78493	0.82729	0.89372
386.2	0.78493	0.82732	0.89374
386.3	0.78493	0.82735	0.89376
386.4	0.78493	0.82737	0.89378
386.5	0.78492	0.8274	0.8938
386.6	0.78492	0.82742	0.89382
386.7	0.78492	0.82745	0.89384
386.8	0.78492	0.82747	0.89386
386.9	0.78492	0.8275	0.89388
387	0.78492	0.82753	0.8939
387.1	0.78492	0.82755	0.89392
387.2	0.78492	0.82758	0.89394
387.3	0.78492	0.8276	0.89396
387.4	0.78493	0.82763	0.89398
387.5	0.78493	0.82766	0.894
387.6	0.78493	0.82768	0.89402
387.7	0.78493	0.82771	0.89403
387.8	0.78494	0.82773	0.89405
387.9	0.78494	0.82776	0.89407
388	0.78495	0.82778	0.89409
388.1	0.78495	0.82781	0.89411
388.2	0.78496	0.82783	0.89413
388.3	0.78496	0.82786	0.89415
388.4	0.78497	0.82788	0.89417
388.5	0.78497	0.82791	0.89419
388.6	0.78498	0.82793	0.89421
388.7	0.78499	0.82796	0.89423
388.8	0.785	0.82798	0.89425
388.9	0.785	0.82801	0.89427
389	0.78501	0.82803	0.89429
389.1	0.78502	0.82806	0.89431
389.2	0.78503	0.82808	0.89433
389.3	0.78504	0.82811	0.89435
389.4	0.78505	0.82813	0.89437
389.5	0.78506	0.82815	0.89439
389.6	0.78507	0.82818	0.89441
389.7	0.78508	0.8282	0.89443
389.8	0.7851	0.82822	0.89445
389.9	0.78511	0.82825	0.89446
390	0.78512	0.82827	0.89448
390.1	0.78513	0.82829	0.8945
390.2	0.78515	0.82831	0.89452
390.3	0.78516	0.82834	0.89454
390.4	0.78518	0.82836	0.89456
390.5	0.78519	0.82838	0.89458
390.6	0.7852	0.8284	0.8946
390.7	0.78522	0.82843	0.89462
390.8	0.78524	0.82845	0.89464
390.9	0.78525	0.82847	0.89466
391	0.78527	0.82849	0.89468
391.1	0.78528	0.82851	0.8947
391.2	0.7853	0.82853	0.89472
391.3	0.78532	0.82855	0.89474
391.4	0.78534	0.82857	0.89476
391.5	0.78535	0.82859	0.89478
391.6	0.78537	0.82861	0.8948
391.7	0.78539	0.82863	0.89482
391.8	0.78541	0.82865	0.89484
391.9	0.78543	0.82867	0.89486
392	0.78545	0.82869	0.89487
392.1	0.78547	0.82871	0.89489
392.2	0.78549	0.82872	0.89491
392.3	0.78551	0.82874	0.89493
392.4	0.78553	0.82876	0.89495
392.5	0.78555	0.82878	0.89497
392.6	0.78557	0.8288	0.89499
392.7	0.78559	0.82881	0.89501
392.8	0.78561	0.82883	0.89503
392.9	0.78564	0.82885	0.89505
393	0.78566	0.82886	0.89507
393.1	0.78568	0.82888	0.89509
393.2	0.7857	0.82889	0.89511
393.3	0.78573	0.82891	0.89513
393.4	0.78575	0.82892	0.89515
393.5	0.78577	0.82894	0.89517
393.6	0.7858	0.82895	0.89519
393.7	0.78582	0.82897	0.89521
393.8	0.78584	0.82898	0.89523
393.9	0.78587	0.829	0.89525
394	0.78589	0.82901	0.89527
394.1	0.78592	0.82902	0.89529
394.2	0.78594	0.82904	0.89531
394.3	0.78596	0.82905	0.89533
394.4	0.78599	0.82906	0.89534
394.5	0.78601	0.82908	0.89536
394.6	0.78604	0.82909	0.89538
394.7	0.78606	0.8291	0.8954
394.8	0.78609	0.82911	0.89542
394.9	0.78612	0.82912	0.89544
395	0.78614	0.82913	0.89546
395.1	0.78617	0.82914	0.89548
395.2	0.78619	0.82915	0.8955
395.3	0.78622	0.82917	0.89552
395.4	0.78625	0.82918	0.89554
395.5	0.78627	0.82918	0.89556
395.6	0.7863	0.82919	0.89558
395.7	0.78632	0.8292	0.8956
395.8	0.78635	0.82921	0.89562
395.9	0.78638	0.82922	0.89564
396	0.7864	0.82923	0.89566
396.1	0.78643	0.82924	0.89568
396.2	0.78646	0.82925	0.8957
396.3	0.78648	0.82925	0.89572
396.4	0.78651	0.82926	0.89574
396.5	0.78654	0.82927	0.89576
396.6	0.78656	0.82928	0.89578
396.7	0.78659	0.82928	0.8958
396.8	0.78662	0.82929	0.89582
396.9	0.78664	0.8293	0.89584
397	0.78667	0.8293	0.89586
397.1	0.7867	0.82931	0.89587
397.2	0.78673	0.82931	0.89589
397.3	0.78675	0.82932	0.89591
397.4	0.78678	0.82932	0.89593
397.5	0.78681	0.82933	0.89595
397.6	0.78683	0.82933	0.89597
397.7	0.78686	0.82934	0.89599
397.8	0.78689	0.82934	0.89601
397.9	0.78692	0.82935	0.89603
398	0.78694	0.82935	0.89605
398.1	0.78697	0.82936	0.89607
398.2	0.787	0.82936	0.89609
398.3	0.78702	0.82936	0.89611
398.4	0.78705	0.82937	0.89613
398.5	0.78708	0.82937	0.89615
398.6	0.78711	0.82937	0.89617
398.7	0.78713	0.82938	0.89619
398.8	0.78716	0.82938	0.89621
398.9	0.78719	0.82938	0.89623
399	0.78722	0.82938	0.89625
399.1	0.78724	0.82939	0.89627
399.2	0.78727	0.82939	0.89629
399.3	0.7873	0.82939	0.89631
399.4	0.78732	0.82939	0.89632
399.5	0.78735	0.82939	0.89634
399.6	0.78738	0.8294	0.89636
399.7	0.78741	0.8294	0.89638
399.8	0.78743	0.8294	0.8964
399.9	0.78746	0.8294	0.89642
400	0.78749	0.8294	0.89644
400.1	0.78751	0.8294	0.89646
400.2	0.78754	0.8294	0.89648
400.3	0.78757	0.82941	0.8965
400.4	0.7876	0.82941	0.89652
400.5	0.78762	0.82941	0.89654
400.6	0.78765	0.82941	0.89656
400.7	0.78768	0.82941	0.89658
400.8	0.7877	0.82941	0.8966
400.9	0.78773	0.82941	0.89662
401	0.78776	0.82941	0.89664
401.1	0.78779	0.82941	0.89665
401.2	0.78781	0.82941	0.89667
401.3	0.78784	0.82941	0.89669
401.4	0.78787	0.82941	0.89671
401.5	0.78789	0.82941	0.89673
401.6	0.78792	0.82941	0.89675
401.7	0.78795	0.82941	0.89677
401.8	0.78798	0.82941	0.89679
401.9	0.788	0.82941	0.89681
402	0.78803	0.82942	0.89683
402.1	0.78806	0.82942	0.89685
402.2	0.78809	0.82942	0.89687
402.3	0.78811	0.82942	0.89689
402.4	0.78814	0.82942	0.8969
402.5	0.78817	0.82942	0.89692
402.6	0.7882	0.82942	0.89694
402.7	0.78822	0.82942	0.89696
402.8	0.78825	0.82942	0.89698
402.9	0.78828	0.82942	0.897
403	0.78831	0.82942	0.89702
403.1	0.78834	0.82942	0.89704
403.2	0.78836	0.82942	0.89706
403.3	0.78839	0.82942	0.89708
403.4	0.78842	0.82942	0.89709
403.5	0.78845	0.82943	0.89711
403.6	0.78848	0.82943	0.89713
403.7	0.78851	0.82943	0.89715
403.8	0.78853	0.82943	0.89717
403.9	0.78856	0.82943	0.89719
404	0.78859	0.82943	0.89721
404.1	0.78862	0.82943	0.89723
404.2	0.78865	0.82944	0.89725
404.3	0.78868	0.82944	0.89726
404.4	0.78871	0.82944	0.89728
404.5	0.78874	0.82944	0.8973
404.6	0.78876	0.82944	0.89732
404.7	0.78879	0.82945	0.89734
404.8	0.78882	0.82945	0.89736
404.9	0.78885	0.82945	0.89738
405	0.78888	0.82945	0.89739
405.1	0.78891	0.82946	0.89741
405.2	0.78894	0.82946	0.89743
405.3	0.78897	0.82946	0.89745
405.4	0.789	0.82947	0.89747
405.5	0.78903	0.82947	0.89749
405.6	0.78906	0.82947	0.8975
405.7	0.78909	0.82948	0.89752
405.8	0.78912	0.82948	0.89754
405.9	0.78915	0.82949	0.89756
406	0.78919	0.82949	0.89758
406.1	0.78922	0.82949	0.8976
406.2	0.78925	0.8295	0.89761
406.3	0.78928	0.8295	0.89763
406.4	0.78931	0.82951	0.89765
406.5	0.78934	0.82951	0.89767
406.6	0.78937	0.82952	0.89769
406.7	0.7894	0.82952	0.8977
406.8	0.78944	0.82953	0.89772
406.9	0.78947	0.82954	0.89774
407	0.7895	0.82954	0.89776
407.1	0.78953	0.82955	0.89778
407.2	0.78957	0.82955	0.89779
407.3	0.7896	0.82956	0.89781
407.4	0.78963	0.82957	0.89783
407.5	0.78966	0.82958	0.89785
407.6	0.7897	0.82958	0.89786
407.7	0.78973	0.82959	0.89788
407.8	0.78976	0.8296	0.8979
407.9	0.7898	0.82961	0.89792
408	0.78983	0.82961	0.89793
408.1	0.78986	0.82962	0.89795
408.2	0.7899	0.82963	0.89797
408.3	0.78993	0.82964	0.89799
408.4	0.78996	0.82965	0.898
408.5	0.79	0.82966	0.89802
408.6	0.79003	0.82966	0.89804
408.7	0.79007	0.82967	0.89806
408.8	0.7901	0.82968	0.89807
408.9	0.79013	0.82969	0.89809
409	0.79017	0.8297	0.89811
409.1	0.7902	0.82971	0.89812
409.2	0.79024	0.82972	0.89814
409.3	0.79027	0.82973	0.89816
409.4	0.79031	0.82974	0.89818
409.5	0.79034	0.82976	0.89819
409.6	0.79038	0.82977	0.89821
409.7	0.79041	0.82978	0.89823
409.8	0.79045	0.82979	0.89824
409.9	0.79048	0.8298	0.89826
410	0.79052	0.82981	0.89828
410.1	0.79055	0.82982	0.89829
410.2	0.79059	0.82984	0.89831
410.3	0.79062	0.82985	0.89833
410.4	0.79066	0.82986	0.89834
410.5	0.7907	0.82987	0.89836
410.6	0.79073	0.82989	0.89838
410.7	0.79077	0.8299	0.89839
410.8	0.7908	0.82991	0.89841
410.9	0.79084	0.82992	0.89842
411	0.79087	0.82994	0.89844
411.1	0.79091	0.82995	0.89846
411.2	0.79095	0.82997	0.89847
411.3	0.79098	0.82998	0.89849
411.4	0.79102	0.82999	0.8985
411.5	0.79105	0.83001	0.89852
411.6	0.79109	0.83002	0.89854
411.7	0.79112	0.83003	0.89855
411.8	0.79116	0.83005	0.89857
411.9	0.7912	0.83006	0.89858
412	0.79123	0.83008	0.8986
412.1	0.79127	0.83009	0.89862
412.2	0.7913	0.83011	0.89863
412.3	0.79134	0.83012	0.89865
412.4	0.79137	0.83014	0.89866
412.5	0.79141	0.83015	0.89868
412.6	0.79144	0.83017	0.89869
412.7	0.79148	0.83018	0.89871
412.8	0.79151	0.8302	0.89872
412.9	0.79155	0.83021	0.89874
413	0.79158	0.83023	0.89875
413.1	0.79162	0.83025	0.89877
413.2	0.79165	0.83026	0.89879
413.3	0.79169	0.83028	0.8988
413.4	0.79172	0.83029	0.89882
413.5	0.79176	0.83031	0.89883
413.6	0.79179	0.83033	0.89885
413.7	0.79182	0.83034	0.89886
413.8	0.79186	0.83036	0.89888
413.9	0.79189	0.83037	0.89889
414	0.79192	0.83039	0.8989
414.1	0.79196	0.83041	0.89892
414.2	0.79199	0.83042	0.89893
414.3	0.79202	0.83044	0.89895
414.4	0.79206	0.83046	0.89896
414.5	0.79209	0.83047	0.89898
414.6	0.79212	0.83049	0.89899
414.7	0.79215	0.8305	0.89901
414.8	0.79219	0.83052	0.89902
414.9	0.79222	0.83054	0.89904
415	0.79225	0.83055	0.89905
415.1	0.79228	0.83057	0.89906
415.2	0.79231	0.83059	0.89908
415.3	0.79234	0.8306	0.89909
415.4	0.79237	0.83062	0.89911
415.5	0.7924	0.83064	0.89912
415.6	0.79243	0.83065	0.89913
415.7	0.79246	0.83067	0.89915
415.8	0.79249	0.83069	0.89916
415.9	0.79252	0.8307	0.89918
416	0.79255	0.83072	0.89919
416.1	0.79258	0.83073	0.8992
416.2	0.79261	0.83075	0.89922
416.3	0.79264	0.83077	0.89923
416.4	0.79267	0.83078	0.89924
416.5	0.79269	0.8308	0.89926
416.6	0.79272	0.83082	0.89927
416.7	0.79275	0.83083	0.89928
416.8	0.79277	0.83085	0.8993
416.9	0.7928	0.83086	0.89931
417	0.79283	0.83088	0.89932
417.1	0.79285	0.83089	0.89934
417.2	0.79288	0.83091	0.89935
417.3	0.7929	0.83093	0.89936
417.4	0.79293	0.83094	0.89938
417.5	0.79295	0.83096	0.89939
417.6	0.79298	0.83097	0.8994
417.7	0.793	0.83099	0.89942
417.8	0.79303	0.831	0.89943
417.9	0.79305	0.83102	0.89944
418	0.79307	0.83104	0.89945
418.1	0.7931	0.83105	0.89947
418.2	0.79312	0.83107	0.89948
418.3	0.79314	0.83108	0.89949
418.4	0.79316	0.8311	0.8995
418.5	0.79318	0.83111	0.89952
418.6	0.7932	0.83113	0.89953
418.7	0.79322	0.83114	0.89954
418.8	0.79325	0.83115	0.89955
418.9	0.79327	0.83117	0.89957
419	0.79328	0.83118	0.89958
419.1	0.7933	0.8312	0.89959
419.2	0.79332	0.83121	0.8996
419.3	0.79334	0.83123	0.89962
419.4	0.79336	0.83124	0.89963
419.5	0.79338	0.83126	0.89964
419.6	0.7934	0.83127	0.89965
419.7	0.79341	0.83128	0.89966
419.8	0.79343	0.8313	0.89968
419.9	0.79345	0.83131	0.89969
420	0.79347	0.83133	0.8997
420.1	0.79348	0.83134	0.89971
420.2	0.7935	0.83135	0.89972
420.3	0.79351	0.83137	0.89973
420.4	0.79353	0.83138	0.89975
420.5	0.79354	0.83139	0.89976
420.6	0.79356	0.83141	0.89977
420.7	0.79357	0.83142	0.89978
420.8	0.79359	0.83143	0.89979
420.9	0.7936	0.83145	0.8998
421	0.79362	0.83146	0.89981
421.1	0.79363	0.83147	0.89983
421.2	0.79364	0.83149	0.89984
421.3	0.79365	0.8315	0.89985
421.4	0.79367	0.83151	0.89986
421.5	0.79368	0.83153	0.89987
421.6	0.79369	0.83154	0.89988
421.7	0.7937	0.83155	0.89989
421.8	0.79372	0.83156	0.8999
421.9	0.79373	0.83158	0.89991
422	0.79374	0.83159	0.89993
422.1	0.79375	0.8316	0.89994
422.2	0.79376	0.83162	0.89995
422.3	0.79377	0.83163	0.89996
422.4	0.79378	0.83164	0.89997
422.5	0.79379	0.83165	0.89998
422.6	0.7938	0.83167	0.89999
422.7	0.79381	0.83168	0.9
422.8	0.79382	0.83169	0.90001
422.9	0.79383	0.83171	0.90002
423	0.79384	0.83172	0.90003
423.1	0.79385	0.83173	0.90004
423.2	0.79386	0.83174	0.90005
423.3	0.79387	0.83176	0.90006
423.4	0.79388	0.83177	0.90007
423.5	0.79388	0.83178	0.90008
423.6	0.79389	0.83179	0.90009
423.7	0.7939	0.83181	0.90011
423.8	0.79391	0.83182	0.90012
423.9	0.79392	0.83183	0.90013
424	0.79393	0.83185	0.90014
424.1	0.79393	0.83186	0.90015
424.2	0.79394	0.83187	0.90016
424.3	0.79395	0.83189	0.90017
424.4	0.79396	0.8319	0.90018
424.5	0.79396	0.83191	0.90019
424.6	0.79397	0.83192	0.9002
424.7	0.79398	0.83194	0.90021
424.8	0.79399	0.83195	0.90022
424.9	0.794	0.83197	0.90023
425	0.794	0.83198	0.90023
425.1	0.79401	0.83199	0.90024
425.2	0.79402	0.83201	0.90025
425.3	0.79403	0.83202	0.90026
425.4	0.79403	0.83203	0.90027
425.5	0.79404	0.83205	0.90028
425.6	0.79405	0.83206	0.90029
425.7	0.79406	0.83208	0.9003
425.8	0.79406	0.83209	0.90031
425.9	0.79407	0.83211	0.90032
426	0.79408	0.83212	0.90033
426.1	0.79409	0.83213	0.90034
426.2	0.7941	0.83215	0.90035
426.3	0.7941	0.83216	0.90036
426.4	0.79411	0.83218	0.90037
426.5	0.79412	0.83219	0.90038
426.6	0.79413	0.83221	0.90039
426.7	0.79414	0.83223	0.9004
426.8	0.79415	0.83224	0.90041
426.9	0.79416	0.83226	0.90041
427	0.79416	0.83227	0.90042
427.1	0.79417	0.83229	0.90043
427.2	0.79418	0.83231	0.90044
427.3	0.79419	0.83232	0.90045
427.4	0.7942	0.83234	0.90046
427.5	0.79421	0.83236	0.90047
427.6	0.79422	0.83237	0.90048
427.7	0.79423	0.83239	0.90049
427.8	0.79424	0.83241	0.9005
427.9	0.79425	0.83243	0.9005
428	0.79426	0.83244	0.90051
428.1	0.79427	0.83246	0.90052
428.2	0.79429	0.83248	0.90053
428.3	0.7943	0.8325	0.90054
428.4	0.79431	0.83252	0.90055
428.5	0.79432	0.83253	0.90056
428.6	0.79433	0.83255	0.90057
428.7	0.79434	0.83257	0.90057
428.8	0.79436	0.83259	0.90058
428.9	0.79437	0.83261	0.90059
429	0.79438	0.83263	0.9006
429.1	0.7944	0.83265	0.90061
429.2	0.79441	0.83267	0.90062
429.3	0.79442	0.83269	0.90063
429.4	0.79444	0.83271	0.90063
429.5	0.79445	0.83273	0.90064
429.6	0.79447	0.83275	0.90065
429.7	0.79448	0.83277	0.90066
429.8	0.7945	0.83279	0.90067
429.9	0.79451	0.83282	0.90068
430	0.79453	0.83284	0.90069
430.1	0.79455	0.83286	0.90069
430.2	0.79456	0.83288	0.9007
430.3	0.79458	0.8329	0.90071
430.4	0.7946	0.83293	0.90072
430.5	0.79461	0.83295	0.90073
430.6	0.79463	0.83297	0.90074
430.7	0.79465	0.83299	0.90074
430.8	0.79467	0.83302	0.90075
430.9	0.79469	0.83304	0.90076
431	0.79471	0.83307	0.90077
431.1	0.79473	0.83309	0.90078
431.2	0.79474	0.83311	0.90078
431.3	0.79476	0.83314	0.90079
431.4	0.79479	0.83316	0.9008
431.5	0.79481	0.83319	0.90081
431.6	0.79483	0.83321	0.90082
431.7	0.79485	0.83324	0.90083
431.8	0.79487	0.83326	0.90083
431.9	0.79489	0.83329	0.90084
432	0.79492	0.83331	0.90085
432.1	0.79494	0.83334	0.90086
432.2	0.79496	0.83336	0.90087
432.3	0.79498	0.83339	0.90087
432.4	0.79501	0.83342	0.90088
432.5	0.79503	0.83344	0.90089
432.6	0.79506	0.83347	0.9009
432.7	0.79508	0.8335	0.90091
432.8	0.79511	0.83352	0.90091
432.9	0.79513	0.83355	0.90092
433	0.79516	0.83358	0.90093
433.1	0.79519	0.83361	0.90094
433.2	0.79521	0.83363	0.90094
433.3	0.79524	0.83366	0.90095
433.4	0.79527	0.83369	0.90096
433.5	0.79529	0.83372	0.90097
433.6	0.79532	0.83375	0.90098
433.7	0.79535	0.83377	0.90098
433.8	0.79538	0.8338	0.90099
433.9	0.79541	0.83383	0.901
434	0.79544	0.83386	0.90101
434.1	0.79547	0.83389	0.90101
434.2	0.7955	0.83392	0.90102
434.3	0.79553	0.83395	0.90103
434.4	0.79556	0.83398	0.90104
434.5	0.79559	0.83401	0.90105
434.6	0.79562	0.83404	0.90105
434.7	0.79565	0.83407	0.90106
434.8	0.79568	0.83409	0.90107
434.9	0.79572	0.83412	0.90108
435	0.79575	0.83415	0.90108
435.1	0.79578	0.83418	0.90109
435.2	0.79581	0.83421	0.9011
435.3	0.79585	0.83424	0.90111
435.4	0.79588	0.83427	0.90111
435.5	0.79592	0.8343	0.90112
435.6	0.79595	0.83434	0.90113
435.7	0.79598	0.83437	0.90114
435.8	0.79602	0.8344	0.90114
435.9	0.79605	0.83443	0.90115
436	0.79609	0.83446	0.90116
436.1	0.79613	0.83449	0.90117
436.2	0.79616	0.83452	0.90117
436.3	0.7962	0.83455	0.90118
436.4	0.79623	0.83458	0.90119
436.5	0.79627	0.83461	0.9012
436.6	0.79631	0.83464	0.9012
436.7	0.79635	0.83467	0.90121
436.8	0.79638	0.8347	0.90122
436.9	0.79642	0.83473	0.90123
437	0.79646	0.83476	0.90123
437.1	0.7965	0.8348	0.90124
437.2	0.79654	0.83483	0.90125
437.3	0.79657	0.83486	0.90126
437.4	0.79661	0.83489	0.90126
437.5	0.79665	0.83492	0.90127
437.6	0.79669	0.83495	0.90128
437.7	0.79673	0.83498	0.90129
437.8	0.79677	0.83501	0.90129
437.9	0.79681	0.83504	0.9013
438	0.79685	0.83507	0.90131
438.1	0.79689	0.8351	0.90132
438.2	0.79693	0.83513	0.90132
438.3	0.79697	0.83516	0.90133
438.4	0.79701	0.8352	0.90134
438.5	0.79705	0.83523	0.90135
438.6	0.79709	0.83526	0.90135
438.7	0.79714	0.83529	0.90136
438.8	0.79718	0.83532	0.90137
