#Wavelength (nm)	6.4 nm	9.23 nm	11.8 nm
878.5	0.80285	0.88684	0.96461
878.6	0.80289	0.88687	0.96461
878.7	0.80293	0.8869	0.96462
878.8	0.80297	0.88693	0.96463
878.9	0.80301	0.88697	0.96464
879	0.80305	0.887	0.96464
879.1	0.80309	0.88703	0.96465
879.2	0.80313	0.88705	0.96466
879.3	0.80317	0.88708	0.96467
879.4	0.80321	0.88711	0.96467
879.5	0.80325	0.88714	0.96468
879.6	0.80329	0.88717	0.96469
879.7	0.80333	0.8872	0.96469
879.8	0.80337	0.88723	0.9647
879.9	0.80341	0.88726	0.96471
880	0.80345	0.88728	0.96471
880.1	0.80349	0.88731	0.96472
880.2	0.80353	0.88734	0.96473
880.3	0.80356	0.88737	0.96473
880.4	0.8036	0.88739	0.96474
880.5	0.80364	0.88742	0.96475
880.6	0.80368	0.88744	0.96475
880.7	0.80372	0.88747	0.96476
880.8	0.80376	0.8875	0.96477
880.9	0.8038	0.88752	0.96477
881	0.80384	0.88755	0.96478
881.1	0.80388	0.88757	0.96478
881.2	0.80392	0.8876	0.96479
881.3	0.80396	0.88762	0.9648
881.4	0.804	0.88765	0.9648
881.5	0.80404	0.88767	0.96481
881.6	0.80407	0.88769	0.96481
881.7	0.80411	0.88772	0.96482
881.8	0.80415	0.88774	0.96482
881.9	0.80419	0.88776	0.96483
882	0.80423	0.88778	0.96484
882.1	0.80427	0.88781	0.96484
882.2	0.80431	0.88783	0.96485
882.3	0.80434	0.88785	0.96485
882.4	0.80438	0.88787	0.96486
882.5	0.80442	0.88789	0.96486
882.6	0.80446	0.88792	0.96487
882.7	0.8045	0.88794	0.96487
882.8	0.80454	0.88796	0.96488
882.9	0.80457	0.88798	0.96488
883	0.80461	0.888	0.96489
883.1	0.80465	0.88802	0.96489
883.2	0.80469	0.88804	0.9649
883.3	0.80472	0.88806	0.9649
883.4	0.80476	0.88808	0.96491
883.5	0.8048	0.8881	0.96491
883.6	0.80484	0.88811	0.96492
883.7	0.80487	0.88813	0.96492
883.8	0.80491	0.88815	0.96493
883.9	0.80495	0.88817	0.96493
884	0.80499	0.88819	0.96494
884.1	0.80502	0.88821	0.96494
884.2	0.80506	0.88822	0.96494
884.3	0.8051	0.88824	0.96495
884.4	0.80514	0.88826	0.96495
884.5	0.80517	0.88828	0.96496
884.6	0.80521	0.88829	0.96496
884.7	0.80525	0.88831	0.96497
884.8	0.80528	0.88833	0.96497
884.9	0.80532	0.88834	0.96498
885	0.80536	0.88836	0.96498
885.1	0.8054	0.88838	0.96498
885.2	0.80543	0.88839	0.96499
885.3	0.80547	0.88841	0.96499
885.4	0.80551	0.88843	0.965
885.5	0.80554	0.88844	0.965
885.6	0.80558	0.88846	0.965
885.7	0.80562	0.88847	0.96501
885.8	0.80566	0.88849	0.96501
885.9	0.80569	0.88851	0.96502
886	0.80573	0.88852	0.96502
886.1	0.80577	0.88854	0.96502
886.2	0.80581	0.88855	0.96503
886.3	0.80584	0.88857	0.96503
886.4	0.80588	0.88858	0.96504
886.5	0.80592	0.8886	0.96504
886.6	0.80596	0.88861	0.96504
886.7	0.80599	0.88863	0.96505
886.8	0.80603	0.88864	0.96505
886.9	0.80607	0.88866	0.96505
887	0.80611	0.88867	0.96506
887.1	0.80615	0.88869	0.96506
887.2	0.80618	0.8887	0.96507
887.3	0.80622	0.88872	0.96507
887.4	0.80626	0.88873	0.96507
887.5	0.8063	0.88875	0.96508
887.6	0.80634	0.88876	0.96508
887.7	0.80638	0.88878	0.96508
887.8	0.80641	0.88879	0.96509
887.9	0.80645	0.88881	0.96509
888	0.80649	0.88883	0.96509
888.1	0.80653	0.88884	0.9651
888.2	0.80657	0.88886	0.9651
888.3	0.80661	0.88887	0.96511
888.4	0.80665	0.88889	0.96511
888.5	0.80669	0.8889	0.96511
888.6	0.80673	0.88892	0.96512
888.7	0.80677	0.88893	0.96512
888.8	0.80681	0.88895	0.96512
888.9	0.80685	0.88897	0.96513
889	0.80689	0.88898	0.96513
889.1	0.80693	0.889	0.96513
889.2	0.80697	0.88902	0.96514
889.3	0.80701	0.88903	0.96514
889.4	0.80705	0.88905	0.96515
889.5	0.80709	0.88907	0.96515
889.6	0.80713	0.88908	0.96515
889.7	0.80718	0.8891	0.96516
889.8	0.80722	0.88912	0.96516
889.9	0.80726	0.88913	0.96516
890	0.8073	0.88915	0.96517
890.1	0.80734	0.88917	0.96517
890.2	0.80739	0.88919	0.96518
890.3	0.80743	0.8892	0.96518
890.4	0.80747	0.88922	0.96518
890.5	0.80752	0.88924	0.96519
890.6	0.80756	0.88926	0.96519
890.7	0.8076	0.88928	0.9652
890.8	0.80765	0.8893	0.9652
890.9	0.80769	0.88931	0.9652
891	0.80773	0.88933	0.96521
891.1	0.80778	0.88935	0.96521
891.2	0.80782	0.88937	0.96522
891.3	0.80786	0.88939	0.96522
891.4	0.80791	0.88941	0.96522
891.5	0.80795	0.88943	0.96523
891.6	0.808	0.88945	0.96523
891.7	0.80804	0.88947	0.96524
891.8	0.80809	0.88949	0.96524
891.9	0.80813	0.88951	0.96524
892	0.80818	0.88953	0.96525
892.1	0.80823	0.88955	0.96525
892.2	0.80827	0.88958	0.96526
892.3	0.80832	0.8896	0.96526
892.4	0.80836	0.88962	0.96527
892.5	0.80841	0.88964	0.96527
892.6	0.80846	0.88966	0.96528
892.7	0.8085	0.88968	0.96528
892.8	0.80855	0.88971	0.96528
892.9	0.8086	0.88973	0.96529
893	0.80864	0.88975	0.96529
893.1	0.80869	0.88977	0.9653
893.2	0.80874	0.8898	0.9653
893.3	0.80878	0.88982	0.96531
893.4	0.80883	0.88984	0.96531
893.5	0.80888	0.88987	0.96532
893.6	0.80893	0.88989	0.96532
893.7	0.80897	0.88992	0.96533
893.8	0.80902	0.88994	0.96533
893.9	0.80907	0.88996	0.96534
894	0.80912	0.88999	0.96534
894.1	0.80916	0.89001	0.96535
894.2	0.80921	0.89004	0.96536
894.3	0.80926	0.89006	0.96536
894.4	0.80931	0.89009	0.96537
894.5	0.80935	0.89011	0.96537
894.6	0.8094	0.89014	0.96538
894.7	0.80945	0.89016	0.96538
894.8	0.8095	0.89019	0.96539
894.9	0.80955	0.89021	0.9654
895	0.80959	0.89024	0.9654
895.1	0.80964	0.89027	0.96541
895.2	0.80969	0.89029	0.96541
895.3	0.80974	0.89032	0.96542
895.4	0.80979	0.89034	0.96543
895.5	0.80983	0.89037	0.96543
895.6	0.80988	0.8904	0.96544
895.7	0.80993	0.89042	0.96544
895.8	0.80998	0.89045	0.96545
895.9	0.81002	0.89048	0.96546
896	0.81007	0.8905	0.96546
896.1	0.81012	0.89053	0.96547
896.2	0.81016	0.89056	0.96548
896.3	0.81021	0.89058	0.96548
896.4	0.81026	0.89061	0.96549
896.5	0.81031	0.89064	0.9655
896.6	0.81035	0.89066	0.96551
896.7	0.8104	0.89069	0.96551
896.8	0.81044	0.89072	0.96552
896.9	0.81049	0.89074	0.96553
897	0.81054	0.89077	0.96553
897.1	0.81058	0.8908	0.96554
897.2	0.81063	0.89083	0.96555
897.3	0.81067	0.89085	0.96556
897.4	0.81072	0.89088	0.96556
897.5	0.81076	0.89091	0.96557
897.6	0.81081	0.89093	0.96558
897.7	0.81085	0.89096	0.96559
897.8	0.8109	0.89099	0.9656
897.9	0.81094	0.89102	0.9656
898	0.81099	0.89104	0.96561
898.1	0.81103	0.89107	0.96562
898.2	0.81107	0.8911	0.96563
898.3	0.81112	0.89112	0.96564
898.4	0.81116	0.89115	0.96565
898.5	0.8112	0.89118	0.96565
898.6	0.81124	0.8912	0.96566
898.7	0.81129	0.89123	0.96567
898.8	0.81133	0.89125	0.96568
898.9	0.81137	0.89128	0.96569
899	0.81141	0.89131	0.9657
899.1	0.81145	0.89133	0.96571
899.2	0.81149	0.89136	0.96572
899.3	0.81153	0.89138	0.96573
899.4	0.81157	0.89141	0.96574
899.5	0.81161	0.89144	0.96575
899.6	0.81165	0.89146	0.96576
899.7	0.81169	0.89149	0.96577
899.8	0.81173	0.89151	0.96578
899.9	0.81177	0.89154	0.96578
900	0.81181	0.89156	0.96579
900.1	0.81184	0.89158	0.9658
900.2	0.81188	0.89161	0.96582
900.3	0.81192	0.89163	0.96583
900.4	0.81195	0.89166	0.96584
900.5	0.81199	0.89168	0.96585
900.6	0.81203	0.89171	0.96586
900.7	0.81206	0.89173	0.96587
900.8	0.8121	0.89175	0.96588
900.9	0.81213	0.89178	0.96589
901	0.81217	0.8918	0.9659
901.1	0.8122	0.89182	0.96591
901.2	0.81223	0.89184	0.96592
901.3	0.81227	0.89187	0.96593
901.4	0.8123	0.89189	0.96594
901.5	0.81233	0.89191	0.96596
901.6	0.81237	0.89193	0.96597
901.7	0.8124	0.89195	0.96598
901.8	0.81243	0.89197	0.96599
901.9	0.81246	0.892	0.966
902	0.81249	0.89202	0.96601
902.1	0.81252	0.89204	0.96603
902.2	0.81255	0.89206	0.96604
902.3	0.81258	0.89208	0.96605
902.4	0.81261	0.8921	0.96606
902.5	0.81264	0.89212	0.96607
902.6	0.81267	0.89214	0.96609
902.7	0.8127	0.89216	0.9661
902.8	0.81273	0.89218	0.96611
902.9	0.81276	0.89219	0.96612
903	0.81279	0.89221	0.96614
903.1	0.81282	0.89223	0.96615
903.2	0.81284	0.89225	0.96616
903.3	0.81287	0.89227	0.96618
903.4	0.8129	0.89229	0.96619
903.5	0.81292	0.8923	0.9662
903.6	0.81295	0.89232	0.96621
903.7	0.81298	0.89234	0.96623
903.8	0.813	0.89235	0.96624
903.9	0.81303	0.89237	0.96625
904	0.81305	0.89239	0.96627
904.1	0.81308	0.8924	0.96628
904.2	0.8131	0.89242	0.9663
904.3	0.81313	0.89244	0.96631
904.4	0.81315	0.89245	0.96632
904.5	0.81318	0.89247	0.96634
904.6	0.8132	0.89248	0.96635
904.7	0.81323	0.8925	0.96637
904.8	0.81325	0.89251	0.96638
904.9	0.81327	0.89253	0.96639
905	0.8133	0.89254	0.96641
905.1	0.81332	0.89256	0.96642
905.2	0.81335	0.89257	0.96644
905.3	0.81337	0.89259	0.96645
905.4	0.81339	0.8926	0.96647
905.5	0.81342	0.89262	0.96648
905.6	0.81344	0.89263	0.9665
905.7	0.81346	0.89264	0.96651
905.8	0.81349	0.89266	0.96653
905.9	0.81351	0.89267	0.96654
906	0.81353	0.89268	0.96656
906.1	0.81355	0.8927	0.96657
906.2	0.81358	0.89271	0.96659
906.3	0.8136	0.89272	0.9666
906.4	0.81362	0.89274	0.96662
906.5	0.81365	0.89275	0.96663
906.6	0.81367	0.89276	0.96665
906.7	0.81369	0.89277	0.96667
906.8	0.81372	0.89279	0.96668
906.9	0.81374	0.8928	0.9667
907	0.81376	0.89281	0.96671
907.1	0.81379	0.89282	0.96673
907.2	0.81381	0.89284	0.96675
907.3	0.81384	0.89285	0.96676
907.4	0.81386	0.89286	0.96678
907.5	0.81388	0.89287	0.96679
907.6	0.81391	0.89289	0.96681
907.7	0.81393	0.8929	0.96683
907.8	0.81396	0.89291	0.96684
907.9	0.81398	0.89292	0.96686
908	0.81401	0.89294	0.96688
908.1	0.81403	0.89295	0.96689
908.2	0.81406	0.89296	0.96691
908.3	0.81408	0.89297	0.96693
908.4	0.81411	0.89299	0.96694
908.5	0.81414	0.893	0.96696
908.6	0.81416	0.89301	0.96698
908.7	0.81419	0.89302	0.96699
908.8	0.81422	0.89304	0.96701
908.9	0.81425	0.89305	0.96703
909	0.81427	0.89306	0.96704
909.1	0.8143	0.89308	0.96706
909.2	0.81433	0.89309	0.96708
909.3	0.81436	0.8931	0.9671
909.4	0.81439	0.89312	0.96711
909.5	0.81442	0.89313	0.96713
909.6	0.81445	0.89314	0.96715
909.7	0.81448	0.89316	0.96716
909.8	0.81451	0.89317	0.96718
909.9	0.81454	0.89319	0.9672
910	0.81457	0.8932	0.96722
910.1	0.8146	0.89321	0.96723
910.2	0.81464	0.89323	0.96725
910.3	0.81467	0.89324	0.96727
910.4	0.8147	0.89326	0.96729
910.5	0.81473	0.89327	0.9673
910.6	0.81477	0.89329	0.96732
910.7	0.8148	0.89331	0.96734
910.8	0.81484	0.89332	0.96736
910.9	0.81487	0.89334	0.96738
911	0.81491	0.89335	0.96739
911.1	0.81495	0.89337	0.96741
911.2	0.81498	0.89339	0.96743
911.3	0.81502	0.89341	0.96745
911.4	0.81506	0.89342	0.96746
911.5	0.8151	0.89344	0.96748
911.6	0.81513	0.89346	0.9675
911.7	0.81517	0.89348	0.96752
911.8	0.81521	0.8935	0.96754
911.9	0.81525	0.89351	0.96755
912	0.81529	0.89353	0.96757
912.1	0.81533	0.89355	0.96759
912.2	0.81538	0.89357	0.96761
912.3	0.81542	0.89359	0.96763
912.4	0.81546	0.89361	0.96764
912.5	0.8155	0.89363	0.96766
912.6	0.81555	0.89365	0.96768
912.7	0.81559	0.89368	0.9677
912.8	0.81564	0.8937	0.96772
912.9	0.81568	0.89372	0.96773
913	0.81573	0.89374	0.96775
913.1	0.81577	0.89376	0.96777
913.2	0.81582	0.89379	0.96779
913.3	0.81587	0.89381	0.96781
913.4	0.81591	0.89383	0.96782
913.5	0.81596	0.89386	0.96784
913.6	0.81601	0.89388	0.96786
913.7	0.81606	0.89391	0.96788
913.8	0.81611	0.89393	0.9679
913.9	0.81616	0.89396	0.96791
914	0.81621	0.89398	0.96793
914.1	0.81626	0.89401	0.96795
914.2	0.81631	0.89403	0.96797
914.3	0.81636	0.89406	0.96799
914.4	0.81641	0.89409	0.968
914.5	0.81646	0.89411	0.96802
914.6	0.81652	0.89414	0.96804
914.7	0.81657	0.89417	0.96806
914.8	0.81662	0.8942	0.96808
914.9	0.81668	0.89423	0.96809
915	0.81673	0.89426	0.96811
915.1	0.81679	0.89429	0.96813
915.2	0.81684	0.89431	0.96815
915.3	0.8169	0.89434	0.96816
915.4	0.81695	0.89437	0.96818
915.5	0.81701	0.89441	0.9682
915.6	0.81707	0.89444	0.96822
915.7	0.81712	0.89447	0.96823
915.8	0.81718	0.8945	0.96825
915.9	0.81724	0.89453	0.96827
916	0.8173	0.89456	0.96829
916.1	0.81735	0.8946	0.9683
916.2	0.81741	0.89463	0.96832
916.3	0.81747	0.89466	0.96834
916.4	0.81753	0.89469	0.96836
916.5	0.81759	0.89473	0.96837
916.6	0.81765	0.89476	0.96839
916.7	0.81771	0.8948	0.96841
916.8	0.81777	0.89483	0.96843
916.9	0.81783	0.89486	0.96844
917	0.81789	0.8949	0.96846
917.1	0.81795	0.89494	0.96848
917.2	0.81801	0.89497	0.96849
917.3	0.81807	0.89501	0.96851
917.4	0.81813	0.89504	0.96853
917.5	0.81819	0.89508	0.96854
917.6	0.81826	0.89511	0.96856
917.7	0.81832	0.89515	0.96858
917.8	0.81838	0.89519	0.96859
917.9	0.81844	0.89523	0.96861
918	0.8185	0.89526	0.96863
918.1	0.81856	0.8953	0.96864
918.2	0.81863	0.89534	0.96866
918.3	0.81869	0.89538	0.96868
918.4	0.81875	0.89541	0.96869
918.5	0.81881	0.89545	0.96871
918.6	0.81887	0.89549	0.96873
918.7	0.81894	0.89553	0.96874
918.8	0.819	0.89557	0.96876
918.9	0.81906	0.89561	0.96877
919	0.81912	0.89564	0.96879
919.1	0.81919	0.89568	0.96881
919.2	0.81925	0.89572	0.96882
919.3	0.81931	0.89576	0.96884
919.4	0.81937	0.8958	0.96885
919.5	0.81943	0.89584	0.96887
919.6	0.8195	0.89588	0.96888
919.7	0.81956	0.89592	0.9689
919.8	0.81962	0.89596	0.96891
919.9	0.81968	0.896	0.96893
920	0.81974	0.89604	0.96895
920.1	0.8198	0.89608	0.96896
920.2	0.81986	0.89612	0.96898
920.3	0.81993	0.89616	0.96899
920.4	0.81999	0.8962	0.96901
920.5	0.82005	0.89624	0.96902
920.6	0.82011	0.89628	0.96903
920.7	0.82017	0.89632	0.96905
920.8	0.82023	0.89636	0.96906
920.9	0.82029	0.8964	0.96908
921	0.82035	0.89643	0.96909
921.1	0.82041	0.89647	0.96911
921.2	0.82047	0.89651	0.96912
921.3	0.82053	0.89655	0.96914
921.4	0.82059	0.89659	0.96915
921.5	0.82065	0.89663	0.96916
921.6	0.8207	0.89667	0.96918
921.7	0.82076	0.89671	0.96919
921.8	0.82082	0.89675	0.96921
921.9	0.82088	0.89679	0.96922
922	0.82094	0.89683	0.96923
922.1	0.82099	0.89687	0.96925
922.2	0.82105	0.89691	0.96926
922.3	0.82111	0.89694	0.96927
922.4	0.82117	0.89698	0.96929
922.5	0.82122	0.89702	0.9693
922.6	0.82128	0.89706	0.96931
922.7	0.82133	0.8971	0.96933
922.8	0.82139	0.89714	0.96934
922.9	0.82145	0.89717	0.96935
923	0.8215	0.89721	0.96936
923.1	0.82156	0.89725	0.96938
923.2	0.82161	0.89728	0.96939
923.3	0.82166	0.89732	0.9694
923.4	0.82172	0.89736	0.96941
923.5	0.82177	0.8974	0.96943
923.6	0.82183	0.89743	0.96944
923.7	0.82188	0.89747	0.96945
923.8	0.82193	0.8975	0.96946
923.9	0.82198	0.89754	0.96947
924	0.82204	0.89758	0.96949
924.1	0.82209	0.89761	0.9695
924.2	0.82214	0.89765	0.96951
924.3	0.82219	0.89768	0.96952
924.4	0.82224	0.89771	0.96953
924.5	0.8223	0.89775	0.96954
924.6	0.82235	0.89778	0.96955
924.7	0.8224	0.89782	0.96957
924.8	0.82245	0.89785	0.96958
924.9	0.8225	0.89788	0.96959
925	0.82255	0.89792	0.9696
925.1	0.8226	0.89795	0.96961
925.2	0.82265	0.89798	0.96962
925.3	0.8227	0.89801	0.96963
925.4	0.82275	0.89805	0.96964
925.5	0.8228	0.89808	0.96965
925.6	0.82284	0.89811	0.96966
925.7	0.82289	0.89814	0.96967
925.8	0.82294	0.89817	0.96968
925.9	0.82299	0.8982	0.96969
926	0.82304	0.89823	0.9697
926.1	0.82308	0.89826	0.96971
926.2	0.82313	0.89829	0.96972
926.3	0.82318	0.89832	0.96973
926.4	0.82323	0.89835	0.96974
926.5	0.82327	0.89838	0.96975
926.6	0.82332	0.89841	0.96976
926.7	0.82337	0.89844	0.96977
926.8	0.82341	0.89847	0.96978
926.9	0.82346	0.8985	0.96979
927	0.82351	0.89852	0.9698
927.1	0.82355	0.89855	0.96981
927.2	0.8236	0.89858	0.96981
927.3	0.82365	0.89861	0.96982
927.4	0.82369	0.89863	0.96983
927.5	0.82374	0.89866	0.96984
927.6	0.82379	0.89868	0.96985
927.7	0.82383	0.89871	0.96986
927.8	0.82388	0.89874	0.96987
927.9	0.82392	0.89876	0.96987
928	0.82397	0.89879	0.96988
928.1	0.82402	0.89881	0.96989
928.2	0.82406	0.89884	0.9699
928.3	0.82411	0.89886	0.96991
928.4	0.82415	0.89889	0.96991
928.5	0.8242	0.89891	0.96992
928.6	0.82425	0.89893	0.96993
928.7	0.82429	0.89896	0.96994
928.8	0.82434	0.89898	0.96995
928.9	0.82438	0.899	0.96995
929	0.82443	0.89903	0.96996
929.1	0.82448	0.89905	0.96997
929.2	0.82452	0.89907	0.96997
929.3	0.82457	0.8991	0.96998
929.4	0.82461	0.89912	0.96999
929.5	0.82466	0.89914	0.97
929.6	0.82471	0.89916	0.97
929.7	0.82475	0.89918	0.97001
929.8	0.8248	0.89921	0.97002
929.9	0.82485	0.89923	0.97002
930	0.8249	0.89925	0.97003
930.1	0.82494	0.89927	0.97004
930.2	0.82499	0.89929	0.97004
930.3	0.82504	0.89931	0.97005
930.4	0.82508	0.89933	0.97006
930.5	0.82513	0.89936	0.97006
930.6	0.82518	0.89938	0.97007
930.7	0.82523	0.8994	0.97008
930.8	0.82528	0.89942	0.97008
930.9	0.82533	0.89944	0.97009
931	0.82537	0.89946	0.97009
931.1	0.82542	0.89948	0.9701
931.2	0.82547	0.8995	0.97011
931.3	0.82552	0.89952	0.97011
931.4	0.82557	0.89954	0.97012
931.5	0.82562	0.89956	0.97012
931.6	0.82567	0.89958	0.97013
931.7	0.82572	0.8996	0.97014
931.8	0.82577	0.89962	0.97014
931.9	0.82582	0.89964	0.97015
932	0.82587	0.89966	0.97015
932.1	0.82592	0.89968	0.97016
932.2	0.82597	0.8997	0.97016
932.3	0.82603	0.89972	0.97017
932.4	0.82608	0.89974	0.97017
932.5	0.82613	0.89976	0.97018
932.6	0.82618	0.89978	0.97019
932.7	0.82623	0.8998	0.97019
932.8	0.82629	0.89982	0.9702
932.9	0.82634	0.89985	0.9702
933	0.82639	0.89987	0.97021
933.1	0.82644	0.89989	0.97021
933.2	0.8265	0.89991	0.97022
933.3	0.82655	0.89993	0.97022
933.4	0.8266	0.89995	0.97023
933.5	0.82666	0.89997	0.97023
933.6	0.82671	0.89999	0.97024
933.7	0.82677	0.90001	0.97024
933.8	0.82682	0.90003	0.97025
933.9	0.82688	0.90006	0.97025
934	0.82693	0.90008	0.97026
934.1	0.82699	0.9001	0.97026
934.2	0.82704	0.90012	0.97027
934.3	0.8271	0.90014	0.97027
934.4	0.82715	0.90017	0.97028
934.5	0.82721	0.90019	0.97028
934.6	0.82727	0.90021	0.97029
934.7	0.82732	0.90023	0.97029
934.8	0.82738	0.90026	0.97029
934.9	0.82744	0.90028	0.9703
935	0.82749	0.9003	0.9703
935.1	0.82755	0.90033	0.97031
935.2	0.82761	0.90035	0.97031
935.3	0.82767	0.90037	0.97032
935.4	0.82772	0.9004	0.97032
935.5	0.82778	0.90042	0.97033
935.6	0.82784	0.90045	0.97033
935.7	0.8279	0.90047	0.97034
935.8	0.82795	0.9005	0.97034
935.9	0.82801	0.90052	0.97035
936	0.82807	0.90055	0.97035
936.1	0.82813	0.90057	0.97036
936.2	0.82819	0.9006	0.97036
936.3	0.82824	0.90063	0.97037
936.4	0.8283	0.90065	0.97037
936.5	0.82836	0.90068	0.97037
936.6	0.82842	0.90071	0.97038
936.7	0.82848	0.90073	0.97038
936.8	0.82854	0.90076	0.97039
936.9	0.82859	0.90079	0.97039
937	0.82865	0.90081	0.9704
937.1	0.82871	0.90084	0.9704
937.2	0.82877	0.90087	0.97041
937.3	0.82883	0.9009	0.97041
937.4	0.82889	0.90093	0.97042
937.5	0.82894	0.90096	0.97042
937.6	0.829	0.90099	0.97043
937.7	0.82906	0.90102	0.97043
937.8	0.82912	0.90105	0.97044
937.9	0.82918	0.90108	0.97044
938	0.82923	0.90111	0.97045
938.1	0.82929	0.90114	0.97045
938.2	0.82935	0.90117	0.97046
938.3	0.82941	0.9012	0.97046
938.4	0.82946	0.90123	0.97047
938.5	0.82952	0.90126	0.97047
938.6	0.82958	0.90129	0.97048
938.7	0.82964	0.90133	0.97048
938.8	0.82969	0.90136	0.97049
938.9	0.82975	0.90139	0.97049
939	0.8298	0.90142	0.9705
939.1	0.82986	0.90146	0.97051
939.2	0.82992	0.90149	0.97051
939.3	0.82997	0.90152	0.97052
939.4	0.83003	0.90156	0.97052
939.5	0.83008	0.90159	0.97053
939.6	0.83014	0.90163	0.97053
939.7	0.83019	0.90166	0.97054
939.8	0.83024	0.9017	0.97054
939.9	0.8303	0.90173	0.97055
940	0.83035	0.90177	0.97056
940.1	0.8304	0.9018	0.97056
940.2	0.83046	0.90184	0.97057
940.3	0.83051	0.90187	0.97057
940.4	0.83056	0.90191	0.97058
940.5	0.83061	0.90194	0.97059
940.6	0.83066	0.90198	0.97059
940.7	0.83072	0.90202	0.9706
940.8	0.83077	0.90205	0.9706
940.9	0.83082	0.90209	0.97061
941	0.83087	0.90213	0.97062
941.1	0.83092	0.90216	0.97062
941.2	0.83096	0.9022	0.97063
941.3	0.83101	0.90224	0.97064
941.4	0.83106	0.90228	0.97064
941.5	0.83111	0.90232	0.97065
941.6	0.83116	0.90235	0.97066
941.7	0.8312	0.90239	0.97066
941.8	0.83125	0.90243	0.97067
941.9	0.8313	0.90247	0.97068
942	0.83134	0.90251	0.97069
942.1	0.83139	0.90254	0.97069
942.2	0.83143	0.90258	0.9707
942.3	0.83147	0.90262	0.97071
942.4	0.83152	0.90266	0.97071
942.5	0.83156	0.9027	0.97072
942.6	0.8316	0.90274	0.97073
942.7	0.83165	0.90278	0.97074
942.8	0.83169	0.90282	0.97074
942.9	0.83173	0.90286	0.97075
943	0.83177	0.90289	0.97076
943.1	0.83181	0.90293	0.97077
943.2	0.83185	0.90297	0.97078
943.3	0.83189	0.90301	0.97078
943.4	0.83193	0.90305	0.97079
943.5	0.83197	0.90309	0.9708
943.6	0.832	0.90313	0.97081
943.7	0.83204	0.90317	0.97082
943.8	0.83208	0.90321	0.97083
943.9	0.83211	0.90325	0.97083
944	0.83215	0.90329	0.97084
944.1	0.83219	0.90333	0.97085
944.2	0.83222	0.90337	0.97086
944.3	0.83225	0.9034	0.97087
944.4	0.83229	0.90344	0.97088
944.5	0.83232	0.90348	0.97089
944.6	0.83235	0.90352	0.9709
944.7	0.83239	0.90356	0.97091
944.8	0.83242	0.9036	0.97091
944.9	0.83245	0.90364	0.97092
945	0.83248	0.90368	0.97093
945.1	0.83251	0.90372	0.97094
945.2	0.83254	0.90376	0.97095
945.3	0.83257	0.90379	0.97096
945.4	0.8326	0.90383	0.97097
945.5	0.83263	0.90387	0.97098
945.6	0.83266	0.90391	0.97099
945.7	0.83269	0.90395	0.971
945.8	0.83271	0.90399	0.97101
945.9	0.83274	0.90402	0.97102
946	0.83277	0.90406	0.97103
946.1	0.83279	0.9041	0.97104
946.2	0.83282	0.90414	0.97105
946.3	0.83285	0.90417	0.97107
946.4	0.83287	0.90421	0.97108
946.5	0.8329	0.90425	0.97109
946.6	0.83292	0.90428	0.9711
946.7	0.83295	0.90432	0.97111
946.8	0.83297	0.90436	0.97112
946.9	0.83299	0.90439	0.97113
947	0.83302	0.90443	0.97114
947.1	0.83304	0.90447	0.97115
947.2	0.83306	0.9045	0.97117
947.3	0.83308	0.90454	0.97118
947.4	0.83311	0.90457	0.97119
947.5	0.83313	0.90461	0.9712
947.6	0.83315	0.90464	0.97121
947.7	0.83317	0.90468	0.97122
947.8	0.83319	0.90471	0.97124
947.9	0.83321	0.90475	0.97125
948	0.83323	0.90478	0.97126
948.1	0.83325	0.90482	0.97127
948.2	0.83327	0.90485	0.97129
948.3	0.83329	0.90488	0.9713
948.4	0.83331	0.90492	0.97131
948.5	0.83333	0.90495	0.97132
948.6	0.83335	0.90498	0.97134
948.7	0.83337	0.90502	0.97135
948.8	0.83339	0.90505	0.97136
948.9	0.83341	0.90508	0.97137
949	0.83343	0.90511	0.97139
949.1	0.83345	0.90514	0.9714
949.2	0.83347	0.90518	0.97141
949.3	0.83349	0.90521	0.97143
949.4	0.83351	0.90524	0.97144
949.5	0.83353	0.90527	0.97145
949.6	0.83354	0.9053	0.97147
949.7	0.83356	0.90533	0.97148
949.8	0.83358	0.90536	0.9715
949.9	0.8336	0.90539	0.97151
950	0.83362	0.90542	0.97152
950.1	0.83364	0.90545	0.97154
950.2	0.83366	0.90548	0.97155
950.3	0.83368	0.90551	0.97157
950.4	0.8337	0.90554	0.97158
950.5	0.83371	0.90557	0.9716
950.6	0.83373	0.90559	0.97161
950.7	0.83375	0.90562	0.97162
950.8	0.83377	0.90565	0.97164
950.9	0.83379	0.90568	0.97165
951	0.83381	0.9057	0.97167
951.1	0.83383	0.90573	0.97168
951.2	0.83385	0.90576	0.9717
951.3	0.83387	0.90579	0.97171
951.4	0.83389	0.90581	0.97173
951.5	0.83391	0.90584	0.97174
951.6	0.83393	0.90587	0.97176
951.7	0.83395	0.90589	0.97177
951.8	0.83397	0.90592	0.97179
951.9	0.834	0.90594	0.9718
952	0.83402	0.90597	0.97182
952.1	0.83404	0.90599	0.97184
952.2	0.83406	0.90602	0.97185
952.3	0.83408	0.90604	0.97187
952.4	0.83411	0.90607	0.97188
952.5	0.83413	0.90609	0.9719
952.6	0.83415	0.90612	0.97191
952.7	0.83417	0.90614	0.97193
952.8	0.8342	0.90616	0.97195
