2461.66977523375	2461.66618169168	2461.66128868155	2461.65463178103	2461.64558583215	2461.63331462591	2461.61671065160	2461.59433016620	2461.56434014683	2461.52451820676	2461.47239506096	2461.40571278217	2461.32347992309	2461.22792977226	2461.12727268961	2461.03758429892	2460.97933252623	2460.96378441990	2460.97702541068	2460.98946340310
2461.66402670451	2461.65834493247	2461.65060859895	2461.64008344527	2461.62578111166	2461.60637961455	2461.58012813798	2461.54474445959	2461.49733121177	2461.43437593331	2461.35197652044	2461.24656585695	2461.11657971350	2460.96555160721	2460.80646170470	2460.66471870707	2460.57266853838	2460.54811157965	2460.56905067441	2460.58871467812
2461.65497236388	2461.64600154552	2461.63378691699	2461.61716928069	2461.59458834213	2461.56395723271	2461.52251232216	2461.46665148824	2461.39180224246	2461.29242227487	2461.16235591217	2460.99597842129	2460.79082852002	2460.55249140017	2460.30145800811	2460.07782413624	2459.93261973195	2459.89391395242	2459.92698377616	2459.95802624986
2461.64076404424	2461.62663212400	2461.60739038465	2461.58121298402	2461.54564246781	2461.49739230090	2461.43211061258	2461.34412597464	2461.22624050779	2461.06973190469	2460.86491622488	2460.60295106520	2460.27998039509	2459.90481845931	2459.50973755355	2459.15784805238	2458.92943738047	2458.86863348863	2458.92075441962	2458.96964448232
2461.61860171459	2461.59641983739	2461.56621799717	2461.52513096417	2461.46930272253	2461.39357701329	2461.29112735061	2461.15305937843	2460.96808825921	2460.72254477929	2460.40126191543	2459.99040653297	2459.48397983073	2458.89585728864	2458.27667695000	2457.72536628729	2457.36769295430	2457.27269172599	2457.35457103022	2457.43127933708
2461.58437205084	2461.54975803302	2461.50263054640	2461.43852016305	2461.35141289260	2461.23326852356	2461.07344539748	2460.85808338163	2460.56960580043	2460.18673634205	2459.68589061810	2459.04559869509	2458.25663580538	2457.34075858552	2456.37694742012	2455.51924880612	2454.96328154505	2454.81618003994	2454.94414259904	2455.06376010453
2461.53237117017	2461.47887303229	2461.40603800294	2461.30696242295	2461.17235920217	2460.98981646792	2460.74291380470	2460.41027729882	2459.96482317177	2459.37380253517	2458.60097289414	2457.61344401077	2456.39730518633	2454.98645697715	2453.50289331179	2452.18390750514	2451.33024143932	2451.10593280450	2451.30427023003	2451.48891731158
2461.45560835555	2461.37424000554	2461.26346963457	2461.11280727268	2460.90814723443	2460.63064820801	2460.25540225269	2459.75001928549	2459.07351039913	2458.17640314934	2457.00409811186	2455.50731194243	2453.66577812993	2451.53179414884	2449.29080020517	2447.30180096590	2446.01819074744	2445.68534995526	2445.98873212992	2446.26891464937
2461.34815665228	2461.22779149533	2461.06395410627	2460.84115221856	2460.53856815740	2460.12842118709	2459.57403137378	2458.82778004200	2457.82954299834	2456.50698192489	2454.78065161370	2452.57954172845	2449.87599779241	2446.74941689023	2443.47414815054	2440.57676901227	2438.71779992950	2438.24896536948	2438.70322146318	2439.11570969983
2461.21358040309	2461.04441489311	2460.81420423157	2460.50123751913	2460.07637709981	2459.50080452434	2458.72338194039	2457.67792357622	2456.28121206823	2454.43372413021	2452.02719499688	2448.96675861161	2445.21978463078	2440.90371119311	2436.40528396860	2432.45423028001	2429.95268976466	2429.36299058183	2430.01939177388	2430.59286272685
