-0.33010E+01 -0.12850E+02  0.40002E+01  0.39994E+01
-0.30000E+01 -0.11646E+02  0.40005E+01  0.39988E+01
-0.28239E+01 -0.10943E+02  0.40007E+01  0.39982E+01
-0.26990E+01 -0.10444E+02  0.40009E+01  0.39976E+01
-0.26021E+01 -0.10057E+02  0.40011E+01  0.39970E+01
-0.25229E+01 -0.97405E+01  0.40014E+01  0.39964E+01
-0.24559E+01 -0.94734E+01  0.40016E+01  0.39958E+01
-0.23979E+01 -0.92421E+01  0.40018E+01  0.39952E+01
-0.23468E+01 -0.90382E+01  0.40021E+01  0.39946E+01
-0.23010E+01 -0.88559E+01  0.40023E+01  0.39941E+01
-0.22596E+01 -0.86910E+01  0.40025E+01  0.39935E+01
-0.22218E+01 -0.85405E+01  0.40028E+01  0.39929E+01
-0.21871E+01 -0.84022E+01  0.40030E+01  0.39923E+01
-0.21549E+01 -0.82741E+01  0.40033E+01  0.39917E+01
-0.21249E+01 -0.81550E+01  0.40035E+01  0.39911E+01
-0.20969E+01 -0.80436E+01  0.40037E+01  0.39905E+01
-0.20706E+01 -0.79389E+01  0.40040E+01  0.39899E+01
-0.20458E+01 -0.78404E+01  0.40042E+01  0.39893E+01
-0.20223E+01 -0.77471E+01  0.40044E+01  0.39888E+01
-0.20000E+01 -0.76587E+01  0.40047E+01  0.39882E+01
-0.19788E+01 -0.75747E+01  0.40049E+01  0.39876E+01
-0.19586E+01 -0.74946E+01  0.40052E+01  0.39870E+01
-0.19393E+01 -0.74181E+01  0.40054E+01  0.39864E+01
-0.19208E+01 -0.73448E+01  0.40057E+01  0.39858E+01
-0.19031E+01 -0.72746E+01  0.40059E+01  0.39853E+01
-0.18861E+01 -0.72072E+01  0.40061E+01  0.39847E+01
-0.18697E+01 -0.71424E+01  0.40064E+01  0.39841E+01
-0.18539E+01 -0.70799E+01  0.40066E+01  0.39835E+01
-0.18386E+01 -0.70197E+01  0.40069E+01  0.39829E+01
-0.18239E+01 -0.69615E+01  0.40071E+01  0.39824E+01
-0.18097E+01 -0.69053E+01  0.40074E+01  0.39818E+01
-0.17959E+01 -0.68508E+01  0.40076E+01  0.39812E+01
-0.17825E+01 -0.67981E+01  0.40079E+01  0.39806E+01
-0.17696E+01 -0.67470E+01  0.40081E+01  0.39800E+01
-0.17570E+01 -0.66973E+01  0.40084E+01  0.39795E+01
-0.17447E+01 -0.66491E+01  0.40086E+01  0.39789E+01
-0.17328E+01 -0.66023E+01  0.40089E+01  0.39783E+01
-0.17212E+01 -0.65567E+01  0.40091E+01  0.39778E+01
-0.17100E+01 -0.65123E+01  0.40094E+01  0.39772E+01
-0.16990E+01 -0.64690E+01  0.40096E+01  0.39766E+01
-0.16882E+01 -0.64269E+01  0.40099E+01  0.39760E+01
-0.16778E+01 -0.63857E+01  0.40102E+01  0.39755E+01
-0.16676E+01 -0.63456E+01  0.40104E+01  0.39749E+01
-0.16576E+01 -0.63064E+01  0.40107E+01  0.39743E+01
-0.16478E+01 -0.62681E+01  0.40109E+01  0.39738E+01
-0.16383E+01 -0.62307E+01  0.40112E+01  0.39732E+01
-0.16289E+01 -0.61941E+01  0.40115E+01  0.39726E+01
-0.16198E+01 -0.61582E+01  0.40117E+01  0.39721E+01
-0.16108E+01 -0.61232E+01  0.40120E+01  0.39715E+01
-0.16021E+01 -0.60888E+01  0.40122E+01  0.39709E+01
-0.15935E+01 -0.60552E+01  0.40125E+01  0.39704E+01
-0.15850E+01 -0.60222E+01  0.40128E+01  0.39698E+01
-0.15768E+01 -0.59899E+01  0.40130E+01  0.39693E+01
-0.15686E+01 -0.59582E+01  0.40133E+01  0.39687E+01
-0.15607E+01 -0.59270E+01  0.40136E+01  0.39681E+01
-0.15528E+01 -0.58965E+01  0.40138E+01  0.39676E+01
-0.15452E+01 -0.58665E+01  0.40141E+01  0.39670E+01
-0.15376E+01 -0.58371E+01  0.40144E+01  0.39665E+01
-0.15302E+01 -0.58081E+01  0.40146E+01  0.39659E+01
-0.15229E+01 -0.57797E+01  0.40149E+01  0.39654E+01
-0.15157E+01 -0.57518E+01  0.40152E+01  0.39648E+01
-0.15086E+01 -0.57243E+01  0.40155E+01  0.39642E+01
-0.15017E+01 -0.56973E+01  0.40157E+01  0.39637E+01
-0.14949E+01 -0.56707E+01  0.40160E+01  0.39631E+01
-0.14881E+01 -0.56445E+01  0.40163E+01  0.39626E+01
-0.14815E+01 -0.56188E+01  0.40166E+01  0.39620E+01
-0.14750E+01 -0.55934E+01  0.40168E+01  0.39615E+01
-0.14685E+01 -0.55685E+01  0.40171E+01  0.39609E+01
-0.14622E+01 -0.55439E+01  0.40174E+01  0.39604E+01
-0.14559E+01 -0.55197E+01  0.40177E+01  0.39599E+01
-0.14498E+01 -0.54958E+01  0.40179E+01  0.39593E+01
-0.14437E+01 -0.54723E+01  0.40182E+01  0.39588E+01
-0.14377E+01 -0.54491E+01  0.40185E+01  0.39582E+01
-0.14318E+01 -0.54263E+01  0.40188E+01  0.39577E+01
-0.14260E+01 -0.54038E+01  0.40191E+01  0.39571E+01
-0.14202E+01 -0.53816E+01  0.40194E+01  0.39566E+01
-0.14145E+01 -0.53596E+01  0.40197E+01  0.39561E+01
-0.14089E+01 -0.53380E+01  0.40199E+01  0.39555E+01
-0.14034E+01 -0.53167E+01  0.40202E+01  0.39550E+01
-0.13979E+01 -0.52956E+01  0.40205E+01  0.39544E+01
-0.13925E+01 -0.52749E+01  0.40208E+01  0.39539E+01
-0.13872E+01 -0.52543E+01  0.40211E+01  0.39534E+01
-0.13820E+01 -0.52341E+01  0.40214E+01  0.39528E+01
-0.13768E+01 -0.52141E+01  0.40217E+01  0.39523E+01
-0.13716E+01 -0.51943E+01  0.40220E+01  0.39518E+01
-0.13665E+01 -0.51748E+01  0.40223E+01  0.39512E+01
-0.13615E+01 -0.51556E+01  0.40226E+01  0.39507E+01
-0.13565E+01 -0.51365E+01  0.40229E+01  0.39502E+01
-0.13516E+01 -0.51177E+01  0.40232E+01  0.39496E+01
-0.13468E+01 -0.50991E+01  0.40234E+01  0.39491E+01
-0.13420E+01 -0.50807E+01  0.40237E+01  0.39486E+01
-0.13372E+01 -0.50626E+01  0.40240E+01  0.39481E+01
-0.13325E+01 -0.50446E+01  0.40243E+01  0.39475E+01
-0.13279E+01 -0.50269E+01  0.40246E+01  0.39470E+01
-0.13233E+01 -0.50093E+01  0.40250E+01  0.39465E+01
-0.13188E+01 -0.49919E+01  0.40253E+01  0.39460E+01
-0.13143E+01 -0.49748E+01  0.40256E+01  0.39454E+01
-0.13098E+01 -0.49578E+01  0.40259E+01  0.39449E+01
-0.13054E+01 -0.49410E+01  0.40262E+01  0.39444E+01
-0.13010E+01 -0.49243E+01  0.40265E+01  0.39439E+01
-0.12967E+01 -0.49079E+01  0.40268E+01  0.39434E+01
-0.12924E+01 -0.48916E+01  0.40271E+01  0.39429E+01
-0.12882E+01 -0.48755E+01  0.40274E+01  0.39423E+01
-0.12840E+01 -0.48596E+01  0.40277E+01  0.39418E+01
-0.12798E+01 -0.48438E+01  0.40280E+01  0.39413E+01
-0.12757E+01 -0.48281E+01  0.40283E+01  0.39408E+01
-0.12716E+01 -0.48127E+01  0.40287E+01  0.39403E+01
-0.12676E+01 -0.47974E+01  0.40290E+01  0.39398E+01
-0.12636E+01 -0.47822E+01  0.40293E+01  0.39393E+01
-0.12596E+01 -0.47672E+01  0.40296E+01  0.39388E+01
