-0.26021E+01 -0.39318E+01  0.10014E+01  0.14187E-03  0.11700E-03  0.25000E-02
-0.23010E+01 -0.36340E+01  0.10029E+01  0.28205E-03  0.23228E-03  0.50000E-02
-0.21249E+01 -0.34611E+01  0.10044E+01  0.42057E-03  0.34585E-03  0.75000E-02
-0.20000E+01 -0.33394E+01  0.10059E+01  0.55742E-03  0.45770E-03  0.10000E-01
-0.19031E+01 -0.32458E+01  0.10074E+01  0.69261E-03  0.56784E-03  0.12500E-01
-0.18239E+01 -0.31699E+01  0.10090E+01  0.82615E-03  0.67628E-03  0.15000E-01
-0.17570E+01 -0.31062E+01  0.10105E+01  0.95804E-03  0.78303E-03  0.17500E-01
-0.16990E+01 -0.30515E+01  0.10121E+01  0.10883E-02  0.88808E-03  0.20000E-01
-0.16478E+01 -0.30037E+01  0.10137E+01  0.12169E-02  0.99146E-03  0.22500E-01
-0.16021E+01 -0.29613E+01  0.10154E+01  0.13439E-02  0.10931E-02  0.25000E-01
-0.15607E+01 -0.29233E+01  0.10170E+01  0.14692E-02  0.11932E-02  0.27500E-01
-0.15229E+01 -0.28889E+01  0.10187E+01  0.15930E-02  0.12915E-02  0.30000E-01
-0.14881E+01 -0.28575E+01  0.10204E+01  0.17151E-02  0.13882E-02  0.32500E-01
-0.14559E+01 -0.28288E+01  0.10221E+01  0.18356E-02  0.14833E-02  0.35000E-01
-0.14260E+01 -0.28023E+01  0.10239E+01  0.19546E-02  0.15767E-02  0.37500E-01
-0.13979E+01 -0.27777E+01  0.10257E+01  0.20719E-02  0.16684E-02  0.40000E-01
-0.13716E+01 -0.27548E+01  0.10275E+01  0.21877E-02  0.17586E-02  0.42500E-01
-0.13468E+01 -0.27335E+01  0.10293E+01  0.23019E-02  0.18471E-02  0.45000E-01
-0.13233E+01 -0.27136E+01  0.10312E+01  0.24145E-02  0.19340E-02  0.47500E-01
-0.13010E+01 -0.26948E+01  0.10331E+01  0.25256E-02  0.20192E-02  0.50000E-01
-0.12798E+01 -0.26772E+01  0.10350E+01  0.26351E-02  0.21029E-02  0.52500E-01
-0.12596E+01 -0.26606E+01  0.10369E+01  0.27431E-02  0.21850E-02  0.55000E-01
-0.12403E+01 -0.26448E+01  0.10389E+01  0.28495E-02  0.22655E-02  0.57500E-01
-0.12218E+01 -0.26300E+01  0.10409E+01  0.29545E-02  0.23444E-02  0.60000E-01
-0.12041E+01 -0.26159E+01  0.10429E+01  0.30579E-02  0.24217E-02  0.62500E-01
-0.11871E+01 -0.26025E+01  0.10450E+01  0.31598E-02  0.24975E-02  0.65000E-01
-0.11707E+01 -0.25898E+01  0.10471E+01  0.32602E-02  0.25717E-02  0.67500E-01
-0.11549E+01 -0.25777E+01  0.10492E+01  0.33591E-02  0.26444E-02  0.70000E-01
-0.11397E+01 -0.25661E+01  0.10513E+01  0.34565E-02  0.27155E-02  0.72500E-01
-0.11249E+01 -0.25552E+01  0.10535E+01  0.35525E-02  0.27851E-02  0.75000E-01
-0.11107E+01 -0.25447E+01  0.10557E+01  0.36470E-02  0.28532E-02  0.77500E-01
-0.10969E+01 -0.25347E+01  0.10580E+01  0.37401E-02  0.29198E-02  0.80000E-01
-0.10835E+01 -0.25251E+01  0.10603E+01  0.38317E-02  0.29848E-02  0.82500E-01
-0.10706E+01 -0.25159E+01  0.10626E+01  0.39219E-02  0.30484E-02  0.85000E-01
-0.10580E+01 -0.25072E+01  0.10650E+01  0.40106E-02  0.31105E-02  0.87500E-01
-0.10458E+01 -0.24988E+01  0.10674E+01  0.40980E-02  0.31711E-02  0.90000E-01
