#x	Curve1
0.28245	4.5704
1.05463	4.7084
2.03538	5.1236
2.49098	5.2311
3.05846	5.0766
3.32095	4.9531
3.71085	4.8604
3.97712	4.4442
4.10435	3.8586
4.25075	2.8263
4.44702	0.7154
4.65097	-1.5187
4.83191	-3.2444
4.97068	-3.984
5.12503	-4.246
5.34133	-3.9073
5.48817	-3.476
