#x	Curve1
0.52531	24.9377
0.57827	22.7937
0.92645	14.5574
1.62532	8.9833
2.33486	7.4725
2.98156	7.5497
3.53597	8.058
3.86685	9.1057
4.24658	11.1757
4.42171	11.5784
4.5724	11.3893
4.73749	10.4196
4.88791	9.0733
5.18867	6.0309
5.49938	4.0109
