3.91103	2.42857
3.96832	2.32468
3.98818	2.06494
3.99195	2.19481
4.01494	1.94805
4.15134	1.83117
4.33076	1.77922
4.46782	1.77922
4.62294	1.74026
4.77805	1.7013
5.02165	1.68831
5.26212	1.66234
5.53312	1.64935
5.80413	1.63636
6.07825	1.63636
6.35549	1.64935
6.60844	1.67532
6.8888	1.7013
7.14798	1.75325
7.38599	1.83117
7.624	1.90909
7.83772	2
8.04832	2.07792
8.26203	2.16883
8.47887	2.27273
8.66829	2.37662
8.85771	2.48052
9.04402	2.57143
9.30944	2.64935
9.51314	2.58442
9.65267	2.48052
9.76478	2.37662
9.87378	2.25974
10.0133	2.15584
10.1254	2.05195
10.2344	1.93506
10.3434	1.81818
10.486	1.72727
10.5402	1.61039
10.6804	1.62338
10.7938	1.75325
11.1459	2.07792
11.2593	2.20779
11.3422	2.32468
11.5073	2.44156
11.6968	2.54545
11.7815	2.44156
11.9192	2.55844
12.0569	2.67532
12.222	2.79221
12.4115	2.8961
12.5492	3.01299
12.7598	3.09091
13.0096	3.1039
13.1186	2.98701
13.1728	2.87013
13.2512	2.74026
13.3328	2.62338
13.3627	2.51948
13.4443	2.4026
13.5258	2.28571
13.6348	2.16883
13.8049	2.07792
14.018	2.05195
14.2709	2.07792
14.5145	2.06494
14.755	2.03896
15.011	2.07792
15.2671	2.11688
15.477	2.07792
15.644	1.97403
15.8252	1.7013
15.9373	1.5974
16.1043	1.49351
16.3048	1.41558
16.478	1.33766
16.6755	1.24675
16.8455	1.15584
17.0461	1.07792
17.2467	1
17.4199	0.922078
17.6205	0.844156
17.8547	0.792208
18.0889	0.74026
18.3568	0.714286
18.5942	0.675325
18.8621	0.649351
19.1025	0.623377
19.2788	0.558442
19.5224	0.545455
19.7934	0.532468
20.0644	0.519481
20.3111	0.519481
20.5822	0.506494
20.8532	0.493506
21.1242	0.480519
21.3466	0.493506
21.6145	0.467532
21.8886	0.467532
22.1627	0.467532
22.4368	0.467532
22.711	0.467532
22.9545	0.454545
23.2255	0.441558
23.4966	0.428571
23.5968	0.38961
23.8679	0.376623
24.1083	0.350649
24.3793	0.337662
24.6472	0.311688
24.8908	0.298701
25.1039	0.272727
25.378	0.272727
25.649	0.25974
25.9231	0.25974
26.1941	0.246753
26.4377	0.233766
26.715	0.246753
26.9405	0.272727
27.2146	0.272727
27.4887	0.272727
27.7417	0.298701
28.0158	0.298701
28.293	0.311688
28.5672	0.311688
28.8413	0.311688
29.1154	0.311688
29.3864	0.298701
29.6605	0.298701
29.9347	0.298701
30.638	0.25974
30.9153	0.272727
31.1589	0.25974
31.4087	0.272727
31.6492	0.246753
31.9233	0.246753
