.774220775391554e-6	.773577463357564e-6	.771651289153839e-6	.763493743759679e-6
.782550754566059e-6	.781939782639998e-6	.780084027839121e-6	.771980823527815e-6
.791584986200692e-6	.791016350871673e-6	.789255124309699e-6	.781269246376764e-6
.801405012550716e-6	.800890636251849e-6	.799252944678478e-6	.791463876599843e-6
.812105108804696e-6	.811659218221279e-6	.810179977645420e-6	.802687908041452e-6
.823794830918786e-6	.823434419173830e-6	.822155699787977e-6	.815086902456798e-6
.836602184562650e-6	.836347578959947e-6	.835320145447062e-6	.828833893945606e-6
.850677590940406e-6	.850553154505022e-6	.849838382286617e-6	.844135881346957e-6
.866198879526414e-6	.866233883424293e-6	.865906156600321e-6	.861242135456382e-6
.883377608181447e-6	.883607324096365e-6	.883757054857534e-6	.880454886004440e-6
.902467100217474e-6	.902934178115966e-6	.903671633551555e-6	.902143130819086e-6
.923772695148152e-6	.924528914180240e-6	.925989098984112e-6	.926760527611360e-6
.947664825228896e-6	.948773335819548e-6	.951122263737496e-6	.954868572092743e-6
.974595619963422e-6	6.28318530717958/(Re(fsolve(exp(-.20e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-10.7679436730278/Pi^2/(1.-.7843137253*I/Pi)))^(1/2)/(1.758276-10.7679436730278/Pi^2/(1.-.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-10.7679436730278/Pi^2/(1.-.7843137253*I/Pi)))^(1/2)/(1.758276-10.7679436730278/Pi^2/(1.-.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.-1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.-1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.-1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.-1.212121212*I/Pi))) = 0,beta,complex))/signum(Re(fsolve(exp(-.20e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-10.7679436730278/Pi^2/(1.-.7843137253*I/Pi)))^(1/2)/(1.758276-10.7679436730278/Pi^2/(1.-.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-10.7679436730278/Pi^2/(1.-.7843137253*I/Pi)))^(1/2)/(1.758276-10.7679436730278/Pi^2/(1.-.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.-1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.-1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.-1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.-1.212121212*I/Pi))) = 0,beta,complex))))^1.	.979576634066215e-6	.987166476114228e-6
.100511971564293e-5	.100718306511851e-5	.101197449850372e-5	.102452917227037e-5
6.28318530717958/(Re(fsolve(exp(-.100e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-11.8068154536251/Pi^2/(1.-.7843137253*I/Pi)))^(1/2)/(1.758276-11.8068154536251/Pi^2/(1.-.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-11.8068154536251/Pi^2/(1.-.7843137253*I/Pi)))^(1/2)/(1.758276-11.8068154536251/Pi^2/(1.-.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.-1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.-1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.-1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.-1.212121212*I/Pi))) = 0,beta,complex))/signum(Re(fsolve(exp(-.100e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-11.8068154536251/Pi^2/(1.-.7843137253*I/Pi)))^(1/2)/(1.758276-11.8068154536251/Pi^2/(1.-.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-11.8068154536251/Pi^2/(1.-.7843137253*I/Pi)))^(1/2)/(1.758276-11.8068154536251/Pi^2/(1.-.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.-1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.-1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.-1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.-1.212121212*I/Pi))) = 0,beta,complex))))^1.	.104262639850470e-5	.104908455705739e-5	.106805427671143e-5
