1.33623	4.37585
1.35771	4.32377
1.36492	4.27809
1.38284	4.22598
1.4114	4.20665
1.43288	4.15457
1.48667	3.97863
1.51526	3.93969
1.53312	3.92026
1.55459	3.87472
1.58317	3.84232
1.60819	3.80335
1.62609	3.76431
1.65815	3.77769
1.6689	3.74512
1.69394	3.69961
1.75482	3.54335
1.77986	3.49784
1.81545	3.53087
1.84049	3.48536
1.86197	3.43329
1.94075	3.23798
1.96931	3.21865
1.99438	3.15354
2.02296	3.12114
2.0551	3.08878
2.08368	3.05638
2.11581	3.03055
2.14083	2.99158
2.17295	2.97228
2.20506	2.95953
2.24072	2.95334
2.26573	2.92744
2.29785	2.90815
2.34787	2.84328
2.37646	2.80434
2.42654	2.71333
2.45866	2.69404
2.4801	2.66157
2.49796	2.64214
2.53006	2.63592
2.55505	2.61655
2.58362	2.59069
2.61575	2.56486
2.65143	2.5456
2.68357	2.51977
2.7157	2.49394
2.75138	2.47469
2.7835	2.45539
2.81563	2.42957
2.84777	2.40374
2.88345	2.38448
2.91558	2.35865
2.94416	2.32625
2.97982	2.32006
3.00835	2.31381
