0.921632 3.30407
0.88188 3.20009
0.84741 3.03072
0.811858 2.99214
0.793391 2.99902
0.780892 2.92737
0.765377 2.82311
0.750462 2.71232
0.725374 2.57563
0.713468 2.53015
0.68951 2.56996
0.667074 2.55095
0.664574 2.61638
0.652124 2.58405
0.640129 2.54518
0.633194 2.61075
0.626379 2.63057
0.602558 2.61173
0.588314 2.59261
0.574683 2.47546
0.558113 2.44341
0.539113 2.40496
0.531675 2.30724
0.515939 2.3014
0.495379 2.20434
0.482336 2.13311
0.46869 2.03581
0.461237 1.99048
0.456412 2.01036
0.434758 1.90712
0.429422 1.97283
0.412631 1.88901
0.40638 1.88947
0.395303 1.7988
0.386509 1.66225
0.383539 1.68864
