Air	Ag (Palik)	1064.0	Yes	Yes	1053.76181718	2692.06598959	7610.27839311	146.063599642	0.982508885242	-1	11.7365446576	132115.55265	1.0	0.0	-51.9906092394	3.3798018696	27332.1719752	-1369410.0889	534405831.645
Air	Al (Palik)	1064.0	Yes	Yes	1059.28324861	2680.67639791	11183.2893294	101.725972255	0.956750463288	-1	8.13216157272	79085.2649127	1.0	0.0	-106.903253392	25.5231385673	66747.0209551	-7204368.95089	189349537.86
Air	Au (Palik)	1064.0	Yes	Yes	1054.15802312	2691.74777774	7762.36398469	143.373903863	0.979526759905	-1	11.5161795851	115121.257853	1.0	0.0	-53.9750447965	4.1927284748	31981.7896864	-1667553.00585	405709808.508
Air	Cu (Palik)	1064.0	Yes	Yes	1049.70571528	2712.78864192	6412.04911487	172.543912465	0.960154750465	-1	13.919141504	47576.9627156	1.0	0.0	-36.8527671051	4.7178065777	64195.201938	-2257221.36234	70981539.1767
Air	Mo (Palik)	1064.0	Yes	Yes	1052.49880871	2828.4130905	6023.93997418	235.648889438	0.695115633654	-1	19.1267687798	4968.40779212	1.0	0.0	-14.0830652336	20.7890417643	575985.821356	-13572069.7992	890405.071147
Air	Ni (Palik)	1064.0	Yes	Yes	1056.27380964	2779.20120461	7236.82367875	201.912349898	0.725568192543	-1	16.29503892	6891.8671196	1.0	0.0	-18.640392553	30.0456407203	497055.16253	-16821048.4389	1623537.5309
Air	Ag (Palik)	1060.0	Yes	Yes	1049.71755695	2682.21390875	7550.65589304	146.088955433	0.98245096206	-1	11.7395091422	130603.56117	1.0	0.0	-51.5744379628	3.3509576686	27537.6707385	-1368218.26224	524369198.45
Air	W (Palik)	1060.0	Yes	Yes	1055.09880124	2840.54827274	6453.8802297	278.651164282	0.600340410436	-1	22.6603386966	3830.0414376	1.0	0.0	-5.3351	21.733	798535.638919	-16897929.0428	545351.520993
Air	Ag (Palik)	1030.0	Yes	Yes	1019.37449515	2608.35804062	7111.38868336	146.273400703	0.98202805366	-1	11.761655327	119792.521949	1.0	0.0	-48.5137789867	3.1351405188	29117.9602799	-1357394.89284	455052556.607
Air	Al (Palik)	1030.0	Yes	Yes	1025.04506413	2597.52537958	10376.7806971	102.89914941	0.951372458133	-1	8.22935154622	64982.2199892	1.0	0.0	-97.5934562074	25.2698472743	77892.4097877	-7699211.6403	132481217.428
Air	Au (Palik)	1030.0	Yes	Yes	1019.6212032	2608.55016918	7195.13195072	144.703438855	0.978887503786	-1	11.6326986645	103105.52694	1.0	0.0	-49.5738812793	3.8128269897	34220.6270285	-1633121.11969	337255336.923
Air	Be (Palik)	1030.0	Yes	Yes	1026.82149623	2730.85302308	6929.98832534	255.869371257	0.613742025068	-1	20.741888711	4339.90575633	1.0	0.0	-4.9760337133	25.7792698365	777548.086136	-19504083.8806	698228.962282
Air	Bi (Hagemann 1974)	1030.0	Yes	Yes	1028.78838694	2690.89848507	8239.13740002	233.056526792	0.636872294583	-1	18.810472021	5653.42000725	1.0	0.0	-3.5332	34.259	708295.438648	-23623443.4833	1132561.86604
Air	Co (Palik)	1030.0	Yes	Yes	1024.21449263	2670.53583685	7802.74394559	180.10818412	0.738522261323	-1	14.4998642805	7928.48418349	1.0	0.0	-21.1016876456	37.2440534204	480436.814486	-19852869.31	2168395.23027
Air	Cr (Johnson 1974)	1030.0	No	Yes	1030.09961202	2730.81482364	7325.81260115	282.656214437	0.576183383375	-1	22.9309648428	4084.81180617	1.0	0.0	-0.62993	24.915	870511.540507	-20820675.8563	619661.015175
Air	Cu (Palik)	1030.0	Yes	Yes	1019.00488298	2612.75618362	6983.53786917	149.067537629	0.97155153524	-1	11.9910790444	73811.520027	1.0	0.0	-46.6046581932	4.7188669976	46424.26993	-2082042.46767	173744192.476
Air	Fe (Palik)	1030.0	Yes	Yes	1025.27940968	2712.45129776	7076.75575211	228.687924592	0.65504920342	-1	18.4961594978	5119.77188773	1.0	0.0	-9.0463980798	28.8437268491	674079.879095	-19511265.4619	950832.357739
Air	Li (Palik)	1030.0	Yes	Yes	1008.55949326	2662.38143402	4952.73425869	206.657438413	0.940161922228	-1	16.79939974	23516.0416898	1.0	0.0	-23.6568761572	3.7548818932	104411.729026	-2293498.99076	18659183.3288
Air	Mo (Palik)	1030.0	Yes	Yes	1019.78959173	2751.0337675	5808.62323858	240.123553871	0.668172243146	-1	19.5114552021	4320.13116231	1.0	0.0	-11.6291789477	20.6107572133	659228.090209	-14628365.9559	705629.345006
Air	Mg (Hagemann 1974)	1030.0	Yes	Yes	1025.62964508	2598.69440634	10958.6614741	99.1498719736	0.934854818779	-1	7.926022951	50887.1156492	1.0	0.0	-103.42	38.809	104985.450248	-11393675.0354	81407295.5949
Air	Na (Palik)	1030.0	Yes	Yes	1003.63750569	2656.0337308	4464.10116015	225.691275347	0.987416076568	-1	18.431908626	101409.940082	1.0	0.0	-19.7705635906	0.585077691	21930.4035464	-389915.552952	342789868.448
Air	Nb (Palik)	1030.0	Yes	Yes	1014.35473272	2709.60615446	5501.08866356	207.348178668	0.789680681118	-1	16.8190215166	6932.55367498	1.0	0.0	-21.1709802731	15.6507921827	391142.987431	-9595004.37708	1729111.23769
Air	Ni (Palik)	1030.0	Yes	Yes	1022.28812427	2695.20827426	6879.34929323	199.422993422	0.720288112925	-1	16.1030114239	6395.93165339	1.0	0.0	-17.8077402901	28.97412511	526066.001662	-17095182.4795	1452602.0697
