# Substrate  Layer        Wavelength (nm) OldSPPactive NewSPPactive Period (nm) DecayDepth1 (nm) DecayDepth2 (nm) Reflectivity
Na           Si                400.000000 No           Yes          4124.115440      5202.306927      1156.039906     0.884749
Na           a-C               400.000000 No           Yes           587.181849       389.691085      8987.336116     0.426355
Na           Graphite(o)       400.000000 No           Yes          1404.594168       787.006247       425.179037     0.449704
Na           Graphite(e)       400.000000 No           Yes           158.554779       149.571876       169.963024     0.879284
Na           Al2O3             400.000000 No           Yes           841.712774       772.519843      1009.090317     0.901006
Na           Diamond           400.000000 No           Yes          2516.834040      2535.829950      4134.713959     0.910184
Na           GaAs              400.000000 No           Yes          2731.065284      1484.626136       199.598069     0.569497
Na           InP               400.000000 No           Yes          2768.052659      1638.192621       249.538718     0.615197
Na           GaP               400.000000 No           Yes          3566.747144      3729.373224      1844.875111     0.860882
Na           W                 400.000000 No           Yes          2220.566549       978.333872       171.902812     0.405210
Bi           SiC               800.000000 No           Yes           301.897190       186.992628       760.611256     0.330194
Bi           Ge                800.000000 No           Yes           220.562656       197.621546       540.147201     0.215457
Bi           Si                800.000000 No           Yes           228.660386       180.063733       475.372748     0.268683
Bi           GaAs              800.000000 No           Yes           233.141028       182.541319       510.209294     0.255667
Bi           InP               800.000000 No           Yes           249.547313       186.586832       614.545654     0.241251
Bi           GaP               800.000000 No           Yes           253.462115       181.581172       562.117421     0.290093
Bi           Si                400.000000 No           Yes           221.072465       313.055413      1532.224203     0.337434
# Substrate  Layer        Wavelength (nm) OldSPPactive NewSPPactive Period (nm) DecayDepth1 (nm) DecayDepth2 (nm) Reflectivity
Bi           Graphite(e)       400.000000 No           Yes           258.983675       162.463689       644.743134     0.325111
Bi           Al2O3             400.000000 No           Yes           224.521475       158.023927       495.259524     0.301428
Bi           Diamond           400.000000 No           Yes           184.896748       158.783228       361.234241     0.266682
Bi           GaP               400.000000 No           Yes           204.210711       236.019901       692.152502     0.271423
Pt           Ge                800.000000 No           Yes           183.045359       139.849031       381.631746     0.292907
Pt           Si                400.000000 No           Yes           175.282606       200.545886       618.118829     0.326473
Pt           Diamond           400.000000 No           Yes           160.042625       117.269078       308.860129     0.336857
Pt           GaP               400.000000 No           Yes           156.019924       150.865907       371.407652     0.283274
Ta           Ge                800.000000 No           Yes           313.218138       280.728136       580.751013     0.474182
Ta           Si                800.000000 No           Yes           213.887136       182.644033       293.766190     0.531591
Ta           GaAs              800.000000 No           Yes           222.167169       187.392490       317.055634     0.508038
Ta           InP               800.000000 No           Yes           231.935180       187.106203       355.164236     0.469500
Ta           Si                400.000000 No           Yes           226.889708       300.031824      1333.891349     0.366680
Ta           Diamond           400.000000 No           Yes           175.117934       144.632336       318.481308     0.311851
Ta           GaP               400.000000 No           Yes           203.424017       221.369266       608.292748     0.304810
V            Air               800.000000 No           Yes           800.341572       241.713666      5204.108480     0.544624
V            SiC               800.000000 No           Yes           316.684743       221.132984       913.749914     0.244427
V            Si                800.000000 No           Yes           247.360036       217.390051       609.871243     0.185387
V            ZnO               800.000000 No           Yes           412.938296       229.247060      1472.131492     0.324251
V            SiO2              800.000000 No           Yes           552.113347       236.211042      2539.283225     0.421055
# Substrate  Layer        Wavelength (nm) OldSPPactive NewSPPactive Period (nm) DecayDepth1 (nm) DecayDepth2 (nm) Reflectivity
V            Al2O3             800.000000 No           Yes           457.730642       232.007431      1782.133402     0.357940
V            Diamond           800.000000 No           Yes           341.483311       223.488560      1043.451478     0.265767
V            H2O               800.000000 No           Yes           603.310502       237.838902      3008.988984     0.451121
V            GaP               800.000000 No           Yes           270.970955       217.175209       701.419263     0.205084
V            Al2O3             400.000000 No           Yes           223.881634       107.787207       840.835850     0.384205
V            Diamond           400.000000 No           Yes           164.791382       103.524826       479.726719     0.290521
