x,Curve1
300.399,0.063736
304.116,0.061538
326.776,0.048291
350.535,0.038675
367.161,0.033761
379.827,0.030769
393.919,0.02703
410.54,0.024145
424.154,0.021688
436.5,0.020192
459.292,0.017308
500.125,0.013141
550.769,0.008868
640.021,0.004167
714.87,0.001496
778.006,0.000321
835.285,-8.04753e-15
850,0.000107
