 variables=E2,E1,W12  
i= zone 101
0.79999998E+00 0.35999999E+00 0.36792286E-02
0.81999998E+00 0.35999999E+00 0.38676159E-02
0.83999998E+00 0.35999999E+00 0.40611249E-02
0.85999998E+00 0.35999999E+00 0.42588804E-02
0.87999998E+00 0.35999999E+00 0.44597180E-02
0.89999998E+00 0.35999999E+00 0.46621415E-02
0.91999998E+00 0.35999999E+00 0.48642791E-02
0.93999998E+00 0.35999999E+00 0.50638399E-02
0.95999998E+00 0.35999999E+00 0.52580718E-02
0.97999998E+00 0.35999999E+00 0.54437243E-02
0.99999998E+00 0.35999999E+00 0.56170198E-02
0.10200000E+01 0.35999999E+00 0.57736398E-02
0.10400000E+01 0.35999999E+00 0.59087322E-02
0.10600000E+01 0.35999999E+00 0.60169532E-02
0.10800000E+01 0.35999999E+00 0.60925576E-02
0.11000000E+01 0.35999999E+00 0.61295630E-02
0.11200000E+01 0.35999999E+00 0.61220206E-02
0.11400000E+01 0.35999999E+00 0.60644494E-02
0.11600000E+01 0.35999999E+00 0.59525197E-02
0.11800000E+01 0.35999999E+00 0.57841412E-02
0.12000000E+01 0.35999999E+00 0.55612473E-02
0.12200000E+01 0.35999999E+00 0.52929198E-02
0.12400000E+01 0.35999999E+00 0.50015813E-02
0.12600000E+01 0.35999999E+00 0.47389498E-02
0.12800000E+01 0.35999999E+00 0.46873067E-02
0.13000000E+01 0.35999999E+00 0.48027419E-02
0.13200000E+01 0.35999999E+00 0.49184710E-02
0.13400000E+01 0.35999999E+00 0.50342552E-02
0.13600000E+01 0.35999999E+00 0.51497982E-02
0.13800000E+01 0.35999999E+00 0.52647422E-02
0.14000000E+01 0.35999999E+00 0.53786650E-02
0.14200000E+01 0.35999999E+00 0.54910799E-02
0.14400000E+01 0.35999999E+00 0.56014369E-02
0.14600000E+01 0.35999999E+00 0.57091289E-02
0.14800000E+01 0.35999999E+00 0.58135003E-02
0.15000000E+01 0.35999999E+00 0.59138625E-02
0.15200000E+01 0.35999999E+00 0.60095132E-02
0.15400000E+01 0.35999999E+00 0.60997645E-02
0.15600000E+01 0.35999999E+00 0.61839776E-02
0.15800000E+01 0.35999999E+00 0.62616064E-02
0.16000000E+01 0.35999999E+00 0.63322510E-02
0.16200000E+01 0.35999999E+00 0.63957203E-02
0.16400000E+01 0.35999999E+00 0.64521055E-02
0.16600000E+01 0.35999999E+00 0.65018614E-02
0.16800000E+01 0.35999999E+00 0.65458966E-02
0.17000000E+01 0.35999999E+00 0.65856666E-02
0.17200000E+01 0.35999999E+00 0.66232650E-02
0.17400000E+01 0.35999999E+00 0.66615031E-02
0.17600000E+01 0.35999999E+00 0.67039615E-02
0.17800000E+01 0.35999999E+00 0.67549877E-02
0.18000000E+01 0.35999999E+00 0.68195979E-02
0.18200000E+01 0.35999999E+00 0.69032047E-02
0.18400000E+01 0.35999999E+00 0.70110229E-02
0.18600000E+01 0.35999999E+00 0.71467831E-02
0.18800000E+01 0.35999999E+00 0.73090204E-02
0.19000000E+01 0.35999999E+00 0.74859004E-02
0.19200000E+01 0.35999999E+00 0.76630709E-02
0.19400000E+01 0.35999999E+00 0.78400948E-02
0.19600000E+01 0.35999999E+00 0.80165349E-02
0.19800000E+01 0.35999999E+00 0.81919679E-02
0.20000000E+01 0.35999999E+00 0.83660013E-02
0.00000000E+00 0.37999999E+00 0.74745618E-04
0.20000000E-01 0.37999999E+00 0.15607616E-03
0.39999999E-01 0.37999999E+00 0.18304870E-03
0.59999999E-01 0.37999999E+00 0.23049982E-03
0.79999998E-01 0.37999999E+00 0.30685462E-03
0.99999998E-01 0.37999999E+00 0.38670405E-03
0.12000000E+00 0.37999999E+00 0.46945500E-03
0.14000000E+00 0.37999999E+00 0.55445009E-03
0.16000000E+00 0.37999999E+00 0.64099220E-03
0.18000000E+00 0.37999999E+00 0.72837121E-03
0.20000000E+00 0.37999999E+00 0.81589250E-03
0.22000000E+00 0.37999999E+00 0.90290745E-03
0.23999999E+00 0.37999999E+00 0.98884546E-03
0.25999999E+00 0.37999999E+00 0.10732473E-02
0.27999999E+00 0.37999999E+00 0.11557989E-02
0.29999999E+00 0.37999999E+00 0.12363654E-02
0.31999999E+00 0.37999999E+00 0.13150235E-02
0.33999999E+00 0.37999999E+00 0.13920910E-02
0.35999999E+00 0.37999999E+00 0.14681517E-02
0.37999999E+00 0.37999999E+00 0.15440718E-02
0.39999999E+00 0.37999999E+00 0.16210055E-02
0.41999999E+00 0.37999999E+00 0.17003817E-02
0.43999999E+00 0.37999999E+00 0.17838676E-02
0.45999999E+00 0.37999999E+00 0.18732938E-02
0.47999999E+00 0.37999999E+00 0.19705282E-02
0.49999999E+00 0.37999999E+00 0.20772677E-02
0.51999999E+00 0.37999999E+00 0.21947061E-02
0.53999999E+00 0.37999999E+00 0.23229920E-02
0.55999999E+00 0.37999999E+00 0.24603117E-02
0.57999999E+00 0.37999999E+00 0.26011982E-02
0.59999999E+00 0.37999999E+00 0.27329272E-02
0.61999999E+00 0.37999999E+00 0.28254284E-02
0.63999999E+00 0.37999999E+00 0.27761831E-02
0.65999999E+00 0.37999999E+00 0.26075308E-02
0.67999998E+00 0.37999999E+00 0.27543010E-02
0.69999998E+00 0.37999999E+00 0.29075147E-02
0.71999998E+00 0.37999999E+00 0.30673903E-02
0.73999998E+00 0.37999999E+00 0.32340591E-02
0.75999998E+00 0.37999999E+00 0.34075397E-02
0.77999998E+00 0.37999999E+00 0.35877080E-02
0.79999998E+00 0.37999999E+00 0.37742633E-02
0.81999998E+00 0.37999999E+00 0.39666916E-02
0.83999998E+00 0.37999999E+00 0.41642254E-02
0.85999998E+00 0.37999999E+00 0.43657994E-02
0.87999998E+00 0.37999999E+00 0.45700049E-02
0.89999998E+00 0.37999999E+00 0.47750410E-02
0.91999998E+00 0.37999999E+00 0.49786670E-02
0.93999998E+00 0.37999999E+00 0.51781547E-02
0.95999998E+00 0.37999999E+00 0.53702467E-02
0.97999998E+00 0.37999999E+00 0.55511224E-02
0.99999998E+00 0.37999999E+00 0.57163788E-02
0.10200000E+01 0.37999999E+00 0.58610336E-02
0.10400000E+01 0.37999999E+00 0.59795626E-02
0.10600000E+01 0.37999999E+00 0.60659874E-02
0.10800000E+01 0.37999999E+00 0.61140383E-02
0.11000000E+01 0.37999999E+00 0.61174265E-02
0.11200000E+01 0.37999999E+00 0.60702830E-02
0.11400000E+01 0.37999999E+00 0.59678520E-02
0.11600000E+01 0.37999999E+00 0.58075958E-02
0.11800000E+01 0.37999999E+00 0.55910061E-02
0.12000000E+01 0.37999999E+00 0.53267674E-02
0.12200000E+01 0.37999999E+00 0.50369913E-02
0.12400000E+01 0.37999999E+00 0.47730636E-02
0.12600000E+01 0.37999999E+00 0.47180460E-02
0.12800000E+01 0.37999999E+00 0.48385002E-02
0.13000000E+01 0.37999999E+00 0.49589793E-02
0.13200000E+01 0.37999999E+00 0.50790949E-02
0.13400000E+01 0.37999999E+00 0.51983874E-02
0.13600000E+01 0.37999999E+00 0.53163233E-02
0.13800000E+01 0.37999999E+00 0.54322953E-02
0.14000000E+01 0.37999999E+00 0.55456248E-02
0.14200000E+01 0.37999999E+00 0.56555686E-02
0.14400000E+01 0.37999999E+00 0.57613301E-02
0.14600000E+01 0.37999999E+00 0.58620754E-02
0.14800000E+01 0.37999999E+00 0.59569563E-02
0.15000000E+01 0.37999999E+00 0.60451405E-02
0.15200000E+01 0.37999999E+00 0.61258502E-02
0.15400000E+01 0.37999999E+00 0.61984100E-02
0.15600000E+01 0.37999999E+00 0.62623052E-02
0.15800000E+01 0.37999999E+00 0.63172503E-02
0.16000000E+01 0.37999999E+00 0.63632682E-02
0.16200000E+01 0.37999999E+00 0.64007797E-02
0.16400000E+01 0.37999999E+00 0.64307005E-02
0.16600000E+01 0.37999999E+00 0.64545434E-02
0.16800000E+01 0.37999999E+00 0.64745182E-02
0.17000000E+01 0.37999999E+00 0.64936202E-02
0.17200000E+01 0.37999999E+00 0.65156909E-02
0.17400000E+01 0.37999999E+00 0.65454241E-02
0.17600000E+01 0.37999999E+00 0.65882744E-02
0.17800000E+01 0.37999999E+00 0.66501926E-02
0.18000000E+01 0.37999999E+00 0.67370410E-02
0.18200000E+01 0.37999999E+00 0.68533590E-02
0.18400000E+01 0.37999999E+00 0.69994091E-02
0.18600000E+01 0.37999999E+00 0.71562295E-02
0.18800000E+01 0.37999999E+00 0.73257425E-02
0.19000000E+01 0.37999999E+00 0.74955339E-02
0.19200000E+01 0.37999999E+00 0.76652692E-02
0.19400000E+01 0.37999999E+00 0.78346289E-02
0.19600000E+01 0.37999999E+00 0.80033221E-02
0.19800000E+01 0.37999999E+00 0.81711030E-02
0.20000000E+01 0.37999999E+00 0.83377877E-02
0.00000000E+00 0.39999999E+00 0.84409060E-04
0.20000000E-01 0.39999999E+00 0.12534554E-03
0.39999999E-01 0.39999999E+00 0.17577848E-03
0.59999999E-01 0.39999999E+00 0.25277423E-03
0.79999998E-01 0.39999999E+00 0.33290350E-03
0.99999998E-01 0.39999999E+00 0.41565069E-03
0.12000000E+00 0.39999999E+00 0.50042562E-03
0.14000000E+00 0.39999999E+00 0.58658826E-03
0.16000000E+00 0.39999999E+00 0.67347515E-03
0.18000000E+00 0.39999999E+00 0.76042779E-03
0.20000000E+00 0.39999999E+00 0.84682264E-03
0.22000000E+00 0.39999999E+00 0.93210272E-03
0.23999999E+00 0.39999999E+00 0.10158103E-02
0.25999999E+00 0.39999999E+00 0.10976201E-02
0.27999999E+00 0.39999999E+00 0.11773729E-02
0.29999999E+00 0.39999999E+00 0.12551068E-02
0.31999999E+00 0.39999999E+00 0.13310869E-02
0.33999999E+00 0.39999999E+00 0.14058297E-02
0.35999999E+00 0.39999999E+00 0.14801201E-02
0.37999999E+00 0.39999999E+00 0.15550178E-02
0.39999999E+00 0.39999999E+00 0.16318469E-02
0.41999999E+00 0.39999999E+00 0.17121631E-02
0.43999999E+00 0.39999999E+00 0.17976873E-02
0.45999999E+00 0.39999999E+00 0.18901904E-02
0.47999999E+00 0.39999999E+00 0.19913060E-02
0.49999999E+00 0.39999999E+00 0.21022295E-02
0.51999999E+00 0.39999999E+00 0.22232310E-02
0.53999999E+00 0.39999999E+00 0.23528314E-02
0.55999999E+00 0.39999999E+00 0.24862909E-02
0.57999999E+00 0.39999999E+00 0.26123967E-02
0.59999999E+00 0.39999999E+00 0.27044883E-02
0.61999999E+00 0.39999999E+00 0.26714990E-02
0.63999999E+00 0.39999999E+00 0.25331462E-02
0.65999999E+00 0.39999999E+00 0.26755732E-02
0.67999998E+00 0.39999999E+00 0.28244571E-02
0.69999998E+00 0.39999999E+00 0.29800997E-02
0.71999998E+00 0.39999999E+00 0.31427242E-02
0.73999998E+00 0.39999999E+00 0.33124474E-02
0.75999998E+00 0.39999999E+00 0.34892488E-02
0.77999998E+00 0.39999999E+00 0.36729346E-02
0.79999998E+00 0.39999999E+00 0.38630994E-02
0.81999998E+00 0.39999999E+00 0.40590827E-02
0.83999998E+00 0.39999999E+00 0.42599229E-02
0.85999998E+00 0.39999999E+00 0.44643077E-02
0.87999998E+00 0.39999999E+00 0.46705227E-02
0.89999998E+00 0.39999999E+00 0.48763996E-02
0.91999998E+00 0.39999999E+00 0.50792654E-02
0.93999998E+00 0.39999999E+00 0.52758959E-02
0.95999998E+00 0.39999999E+00 0.54624783E-02
0.97999998E+00 0.39999999E+00 0.56345877E-02
0.99999998E+00 0.39999999E+00 0.57871864E-02
0.10200000E+01 0.39999999E+00 0.59146576E-02
0.10400000E+01 0.39999999E+00 0.60108903E-02
0.10600000E+01 0.39999999E+00 0.60694395E-02
0.10800000E+01 0.39999999E+00 0.60837970E-02
0.11000000E+01 0.39999999E+00 0.60478295E-02
0.11200000E+01 0.39999999E+00 0.59564729E-02
0.11400000E+01 0.39999999E+00 0.58068369E-02
0.11600000E+01 0.39999999E+00 0.56000160E-02
0.11800000E+01 0.39999999E+00 0.53442389E-02
0.12000000E+01 0.39999999E+00 0.50610396E-02
0.12200000E+01 0.39999999E+00 0.48007030E-02
0.12400000E+01 0.39999999E+00 0.47442782E-02
0.12600000E+01 0.39999999E+00 0.48705010E-02
0.12800000E+01 0.39999999E+00 0.49966659E-02
0.13000000E+01 0.39999999E+00 0.51222488E-02
0.13200000E+01 0.39999999E+00 0.52466384E-02
0.13400000E+01 0.39999999E+00 0.53691359E-02
0.13600000E+01 0.39999999E+00 0.54889560E-02
0.13800000E+01 0.39999999E+00 0.56052337E-02
0.14000000E+01 0.39999999E+00 0.57170340E-02
0.14200000E+01 0.39999999E+00 0.58233680E-02
0.14400000E+01 0.39999999E+00 0.59232159E-02
0.14600000E+01 0.39999999E+00 0.60155569E-02
0.14800000E+01 0.39999999E+00 0.60994085E-02
0.15000000E+01 0.39999999E+00 0.61738757E-02
0.15200000E+01 0.39999999E+00 0.62382102E-02
0.15400000E+01 0.39999999E+00 0.62918825E-02
0.15600000E+01 0.39999999E+00 0.63346642E-02
0.15800000E+01 0.39999999E+00 0.63667226E-02
0.16000000E+01 0.39999999E+00 0.63887252E-02
0.16200000E+01 0.39999999E+00 0.64019512E-02
0.16400000E+01 0.39999999E+00 0.64084046E-02
0.16600000E+01 0.39999999E+00 0.64109210E-02
0.16800000E+01 0.39999999E+00 0.64132536E-02
0.17000000E+01 0.39999999E+00 0.64201157E-02
0.17200000E+01 0.39999999E+00 0.64371450E-02
0.17400000E+01 0.39999999E+00 0.64707270E-02
0.17600000E+01 0.39999999E+00 0.65275718E-02
0.17800000E+01 0.39999999E+00 0.66138260E-02
0.18000000E+01 0.39999999E+00 0.67331990E-02
0.18200000E+01 0.39999999E+00 0.68822419E-02
0.18400000E+01 0.39999999E+00 0.70219141E-02
0.18600000E+01 0.39999999E+00 0.71820867E-02
0.18800000E+01 0.39999999E+00 0.73422345E-02
0.19000000E+01 0.39999999E+00 0.75021271E-02
0.19200000E+01 0.39999999E+00 0.76615688E-02
0.19400000E+01 0.39999999E+00 0.78204133E-02
0.19600000E+01 0.39999999E+00 0.79785782E-02
0.19800000E+01 0.39999999E+00 0.81360610E-02
0.20000000E+01 0.39999999E+00 0.82929559E-02
0.00000000E+00 0.41999999E+00 0.59724810E-04
0.20000000E-01 0.41999999E+00 0.11506932E-03
0.39999999E-01 0.41999999E+00 0.19386927E-03
0.59999999E-01 0.41999999E+00 0.27533194E-03
0.79999998E-01 0.41999999E+00 0.35903729E-03
0.99999998E-01 0.41999999E+00 0.44448023E-03
0.12000000E+00 0.41999999E+00 0.53109526E-03
0.14000000E+00 0.41999999E+00 0.61828272E-03
0.16000000E+00 0.41999999E+00 0.70543667E-03
0.18000000E+00 0.41999999E+00 0.79197416E-03
0.20000000E+00 0.41999999E+00 0.87736603E-03
0.22000000E+00 0.41999999E+00 0.96116850E-03
0.23999999E+00 0.41999999E+00 0.10430553E-02
0.25999999E+00 0.41999999E+00 0.11228498E-02
0.27999999E+00 0.41999999E+00 0.12005551E-02
0.29999999E+00 0.41999999E+00 0.12763827E-02
0.31999999E+00 0.41999999E+00 0.13507755E-02
0.33999999E+00 0.41999999E+00 0.14244244E-02
0.35999999E+00 0.41999999E+00 0.14982750E-02
0.37999999E+00 0.41999999E+00 0.15735188E-02
0.39999999E+00 0.41999999E+00 0.16515637E-02
0.41999999E+00 0.41999999E+00 0.17339747E-02
0.43999999E+00 0.41999999E+00 0.18223700E-02
0.45999999E+00 0.41999999E+00 0.19182537E-02
0.47999999E+00 0.41999999E+00 0.20227479E-02
0.49999999E+00 0.41999999E+00 0.21361603E-02
0.51999999E+00 0.41999999E+00 0.22572575E-02
0.53999999E+00 0.41999999E+00 0.23819345E-02
0.55999999E+00 0.41999999E+00 0.25003936E-02
0.57999999E+00 0.41999999E+00 0.25892593E-02
0.59999999E+00 0.41999999E+00 0.25684490E-02
0.61999999E+00 0.41999999E+00 0.24569032E-02
0.63999999E+00 0.41999999E+00 0.25948296E-02
0.65999999E+00 0.41999999E+00 0.27391453E-02
0.67999998E+00 0.41999999E+00 0.28902225E-02
0.69999998E+00 0.41999999E+00 0.30483628E-02
0.71999998E+00 0.41999999E+00 0.32137689E-02
0.73999998E+00 0.41999999E+00 0.33865121E-02
0.75999998E+00 0.41999999E+00 0.35664958E-02
0.77999998E+00 0.41999999E+00 0.37534150E-02
0.79999998E+00 0.41999999E+00 0.39467118E-02
0.81999998E+00 0.41999999E+00 0.41455266E-02
0.83999998E+00 0.41999999E+00 0.43486473E-02
0.85999998E+00 0.41999999E+00 0.45544549E-02
0.87999998E+00 0.41999999E+00 0.47608694E-02
0.89999998E+00 0.41999999E+00 0.49652967E-02
0.91999998E+00 0.41999999E+00 0.51645789E-02
0.93999998E+00 0.41999999E+00 0.53549545E-02
0.95999998E+00 0.41999999E+00 0.55320317E-02
0.97999998E+00 0.41999999E+00 0.56907855E-02
0.99999998E+00 0.41999999E+00 0.58255881E-02
0.10200000E+01 0.41999999E+00 0.59302909E-02
0.10400000E+01 0.41999999E+00 0.59983815E-02
0.10600000E+01 0.41999999E+00 0.60232508E-02
0.10800000E+01 0.41999999E+00 0.59986260E-02
0.11000000E+01 0.41999999E+00 0.59192558E-02
0.11200000E+01 0.41999999E+00 0.57820019E-02
0.11400000E+01 0.41999999E+00 0.55876208E-02
0.11600000E+01 0.41999999E+00 0.53438529E-02
0.11800000E+01 0.41999999E+00 0.50714297E-02
0.12000000E+01 0.41999999E+00 0.48188443E-02
0.12200000E+01 0.41999999E+00 0.47625622E-02
0.12400000E+01 0.41999999E+00 0.48949343E-02
0.12600000E+01 0.41999999E+00 0.50273408E-02
0.12800000E+01 0.41999999E+00 0.51591394E-02
0.13000000E+01 0.41999999E+00 0.52895847E-02
0.13200000E+01 0.41999999E+00 0.54178282E-02
0.13400000E+01 0.41999999E+00 0.55429217E-02
0.13600000E+01 0.41999999E+00 0.56638256E-02
0.13800000E+01 0.41999999E+00 0.57794227E-02
0.14000000E+01 0.41999999E+00 0.58885379E-02
0.14200000E+01 0.41999999E+00 0.59899664E-02
0.14400000E+01 0.41999999E+00 0.60825107E-02
0.14600000E+01 0.41999999E+00 0.61650270E-02
0.14800000E+01 0.41999999E+00 0.62364837E-02
0.15000000E+01 0.41999999E+00 0.62960316E-02
0.15200000E+01 0.41999999E+00 0.63430864E-02
0.15400000E+01 0.41999999E+00 0.63774249E-02
0.15600000E+01 0.41999999E+00 0.63992923E-02
0.15800000E+01 0.41999999E+00 0.64095207E-02
0.16000000E+01 0.41999999E+00 0.64096524E-02
0.16200000E+01 0.41999999E+00 0.64020642E-02
0.16400000E+01 0.41999999E+00 0.63900791E-02
0.16600000E+01 0.41999999E+00 0.63780502E-02
0.16800000E+01 0.41999999E+00 0.63713877E-02
0.17000000E+01 0.41999999E+00 0.63764833E-02
0.17200000E+01 0.41999999E+00 0.64004584E-02
0.17400000E+01 0.41999999E+00 0.64505930E-02
0.17600000E+01 0.41999999E+00 0.65331566E-02
0.17800000E+01 0.41999999E+00 0.66509219E-02
0.18000000E+01 0.41999999E+00 0.67966671E-02
0.18200000E+01 0.41999999E+00 0.69099064E-02
0.18400000E+01 0.41999999E+00 0.70594381E-02
0.18600000E+01 0.41999999E+00 0.72083687E-02
0.18800000E+01 0.41999999E+00 0.73565658E-02
0.19000000E+01 0.41999999E+00 0.75039558E-02
0.19200000E+01 0.41999999E+00 0.76505386E-02
0.19400000E+01 0.41999999E+00 0.77964018E-02
0.19600000E+01 0.41999999E+00 0.79417360E-02
0.19800000E+01 0.41999999E+00 0.80868488E-02
0.20000000E+01 0.41999999E+00 0.82321774E-02
0.00000000E+00 0.43999999E+00 0.46390092E-04
0.20000000E-01 0.43999999E+00 0.12829745E-03
0.39999999E-01 0.43999999E+00 0.21226567E-03
0.59999999E-01 0.43999999E+00 0.29798909E-03
0.79999998E-01 0.43999999E+00 0.38506606E-03
0.99999998E-01 0.43999999E+00 0.47302362E-03
0.12000000E+00 0.43999999E+00 0.56134351E-03
0.14000000E+00 0.43999999E+00 0.64948941E-03
0.16000000E+00 0.43999999E+00 0.73693544E-03
0.18000000E+00 0.43999999E+00 0.82319566E-03
0.20000000E+00 0.43999999E+00 0.90785433E-03
0.22000000E+00 0.43999999E+00 0.99059643E-03
0.23999999E+00 0.43999999E+00 0.10712377E-02
0.25999999E+00 0.43999999E+00 0.11497532E-02
0.27999999E+00 0.43999999E+00 0.12263036E-02
0.29999999E+00 0.43999999E+00 0.13012567E-02
0.31999999E+00 0.43999999E+00 0.13752026E-02
0.33999999E+00 0.43999999E+00 0.14489593E-02
0.35999999E+00 0.43999999E+00 0.15235648E-02
0.37999999E+00 0.43999999E+00 0.16002507E-02
0.39999999E+00 0.43999999E+00 0.16803875E-02
0.41999999E+00 0.43999999E+00 0.17653934E-02
0.43999999E+00 0.43999999E+00 0.18565854E-02
0.45999999E+00 0.43999999E+00 0.19549442E-02
0.47999999E+00 0.43999999E+00 0.20607377E-02
0.49999999E+00 0.43999999E+00 0.21728916E-02
0.51999999E+00 0.43999999E+00 0.22878408E-02
0.53999999E+00 0.43999999E+00 0.23970950E-02
0.55999999E+00 0.43999999E+00 0.24804085E-02
0.57999999E+00 0.43999999E+00 0.24681398E-02
0.59999999E+00 0.43999999E+00 0.23800851E-02
0.61999999E+00 0.43999999E+00 0.25134887E-02
0.63999999E+00 0.43999999E+00 0.26531479E-02
0.65999999E+00 0.43999999E+00 0.27994911E-02
0.67999998E+00 0.43999999E+00 0.29528841E-02
0.69999998E+00 0.43999999E+00 0.31136011E-02
0.71999998E+00 0.43999999E+00 0.32817917E-02
0.73999998E+00 0.43999999E+00 0.34574438E-02
0.75999998E+00 0.43999999E+00 0.36403418E-02
0.77999998E+00 0.43999999E+00 0.38300214E-02
0.79999998E+00 0.43999999E+00 0.40257197E-02
0.81999998E+00 0.43999999E+00 0.42263228E-02
0.83999998E+00 0.43999999E+00 0.44303107E-02
0.85999998E+00 0.43999999E+00 0.46357013E-02
0.87999998E+00 0.43999999E+00 0.48399960E-02
0.89999998E+00 0.43999999E+00 0.50401290E-02
0.91999998E+00 0.43999999E+00 0.52324257E-02
0.93999998E+00 0.43999999E+00 0.54125749E-02
0.95999998E+00 0.43999999E+00 0.55756238E-02
0.97999998E+00 0.43999999E+00 0.57160071E-02
0.99999998E+00 0.43999999E+00 0.58276263E-02
0.10200000E+01 0.43999999E+00 0.59040030E-02
0.10400000E+01 0.43999999E+00 0.59385406E-02
0.10600000E+01 0.43999999E+00 0.59249476E-02
0.10800000E+01 0.43999999E+00 0.58579077E-02
0.11000000E+01 0.43999999E+00 0.57341429E-02
0.11200000E+01 0.43999999E+00 0.55541429E-02
0.11400000E+01 0.43999999E+00 0.53251490E-02
0.11600000E+01 0.43999999E+00 0.50669058E-02
0.11800000E+01 0.43999999E+00 0.48255082E-02
0.12000000E+01 0.43999999E+00 0.47705167E-02
0.12200000E+01 0.43999999E+00 0.49090823E-02
0.12400000E+01 0.43999999E+00 0.50479296E-02
0.12600000E+01 0.43999999E+00 0.51863190E-02
0.12800000E+01 0.43999999E+00 0.53233920E-02
0.13000000E+01 0.43999999E+00 0.54581714E-02
0.13200000E+01 0.43999999E+00 0.55895659E-02
0.13400000E+01 0.43999999E+00 0.57163800E-02
0.13600000E+01 0.43999999E+00 0.58373304E-02
0.13800000E+01 0.43999999E+00 0.59510690E-02
0.14000000E+01 0.43999999E+00 0.60562157E-02
0.14200000E+01 0.43999999E+00 0.61513999E-02
0.14400000E+01 0.43999999E+00 0.62353144E-02
0.14600000E+01 0.43999999E+00 0.63067809E-02
0.14800000E+01 0.43999999E+00 0.63648288E-02
0.15000000E+01 0.43999999E+00 0.64087880E-02
0.15200000E+01 0.43999999E+00 0.64383953E-02
0.15400000E+01 0.43999999E+00 0.64539135E-02
0.15600000E+01 0.43999999E+00 0.64562605E-02
0.15800000E+01 0.43999999E+00 0.64471443E-02
0.16000000E+01 0.43999999E+00 0.64291946E-02
0.16200000E+01 0.43999999E+00 0.64060801E-02
0.16400000E+01 0.43999999E+00 0.63825893E-02
0.16600000E+01 0.43999999E+00 0.63646435E-02
0.16800000E+01 0.43999999E+00 0.63591878E-02
0.17000000E+01 0.43999999E+00 0.63738707E-02
0.17200000E+01 0.43999999E+00 0.64163458E-02
0.17400000E+01 0.43999999E+00 0.64928478E-02
0.17600000E+01 0.43999999E+00 0.66051465E-02
0.17800000E+01 0.43999999E+00 0.67423398E-02
0.18000000E+01 0.43999999E+00 0.68221834E-02
0.18200000E+01 0.43999999E+00 0.69604288E-02
0.18400000E+01 0.43999999E+00 0.70972560E-02
0.18600000E+01 0.43999999E+00 0.72326187E-02
0.18800000E+01 0.43999999E+00 0.73665561E-02
0.19000000E+01 0.43999999E+00 0.74992072E-02
0.19200000E+01 0.43999999E+00 0.76308271E-02
0.19400000E+01 0.43999999E+00 0.77618001E-02
0.19600000E+01 0.43999999E+00 0.78926526E-02
0.19800000E+01 0.43999999E+00 0.80240623E-02
0.20000000E+01 0.43999999E+00 0.81568627E-02
0.00000000E+00 0.45999999E+00 0.54147423E-04
0.20000000E-01 0.45999999E+00 0.14192133E-03
0.39999999E-01 0.45999999E+00 0.23082900E-03
0.59999999E-01 0.45999999E+00 0.32059157E-03
0.79999998E-01 0.45999999E+00 0.41084739E-03
0.99999998E-01 0.45999999E+00 0.50117789E-03
0.12000000E+00 0.45999999E+00 0.59113424E-03
0.14000000E+00 0.45999999E+00 0.68026483E-03
0.16000000E+00 0.45999999E+00 0.76814347E-03
0.18000000E+00 0.45999999E+00 0.85439795E-03
0.20000000E+00 0.45999999E+00 0.93873845E-03
0.22000000E+00 0.45999999E+00 0.10209853E-02
0.23999999E+00 0.45999999E+00 0.11010953E-02
0.25999999E+00 0.45999999E+00 0.11791848E-02
0.27999999E+00 0.45999999E+00 0.12555491E-02
0.29999999E+00 0.45999999E+00 0.13306754E-02
0.31999999E+00 0.45999999E+00 0.14052464E-02
0.33999999E+00 0.45999999E+00 0.14801329E-02
0.35999999E+00 0.45999999E+00 0.15563678E-02
0.37999999E+00 0.45999999E+00 0.16350977E-02
0.39999999E+00 0.45999999E+00 0.17175011E-02
0.41999999E+00 0.45999999E+00 0.18046583E-02
0.43999999E+00 0.45999999E+00 0.18973490E-02
0.45999999E+00 0.45999999E+00 0.19957305E-02
0.47999999E+00 0.45999999E+00 0.20988056E-02
0.49999999E+00 0.45999999E+00 0.22034543E-02
0.51999999E+00 0.45999999E+00 0.23023779E-02
0.53999999E+00 0.45999999E+00 0.23782844E-02
0.55999999E+00 0.45999999E+00 0.23713779E-02
0.57999999E+00 0.45999999E+00 0.23037226E-02
0.59999999E+00 0.45999999E+00 0.24326925E-02
0.61999999E+00 0.45999999E+00 0.25677328E-02
0.63999999E+00 0.45999999E+00 0.27093143E-02
0.65999999E+00 0.45999999E+00 0.28578522E-02
0.67999998E+00 0.45999999E+00 0.30136774E-02
0.69999998E+00 0.45999999E+00 0.31770029E-02
0.71999998E+00 0.45999999E+00 0.33478866E-02
0.73999998E+00 0.45999999E+00 0.35261889E-02
0.75999998E+00 0.45999999E+00 0.37115276E-02
0.77999998E+00 0.45999999E+00 0.39032270E-02
0.79999998E+00 0.45999999E+00 0.41002657E-02
0.81999998E+00 0.45999999E+00 0.43012208E-02
0.83999998E+00 0.45999999E+00 0.45042120E-02
0.85999998E+00 0.45999999E+00 0.47068467E-02
0.87999998E+00 0.45999999E+00 0.49061697E-02
0.89999998E+00 0.45999999E+00 0.50986214E-02
0.91999998E+00 0.45999999E+00 0.52800099E-02
0.93999998E+00 0.45999999E+00 0.54455059E-02
0.95999998E+00 0.45999999E+00 0.55896709E-02
0.97999998E+00 0.45999999E+00 0.57065350E-02
0.99999998E+00 0.45999999E+00 0.57897466E-02
0.10200000E+01 0.45999999E+00 0.58328270E-02
