x,Curve1
299.858,1.66794
339.769,1.64426
369.23,1.63339
391.723,1.62646
439.876,1.61228
494.37,1.60465
508.943,1.60102
543.16,1.59571
608.11,1.58905
717.576,1.57935
802.33,1.57429
840.509,1.57259
849.696,1.5693
