# C_CrxOy	e_real	e_imag	R	alpha	1/alpha
#				nm-1	nm
0.36	7.0921645064464	8.3965470723275	0.331973	0.0171006	58.4774803223279
0.361	7.0839808142208	8.3728267480924	0.331493	0.0170672	58.5919190025312
0.362	7.0757809652186	8.3492066973514	0.331014	0.0170339	58.7064618202525
0.363	7.0675653323549	8.325686430346	0.330535	0.0170008	58.8207613759352
0.364	7.0593342840314	8.3022654593874	0.330058	0.0169678	58.9351595374769
0.365	7.0510881841857	8.2789432988594	0.329581	0.0169349	59.0496548547674
0.366	7.0428273923414	8.2557194652216	0.329105	0.0169022	59.1638958242122
0.367	7.0345522636562	8.232593477011	0.328629	0.0168696	59.2782282923128
0.368	7.026263148971	8.2095648548444	0.328155	0.0168371	59.3926507533958
0.369	7.0179603948571	8.1866331214203	0.327681	0.0168047	59.507161686909
0.37	7.009644343664	8.16379780152	0.327209	0.0167725	59.6214040840662
0.371	7.0013153335662	8.141058422009	0.326737	0.0167404	59.7357291343098
0.372	6.9929736986094	8.118414511838	0.326266	0.0167084	59.8501352613057
0.373	6.9846197687567	8.0958656020432	0.325795	0.0166765	59.9646208736845
0.374	6.9762538699336	8.073411225747	0.325326	0.0166448	60.0788234163222
0.375	6.9678763240733	8.0510509181579	0.324857	0.0166132	60.1930994630775
0.376	6.959487449161	8.0287842165708	0.324389	0.0165817	60.3074473666753
0.377	6.9510875592781	8.0066106603661	0.323922	0.0165504	60.4215003866976
0.378	6.9426769646453	7.9845297910093	0.323456	0.0165191	60.5359856166498
0.379	6.9342559716663	7.9625411520504	0.322991	0.016488	60.6501698204755
0.38	6.9258248829698	7.9406442891228	0.322526	0.016457	60.7644163577809
0.381	6.9173839974521	7.9188387499415	0.322062	0.0164261	60.8787234949258
0.382	6.9089336103187	7.8971240843026	0.321599	0.0163954	60.9927174695341
0.383	6.9004740131255	7.8754998440806	0.321137	0.0163647	61.1071391470666
0.384	6.8920054938197	7.8539655832274	0.320676	0.0163342	61.221241321889
0.385	6.8835283367803	7.8325208577694	0.320215	0.0163038	61.3353942025785
0.386	6.8750428228581	7.8111652258061	0.319755	0.0162735	61.4495959689065
0.387	6.866549229415	7.7898982475069	0.319296	0.0162433	61.5638447852345
0.388	6.8580478303632	7.7687194851088	0.318838	0.0162133	61.6777583835493
0.389	6.8495388962043	7.7476285029135	0.31838	0.0161833	61.7920943194528
0.39	6.8410226940672	7.7266248672845	0.317924	0.0161535	61.9060884638004
0.391	6.8324994877458	7.705708146644	0.317468	0.0161238	62.0201193267096
0.392	6.8239695377373	7.6848779114694	0.317013	0.0160942	62.1341849858955
0.393	6.8154331012784	7.6641337342897	0.316558	0.0160647	62.2482835035824
0.394	6.8068904323823	7.6434751896823	0.316105	0.0160354	62.3620240218517
0.395	6.7983417818752	7.622901854269	0.315652	0.0160061	62.4761809560105
0.396	6.789787397432	7.6024133067119	0.3152	0.015977	62.5899730863116
0.397	6.7812275236118	7.5820091277096	0.314749	0.0159479	62.7041804877131
0.398	6.772662401893	7.5616888999929	0.314298	0.015919	62.8180162070482
0.399	6.764092270708	7.5414522083203	0.313848	0.0158902	62.9318699575839
0.4	6.7555173654779	7.5212986394737	0.313399	0.0158615	63.0457396841408
0.401	6.7469379186461	7.5012277822539	0.312951	0.0158329	63.1596233160065
0.402	6.7383541597122	7.4812392274757	0.312504	0.0158044	63.2735187669257
0.403	6.7297663152648	7.4613325679629	0.312057	0.015776	63.3874239350913
0.404	6.7211746090153	7.4415073985438	0.311611	0.0157478	63.5009334637219
0.405	6.7125792618293	7.4217633160459	0.311166	0.0157196	63.6148502506425
0.406	6.7039804917599	7.4020999192903	0.310721	0.0156915	63.728770353376
0.407	6.6953785140786	7.3825168090873	0.310278	0.0156636	63.8422840215532
0.408	6.6867735413075	7.3630135882303	0.309835	0.0156357	63.9562027923278
0.409	6.67816578325	7.3435898614904	0.309393	0.015608	64.0697078421322
0.41	6.6695554470218	7.3242452356113	0.308951	0.0155803	64.1836164900547
0.411	6.6609427370813	7.3049793193031	0.30851	0.0155528	64.2971040584332
0.412	6.6523278552597	7.2857917232365	0.308071	0.0155254	64.410578793461
0.413	6.6437110007911	7.2666820600377	0.307631	0.0154981	64.5240384305173
0.414	6.6350923703416	7.2476499442814	0.307193	0.0154708	64.6378984926442
0.415	6.6264721580386	7.2286949924855	0.306755	0.0154437	64.751322545763
0.416	6.6178505554997	7.2098168231051	0.306318	0.0154167	64.8647246168116
0.417	6.6092277518612	7.1910150565256	0.305882	0.0153898	64.9781023794981
0.418	6.6006039338061	7.1722893150571	0.305446	0.0153629	65.0918771846461
0.419	6.5919792855925	7.1536392229279	0.305011	0.0153362	65.2052007668132
0.42	6.5833539890806	7.1350644062782	0.304577	0.0153096	65.3184929717302
0.421	6.5747282237604	7.1165644931532	0.304144	0.0152831	65.43175141169
0.422	6.5661021667785	7.0981391134973	0.303711	0.0152566	65.5454033008665
0.423	6.5574759929647	7.079787899147	0.303279	0.0152303	65.658588471665
0.424	6.5488498748588	7.0615104838244	0.302848	0.0152041	65.7717326247525
0.425	6.5402239827363	7.0433065031305	0.302418	0.015178	65.8848333113717
0.426	6.5315984846343	7.0251755945385	0.301988	0.0151519	65.9983236425795
0.427	6.5229735463771	7.0071173973872	0.301559	0.015126	66.111331482216
0.428	6.5143493316016	6.9891315528737	0.301131	0.0151001	66.224726988563
0.429	6.5057260017818	6.9712177040468	0.300703	0.0150744	66.3376320118877
0.43	6.4971037162539	6.9533754957999	0.300276	0.0150487	66.4509226710613
0.431	6.4884826322409	6.9356045748644	0.29985	0.0150232	66.5637147877949
0.432	6.479862904876	6.9179045898022	0.299424	0.0149977	66.6768904565367
0.433	6.4712446872272	6.9002751909987	0.299	0.0149723	66.7900055435705
0.434	6.4626281303207	6.8827160306562	0.298575	0.0149471	66.9026098708111
0.435	6.4540133831641	6.865226762786	0.298152	0.0149219	67.0155945288469
0.436	6.4454005927696	6.8478070432017	0.297729	0.0148968	67.1285108211159
0.437	6.436789904177	6.8304565295121	0.297307	0.0148718	67.2413561236703
0.438	6.4281814604759	6.8131748811135	0.296886	0.0148469	67.3541277977221
0.439	6.4195754028284	6.7959617591827	0.296465	0.014822	67.4672783699906
0.44	6.4109718704911	6.7788168266699	0.296045	0.0147973	67.579896332439
0.441	6.4023710008369	6.7617397482909	0.295626	0.0147727	67.6924326629526
0.442	6.3937729293764	6.7447301905203	0.295208	0.0147481	67.805344417247
0.443	6.3851777897796	6.7277878215834	0.29479	0.0147236	67.9181721861501
0.444	6.376585713897	6.7109123114497	0.294373	0.0146993	68.0304504296123
0.445	6.3679968317801	6.6941033318249	0.293956	0.014675	68.1431005110733
0.446	6.3594112717025	6.6773605561433	0.29354	0.0146508	68.2556583940809
0.447	6.35082916018	6.6606836595611	0.293125	0.0146267	68.3681213123945
0.448	6.3422506219909	6.6440723189482	0.292711	0.0146027	68.480486485376
0.449	6.3336757801961	6.627526212881	0.292297	0.0145787	68.5932216178397
0.45	6.3251047561588	6.611045021635	0.291884	0.0145549	68.7053844409786
0.451	6.3165376695637	6.5946284271772	0.291472	0.0145311	68.8179146795494
0.452	6.3079746384369	6.5782761131585	0.29106	0.0145074	68.9303389994072
0.453	6.2994157791643	6.5619877649064	0.290649	0.0144838	69.0426545519822
0.454	6.2908612065111	6.5457630694169	0.290238	0.0144603	69.1548584745821
0.455	6.2823110336402	6.529601715348	0.289829	0.0144369	69.2669478904751
0.456	6.2737653721305	6.5135033930109	0.28942	0.0144135	69.3794012557672
0.457	6.2652243319954	6.4974677943635	0.289011	0.0143903	69.4912545256179
0.458	6.2566880217008	6.4814946130022	0.288603	0.0143671	69.6034690368968
0.459	6.2481565481829	6.4655835441544	0.288196	0.014344	69.7155605131065
0.46	6.2396300168658	6.4497342846714	0.28779	0.014321	69.8275260107534
0.461	6.2311085316791	6.4339465330202	0.287384	0.0142981	69.9393625726495
0.462	6.2225921950749	6.4182199892764	0.286979	0.0142752	70.0515579466487
0.463	6.2140811080453	6.4025543551164	0.286575	0.0142525	70.1631292755657
0.464	6.2055753701387	6.3869493338099	0.286171	0.0142298	70.2750565714205
0.465	6.1970750794769	6.3714046302122	0.285768	0.0142072	70.3868461061997
0.466	6.1885803327715	6.355919950757	0.285365	0.0141846	70.4989918644163
0.467	6.1800912253401	6.3404950034485	0.284963	0.0141622	70.6104983688975
0.468	6.1716078511225	6.3251294978539	0.284562	0.0141398	70.7223581663107
0.469	6.1631303026967	6.309823145096	0.284162	0.0141175	70.8340711882416
0.47	6.1546586712945	6.2945756578455	0.283762	0.0140953	70.9456343603896
0.471	6.1461930468174	6.2793867503137	0.283362	0.0140732	71.0570445954012
0.472	6.1377335178516	6.2642561382446	0.282964	0.0140511	71.1688052892656
0.473	6.1292801716836	6.2491835389077	0.282566	0.0140292	71.279901918855
0.474	6.120833094315	6.2341686710905	0.282169	0.0140073	71.391345941045
0.475	6.1123923704776	6.2192112550907	0.281772	0.0139854	71.5031389878016
0.476	6.1039580836482	6.2043110127091	0.281376	0.0139637	71.6142569662768
0.477	6.0955303160627	6.1894676672418	0.28098	0.013942	71.7257208434945
0.478	6.0871091487311	6.1746809434729	0.280586	0.0139204	71.837016177696
0.479	6.0786946614514	6.1599505676671	0.280191	0.0138989	71.948139780846
0.48	6.0702869328238	6.1452762675623	0.279798	0.0138775	72.0590884525311
0.481	6.0618860402644	6.1306577723617	0.279405	0.0138561	72.1703798327091
0.482	6.0534920600194	6.1160948127272	0.279013	0.0138348	72.2814930465204
0.483	6.0451050671784	6.1015871207713	0.278621	0.0138136	72.392424856663
0.484	6.0367251356878	6.08713443005	0.27823	0.0137924	72.5036976885821
0.485	6.0283523383643	6.0727364755556	0.27784	0.0137713	72.6147858226892
0.486	6.0199867469081	6.0583929937091	0.27745	0.0137503	72.7256859850331
0.487	6.0116284319157	6.044103722353	0.277061	0.0137294	72.8363948897985
0.488	6.0032774628929	6.0298684007438	0.276672	0.0137085	72.947441368494
0.489	5.9949339082676	6.0156867695451	0.276284	0.0136878	73.0577594646327
0.49	5.986597835402	6.0015585708199	0.275897	0.013667	73.1689470988512
0.491	5.9782693106056	5.9874835480236	0.27551	0.0136464	73.2793996951577
0.492	5.969948399147	5.9734614459967	0.275124	0.0136258	73.3901862642927
0.493	5.9616351652665	5.9594920109577	0.274738	0.0136053	73.5007680830265
0.494	5.9533296721876	5.9455749904955	0.274354	0.0135849	73.6111417824202
0.495	5.9450319821294	5.9317101335628	0.273969	0.0135645	73.7218474694976
0.496	5.9367421563179	5.9178971904686	0.273586	0.0135442	73.8323415188789
0.497	5.9284602549981	5.9041359128709	0.273203	0.013524	73.9426205264715
0.498	5.9201863374451	5.8904260537701	0.27282	0.0135039	74.0526810773184
0.499	5.9119204619755	5.8767673675015	0.272438	0.0134838	74.1630697577834
0.5	5.903662685959	5.8631596097283	0.272057	0.0134638	74.2732363820021
0.501	5.8954130658289	5.8496025374346	0.271676	0.0134438	74.3837307904015
0.502	5.8871716570936	5.8360959089187	0.271296	0.0134239	74.4939995083396
0.503	5.8789385143473	5.8226394837853	0.270917	0.0134041	74.6040390626749
0.504	5.8707136912806	5.8092330229393	0.270538	0.0133844	74.7138459699352
0.505	5.8624972406912	5.7958762885785	0.27016	0.0133647	74.8239765950601
0.506	5.8542892144946	5.7825690441867	0.269782	0.0133451	74.933870858967
0.507	5.8460896637341	5.769311054527	0.269405	0.0133255	75.0440884019361
0.508	5.8378986385913	5.7561020856344	0.269029	0.0133061	75.1535010258453
0.509	5.8297161883962	5.7429419048096	0.268653	0.0132867	75.26323315797
0.51	5.8215423616371	5.7298302806117	0.268277	0.0132673	75.373286199905
0.511	5.813377205971	5.7167669828515	0.267903	0.013248	75.4830917874396
0.512	5.8052207682327	5.703751782585	0.267529	0.0132288	75.5926463473633
0.513	5.7970730944448	5.6907844521062	0.267155	0.0132096	75.702519379845
0.514	5.7889342298277	5.6778647649407	0.266782	0.0131906	75.8115627795551
0.515	5.7808042188083	5.6649924958387	0.26641	0.0131715	75.9214971719242
0.516	5.77268310503	5.6521674207687	0.266038	0.0131526	76.0305947113118
0.517	5.7645709313617	5.6393893169105	0.265667	0.0131337	76.1400062434805
0.518	5.7564677399068	5.6266579626489	0.265296	0.0131148	76.2497331259341
0.519	5.7483735720129	5.6139731375668	0.264926	0.0130961	76.3586105787219
0.52	5.7402884682799	5.6013346224388	0.264556	0.0130774	76.4677994096686
0.521	5.7322124685693	5.5887421992245	0.264187	0.0130587	76.5773009564505
0.522	5.7241456120133	5.5761956510622	0.263819	0.0130401	76.6865284775424
0.523	5.7160879370225	5.5636947622623	0.263451	0.0130216	76.7954782822387
0.524	5.7080394812956	5.5512393183007	0.263084	0.0130031	76.9047381009144
0.525	5.7000002818269	5.5388291058127	0.262717	0.0129847	77.013716142845
0.526	5.6919703749152	5.5264639125862	0.262351	0.0129664	77.1224086870681
0.527	5.6839497961721	5.5141435275555	0.261986	0.0129481	77.2314084691963
0.528	5.6759385805297	5.5018677407951	0.261621	0.0129299	77.340118639742
0.529	5.6679367622492	5.4896363435131	0.261257	0.0129117	77.4491352804046
0.53	5.6599443749288	5.477449128045	0.260893	0.0128936	77.557858162189
0.531	5.6519614515113	5.4653058878476	0.260529	0.0128756	77.6662835130013
0.532	5.6439880242922	5.4532064174923	0.260167	0.0128576	77.775012444002
0.533	5.6360241249275	5.4411505126594	0.259805	0.0128397	77.8834396442284
0.534	5.6280697844409	5.4291379701318	0.259443	0.0128218	77.9921695861735
0.535	5.6201250332319	5.4171685877884	0.259082	0.012804	78.1005935645111
0.536	5.612189901083	5.4052421645985	0.258722	0.0127863	78.2087077575217
0.537	5.604264417167	5.3933585006156	0.258362	0.0127686	78.3171216891437
0.538	5.5963486100545	5.381517396971	0.258002	0.012751	78.4252215512509
0.539	5.588442507721	5.3697186558681	0.257643	0.0127334	78.5336202428259
0.54	5.5805461375542	5.3579620805762	0.257285	0.0127159	78.6417005481326
0.541	5.5726595263607	5.3462474754246	0.256927	0.0126984	78.7500787500787
0.542	5.5647827003734	5.3345746457964	0.25657	0.012681	78.8581342165444
0.543	5.5569156852582	5.3229433981232	0.256214	0.0126637	78.9658630574003
0.544	5.5490585061208	5.3113535398782	0.255858	0.0126464	79.0738866396761
0.545	5.5412111875135	5.2998048795713	0.255502	0.0126292	79.1815791974155
0.546	5.5333737534418	5.2882972267427	0.255147	0.012612	79.2895654931811
0.547	5.5255462273712	5.276830391957	0.254793	0.0125949	79.3972163335954
0.548	5.5177286322334	5.265404186798	0.254439	0.0125778	79.5051598848765
0.549	5.5099209904331	5.2540184238621	0.254085	0.0125608	79.6127635182472
0.55	5.5021233238541	5.2426729167533	0.253732	0.0125438	79.7206588115244
0.551	5.4943356538657	5.2313674800771	0.25338	0.0125269	79.8282096927412
0.552	5.4865580013289	5.220101929435	0.253028	0.0125101	79.9354121869529
0.553	5.4787903866027	5.2088760814186	0.252677	0.0124933	80.0429029960059
0.554	5.47103282955	5.1976897536042	0.252327	0.0124766	80.1500408765208
0.555	5.4632853495439	5.1865427645473	0.251976	0.0124599	80.2574659507701
0.556	5.4555479654731	5.1754349337765	0.251627	0.0124433	80.3645335240652
0.557	5.4478206957486	5.1643660817888	0.251278	0.0124267	80.4718871462255
0.558	5.4401035583087	5.1533360300433	0.250929	0.0124102	80.5788786643245
0.559	5.4323965706253	5.1423446009561	0.250581	0.0123937	80.6861550626528
0.56	5.4246997497096	5.1313916178948	0.250234	0.0123773	80.7930647233242
0.561	5.4170131121172	5.1204769051731	0.249887	0.0123609	80.9002580718233
0.562	5.4093366739544	5.1096002880453	0.24954	0.0123446	81.0070800187936
0.563	5.401670450883	5.098761592701	0.249194	0.0123283	81.1141844374326
0.564	5.3940144581263	5.0879606462597	0.248849	0.0123121	81.2209127606176
0.565	5.3863687104741	5.0771972767657	0.248504	0.012296	81.327260897853
0.566	5.3787332222882	5.0664713131823	0.248159	0.0122799	81.4338878981099
0.567	5.3711080075078	5.0557825853873	0.247816	0.0122638	81.5407948596683
0.568	5.3634930796542	5.0451309241669	0.247472	0.0122478	81.6473162527148
0.569	5.3558884518365	5.0345161612112	0.24713	0.0122318	81.7541163197567
0.57	5.3482941367563	5.0239381291088	0.246787	0.0122159	81.8605260357403
0.571	5.3407101467131	5.0133966613414	0.246445	0.0122001	81.9665412578585
0.572	5.3331364936087	5.0028915922792	0.246104	0.0121843	82.0728314306115
0.573	5.3255731889528	4.9924227571751	0.245763	0.0121685	82.1793976250154
0.574	5.3180202438672	4.9819899921602	0.245423	0.0121528	82.2855638206833
0.575	5.310477669091	4.9715931342388	0.245083	0.0121372	82.3913258412154
0.576	5.3029454749856	4.9612320212828	0.244744	0.0121216	82.4973600844773
0.577	5.2954236715384	4.9509064920273	0.244405	0.012106	82.6036676028416
0.578	5.2879122683687	4.9406163860653	0.244067	0.0120905	82.709565361234
0.579	5.2804112747314	4.930361543843	0.24373	0.012075	82.815734989648
0.58	5.2729206995219	4.9201418066548	0.243392	0.0120596	82.9214899333311
0.581	5.2654405512804	4.9099570166382	0.243056	0.0120443	83.0268259674701
0.582	5.2579708381966	4.8998070167693	0.242719	0.012029	83.1324299609278
0.583	5.2505115681138	4.8896916508579	0.242384	0.0120137	83.2383029374797
0.584	5.2430627485335	4.8796107635425	0.242049	0.0119985	83.3437513022461
0.585	5.2356243866194	4.8695642002856	0.241714	0.0119833	83.4494671751521
0.586	5.2281964892021	4.8595518073691	0.24138	0.0119682	83.5547534299226
0.587	5.2207790627826	4.8495734318895	0.241046	0.0119531	83.660305694757
0.588	5.2133721135371	4.8396289217531	0.240713	0.0119381	83.7654233085667
0.589	5.2059756473207	4.8297181256715	0.24038	0.0119231	83.8708054113444
0.59	5.1985896696718	4.8198408931568	0.240048	0.0119081	83.9764530025781
0.591	5.1912141858155	4.8099970745172	0.239716	0.0118933	84.0809531416848
0.592	5.1838492006684	4.800186520852	0.239385	0.0118784	84.1864224137931
0.593	5.1764947188418	4.7904090840475	0.239054	0.0118636	84.2914461040494
0.594	5.1691507446458	4.7806646167724	0.238724	0.0118489	84.3960198837023
0.595	5.1618172820934	4.7709529724727	0.238394	0.0118341	84.5015675040772
0.596	5.1544943349039	4.7612740053682	0.238065	0.0118195	84.6059477981302
0.597	5.1471819065068	4.7516275704471	0.237736	0.0118049	84.7105862819677
0.598	5.1398800000455	4.7420135234621	0.237408	0.0117903	84.8154839147435
0.599	5.132588618381	4.7324317209258	0.23708	0.0117758	84.9199205149544
0.6	5.1253077640955	4.7228820201065	0.236753	0.0117613	85.0246146259342
0.601	5.1180374394958	4.7133642790235	0.236426	0.0117468	85.1295672012804
0.602	5.1107776466172	4.7038783564431	0.2361	0.0117324	85.2340527087382
0.603	5.1035283872267	4.694424111874	0.235774	0.0117181	85.3380667514358
0.604	5.0962896628264	4.6850014055633	0.235449	0.0117038	85.44233496813
0.605	5.0890614746572	4.6756100984921	0.235124	0.0116895	85.5468582916292
0.606	5.0818438237022	4.666250052371	0.234799	0.0116753	85.6509040452922
0.607	5.0746367106895	4.6569211296365	0.234475	0.0116611	85.755203196954
0.608	5.0674401360961	4.6476231934461	0.234152	0.011647	85.8590194899974
0.609	5.060254100151	4.6383561076747	0.233829	0.0116329	85.9630874502489
0.61	5.0530786028383	4.62911973691	0.233506	0.0116189	86.0666672404444
0.611	5.0459136439004	4.619913946449	0.233184	0.0116048	86.1712394871088
0.612	5.0387592228415	4.6107386022931	0.232863	0.0115909	86.2745774702568
0.613	5.0316153389301	4.6015935711447	0.232542	0.011577	86.3781636002419
0.614	5.0244819912026	4.5924787204028	0.232221	0.0115631	86.4819987719556
0.615	5.0173591784663	4.583393918159	0.231901	0.0115492	86.5860838845981
0.616	5.0102468993021	4.5743390331938	0.231581	0.0115355	86.6889168219843
0.617	5.0031451520678	4.565313934972	0.231262	0.0115217	86.7927475980107
0.618	4.9960539349009	4.5563184936396	0.230943	0.011508	86.8960722975322
0.619	4.9889732457217	4.5473525800191	0.230625	0.0114943	86.9996433014625
0.62	4.9819030822357	4.5384160656058	0.230307	0.0114807	87.1027027968678
0.621	4.9748434419371	4.5295088225644	0.22999	0.0114671	87.2060067497449
0.622	4.9677943221113	4.5206307237243	0.229673	0.0114536	87.3087937417057
0.623	4.9607557198373	4.5117816425765	0.229357	0.01144	87.4125874125874
0.624	4.9537276319914	4.5029614532694	0.229041	0.0114266	87.5150963541211
0.625	4.9467100552489	4.494170030605	0.228725	0.0114132	87.6178460028739
0.626	4.9397029860875	4.4854072500354	0.22841	0.0113998	87.7208372076703
0.627	4.9327064207897	4.4766729876586	0.228096	0.0113864	87.8240708213307
0.628	4.9257203554455	4.4679671202152	0.227781	0.0113731	87.926774582128
0.629	4.9187447859547	4.4592895250845	0.227468	0.0113598	88.0297188330781
0.63	4.9117797080301	4.4506400802808	0.227155	0.0113466	88.1321276858266
0.631	4.9048251171993	4.4420186644498	0.226842	0.0113334	88.2347750895583
0.632	4.8978810088079	4.433425156865	0.22653	0.0113203	88.3368815314082
0.633	4.8909473780216	4.4248594374238	0.226218	0.0113072	88.439224564879
0.634	4.8840242198285	4.4163213866443	0.225906	0.0112941	88.541805013237
0.635	4.877111529042	4.4078108856614	0.225596	0.0112811	88.6438379236067
0.636	4.870209300303	4.3993278162236	0.225285	0.0112681	88.7461062645876
0.637	4.863317528082	4.3908720606888	0.224975	0.0112551	88.8486108519693
0.638	4.856436206682	4.3824435020218	0.224665	0.0112422	88.9505612780417
0.639	4.8495653302403	4.3740420237897	0.224356	0.0112293	89.0527459414211
0.64	4.8427048927309	4.3656675101592	0.224048	0.0112165	89.1543707930281
0.641	4.8358548879673	4.3573198458929	0.223739	0.0112037	89.2562278532985
0.642	4.8290153096039	4.3489989163458	0.223432	0.0111909	89.3583179190235
0.643	4.8221861511388	4.3407046074621	0.223124	0.0111782	89.4598414771609
0.644	4.8153674059159	4.3324368057716	0.222817	0.0111655	89.5615959876405
0.645	4.8085590671269	4.3241953983861	0.222511	0.0111528	89.6635822394376
0.646	4.8017611278136	4.3159802729968	0.222205	0.0111402	89.7649952424553
0.647	4.7949735808699	4.3077913178703	0.221899	0.0111276	89.8666379093425
0.648	4.7881964190442	4.2996284218455	0.221594	0.0111151	89.9677015951274
0.649	4.7814296349408	4.2914914743303	0.22129	0.0111026	90.068992848522
0.65	4.7746732210228	4.2833803652984	0.220985	0.0110901	90.1705124390222
0.651	4.7679271696135	4.2752949852858	0.220682	0.0110777	90.2714462388402
0.652	4.7611914728986	4.2672352253881	0.220378	0.0110653	90.3726062555918
0.653	4.7544661229284	4.2592009772567	0.220075	0.0110529	90.4739932506401
0.654	4.7477511116192	4.2511921330958	0.219773	0.0110406	90.5747876021231
0.655	4.7410464307558	4.2432085856594	0.219471	0.0110283	90.6758067879909
0.656	4.7343520719932	4.235250228248	0.219169	0.0110161	90.7762275215367
0.657	4.7276680268584	4.2273169547055	0.218868	0.0110039	90.8768709275802
0.658	4.7209942867525	4.2194086594159	0.218567	0.0109917	90.9777377475732
0.659	4.7143308429522	4.2115252373006	0.218267	0.0109795	91.0788287262626
0.66	4.7076776866119	4.2036665838149	0.217967	0.0109674	91.1793132374127
0.661	4.7010348087654	4.1958325949453	0.217668	0.0109553	91.2800197164843
0.662	4.6944022003279	4.188023167206	0.217369	0.0109433	91.3801138596219
0.663	4.6877798520974	4.1802381976364	0.21707	0.0109313	91.4804277624802
0.664	4.6811677547567	4.1724775837978	0.216772	0.0109193	91.5809621495883
0.665	4.6745658988749	4.1647412237704	0.216474	0.0109074	91.6808772026331
0.666	4.6679742749095	4.1570290161504	0.216177	0.0108955	91.7810105089257
0.667	4.6613928732078	4.149340860047	0.21588	0.0108836	91.8813627843728
0.668	4.6548216840084	4.1416766550797	0.215584	0.0108718	91.9810886881657
0.669	4.6482606974432	4.1340363013748	0.215288	0.01086	92.0810313075506
0.67	4.641709903539	4.1264196995633	0.214992	0.0108482	92.181191349717
0.671	4.6351692922188	4.1188267507774	0.214697	0.0108365	92.2807179439856
0.672	4.6286388533037	4.1112573566477	0.214402	0.0108248	92.3804596851674
0.673	4.6221185765144	4.1037114193008	0.214108	0.0108131	92.4804172716427
0.674	4.6156084514725	4.0961888413558	0.213814	0.0108015	92.5797342961626
0.675	4.6091084677024	4.0886895259223	0.21352	0.0107899	92.6792648680711
0.676	4.6026186146329	4.0812133765967	0.213227	0.0107783	92.7790096768507
0.677	4.596138881598	4.0737602974601	0.212935	0.0107668	92.8781067726715
0.678	4.5896692578393	4.0663301930754	0.212642	0.0107553	92.9774157857056
0.679	4.5832097325067	4.0589229684842	0.212351	0.0107438	93.0769373964519
0.68	4.5767602946605	4.0515385292044	0.212059	0.0107324	93.1758041071895
0.681	4.5703209332723	4.0441767812277	0.211768	0.010721	93.2748810745266
0.682	4.5638916372266	4.0368376310164	0.211478	0.0107096	93.3741689698962
0.683	4.5574723953223	4.0295209855008	0.211188	0.0106982	93.4736684675927
0.684	4.5510631962742	4.0222267520771	0.210898	0.0106869	93.5725046552321
0.685	4.544664028714	4.0149548386039	0.210608	0.0106757	93.6706726491003
0.686	4.5382748811918	4.0077051534003	0.21032	0.0106644	93.7699261092982
0.687	4.5318957421777	4.0004776052429	0.210031	0.0106532	93.8685089926032
0.688	4.5255266000627	3.9932721033632	0.209743	0.010642	93.9672993798158
0.689	4.5191674431603	3.9860885574454	0.209455	0.0106309	94.0654130882616
0.69	4.5128182597077	3.9789268776232	0.209168	0.0106198	94.1637318970225
0.691	4.5064790378672	3.9717869744777	0.208881	0.0106087	94.2622564498949
0.692	4.5001497657271	3.964668759035	0.208595	0.0105976	94.3609873933721
0.693	4.4938304313036	3.9575721427631	0.208309	0.0105866	94.459033117337
0.694	4.4875210225411	3.9504970375698	0.208023	0.0105756	94.5572828019214
0.695	4.4812215273145	3.9434433558004	0.207738	0.0105646	94.6557370842247
0.696	4.4749319334295	3.9364110102345	0.207453	0.0105537	94.7534987729422
0.697	4.4686522286243	3.9293999140845	0.207168	0.0105428	94.8514626095534
0.698	4.4623824005705	3.9224099809923	0.206884	0.0105319	94.9496292216979
0.699	4.4561224368745	3.9154411250274	0.206601	0.0105211	95.0470958359867
0.7	4.4498723250787	3.9084932606842	0.206318	0.0105103	95.1447627565341
0.701	4.4436320526621	3.9015663028798	0.206035	0.0104995	95.2426306014572
0.702	4.4374016070422	3.8946601669515	0.205752	0.0104888	95.3397910151781
0.703	4.4311809755754	3.8877747686545	0.20547	0.010478	95.4380606986066
0.704	4.4249701455587	3.8809100241594	0.205189	0.0104674	95.534707759329
0.705	4.4187691042303	3.87406585005	0.204907	0.0104567	95.6324653093232
0.706	4.412577838771	3.867242163321	0.204627	0.0104461	95.7295067058519
0.707	4.4063963363051	3.8604388813753	0.204346	0.0104355	95.8267452445978
0.708	4.4002245839014	3.8536559220225	0.204066	0.0104249	95.9241815269211
0.709	4.3940625685744	3.8468932034757	0.203786	0.0104144	96.0208941465663
0.71	4.3879102772853	3.8401506443499	0.203507	0.0104038	96.1187258501701
0.711	4.3817676969428	3.8334281636593	0.203228	0.0103934	96.2149056131776
0.712	4.3756348144046	3.8267256808154	0.20295	0.0103829	96.3122056458215
0.713	4.3695116164775	3.8200431156246	0.202672	0.0103725	96.408773198361
0.714	4.3633980899195	3.8133803882859	0.202394	0.0103621	96.5055345924089
0.715	4.3572942214397	3.8067374193889	0.202117	0.0103517	96.6024904122028
0.716	4.3511999977002	3.8001141299114	0.20184	0.0103414	96.6987061713114
0.717	4.3451154053162	3.7935104412173	0.201563	0.0103311	96.7951137826563
0.718	4.3390404308575	3.7869262750547	0.201287	0.0103208	96.8917138206341
0.719	4.3329750608492	3.7803615535531	0.201012	0.0103105	96.9885068619369
0.72	4.3269192817727	3.7738161992222	0.200736	0.0103003	97.0845509354097
