.4246686458e-6	.7922726575e-6	.7898920233e-6	.7862900654e-6	.7808574864e-6	.7775053807e-6	.6538093828e-6	.4301046520e-5	.8987310500e-6
.4375733572e-6	.7925709329e-6	.7903561176e-6	.7870532896e-6	.7822197036e-6	.7794534999e-6	.2306470058e-5	.4162550444e-5	.9023812621e-6
.4525352918e-6	.7929084373e-6	.7908786989e-6	.7879078669e-6	.7837391500e-6	.7816443360e-6	.1400651493e-5	.4002731107e-5	.9061164681e-6
.7968818728e-6	.7932808668e-6	.7914532440e-6	.7888434853e-6	.7853977702e-6	.7840492579e-6	.9684417545e-6	.8997940827e-6	.9096621506e-6
.7969455761e-6	.7936717966e-6	.7920556501e-6	.7898236798e-6	.7871365424e-6	.7865837302e-6	.9057836805e-6	.9215408926e-6	.9125146445e-6
.7970054838e-6	.7940416091e-6	.7926281695e-6	.7907619592e-6	.7888184399e-6	.7890577344e-6	.8783985090e-6	.9402257794e-6	.9137935900e-6
.7970477093e-6	.7943125206e-6	.7930572489e-6	.7914880755e-6	.7901745046e-6	.7911020743e-6	.8634538240e-6	.9455476248e-6	.9120939180e-6
.7970504010e-6	.7943596257e-6	.7931590535e-6	.7917236334e-6	.7907600673e-6	.7921040633e-6	.8529854919e-6	.9316486855e-6	.9054782316e-6
.7969888629e-6	.7940362194e-6	.7927140676e-6	.7911288690e-6	.7900167213e-6	.7912795919e-6	.8423791515e-6	.9055796202e-6	.8919452727e-6
.7968508791e-6	.7932625143e-6	.7915973074e-6	.7894974782e-6	.7875732741e-6	.7880715885e-6	.8288217579e-6	.8754548864e-6	.8706920704e-6
.7966527144e-6	.7921311463e-6	.7899414399e-6	.7870175797e-6	.7836861268e-6	.7827713616e-6	.8119111578e-6	.8443752120e-6	.8436595239e-6
.7964344447e-6	.7908921443e-6	.7881241932e-6	.7842750385e-6	.7793016039e-6	.7766690171e-6	.7938957431e-6	.8151156049e-6	.8155902342e-6
.7962349347e-6	.7897962393e-6	.7865326127e-6	.7818921147e-6	.7754899145e-6	.7713101417e-6	.7781240043e-6	.7910862551e-6	.7916399357e-6
.7960738049e-6	.7889700953e-6	.7853649229e-6	.7801973172e-6	.7728523716e-6	.7676175590e-6	.7668371698e-6	.7742681008e-6	.7746455286e-6
.7959526337e-6	.7884201356e-6	.7846310199e-6	.7792103010e-6	.7714444624e-6	.7657102434e-6	.7603457195e-6	.7643731275e-6	.7645904478e-6
.7958642770e-6	.7880954583e-6	.7842499101e-6	.7787969391e-6	.7710310408e-6	.7652495087e-6	.7577037004e-6	.7597717097e-6	.7598877124e-6
.7957999026e-6	.7879359515e-6	.7841260277e-6	.7787969912e-6	.7713199379e-6	.7657944972e-6	.7576561769e-6	.7586519776e-6	.7587114630e-6
.7957519896e-6	.7878921376e-6	.7841808529e-6	.7790782662e-6	.7720672574e-6	.7669730003e-6	.7591523912e-6	.7595864858e-6	.7596162511e-6
.7957149703e-6	.7879286284e-6	.7843582844e-6	.7795460700e-6	.7730979392e-6	.7685185690e-6	.7614643269e-6	.7616177070e-6	.7616323506e-6
.7956849769e-6	.7880217471e-6	.7846206853e-6	.7801365720e-6	.7742944091e-6	.7702545691e-6	.7641355012e-6	.7641575112e-6	.7641646226e-6
.7956594056e-6	.7881561784e-6	.7849434582e-6	.7808076294e-6	.7755797214e-6	.7720681521e-6	.7668970561e-6	.7668643219e-6	.7668677387e-6
.7956365348e-6	.7883221877e-6	.7853105885e-6	.7815313185e-6	.7769037211e-6	.7738885342e-6	.7695987478e-6	.7695488374e-6	.7695504641e-6
.7956152423e-6	.7885136439e-6	.7857115141e-6	.7822887401e-6	.7782334504e-6	.7756718712e-6	.7721619783e-6	.7721120295e-6	.7721127986e-6
.7955948151e-6	.7887266834e-6	.7861390491e-6	.7830666437e-6	.7795469522e-6	.7773914527e-6	.7745502453e-6	.7745070516e-6	.7745074128e-6
.7955748163e-6	.7889588408e-6	.7865880549e-6	.7838553085e-6	.7808293899e-6	.7790315262e-6	.7767512250e-6	.7767165846e-6	.7767167536e-6
.7955550079e-6	.7892084775e-6	.7870545940e-6	.7846472405e-6	.7820706401e-6	.7805834365e-6	.7787660905e-6	.7787395792e-6	.7787396584e-6
.7955352926e-6	.7894744095e-6	.7875354072e-6	.7854363860e-6	.7832638063e-6	.7820431907e-6	.7806032059e-6	.7805835703e-6	.7805836068e-6
.7955156784e-6	.7897556625e-6	.7880275886e-6	.7862176649e-6	.7844042805e-6	.7834099023e-6	.7822744396e-6	.7822602559e-6	.7822602729e-6
.7954962595e-6	.7900513115e-6	.7885283974e-6	.7869867035e-6	.7854891478e-6	.7846847713e-6	.7837930283e-6	.7837829934e-6	.7837830016e-6
.7954771995e-6	.7903603738e-6	.7890351514e-6	.7877396886e-6	.7865167847e-6	.7858704021e-6	.7851723710e-6	.7851653991e-6	.7851654029e-6
.7954587219e-6	.7906817499e-6	.7895451858e-6	.7884732939e-6	.7874865831e-6	.7869703302e-6	.7864253657e-6	.7864206036e-6	.7864206049e-6
.7954411057e-6	.7910141826e-6	.7900558416e-6	.7891846441e-6	.7883987464e-6	.7879886881e-6	.7875640818e-6	.7875608818e-6	.7875608824e-6
