.601144847126467e-6	.601167595433985e-6	.601209877201049e-6	.601288357948950e-6	.601433661035306e-6	.601701435053411e-6	.602190760429645e-6	.603071653900177e-6	.604617428516172e-6	.607217312275324e-6
.601191372915010e-6	.601253430955277e-6	.601368592419152e-6	.601581721188605e-6	.601974225167884e-6	.602690793505662e-6	.603979754766966e-6	.606246161790993e-6	.610126437114715e-6	.616750864615853e-6
.601351288198140e-6	.601548293851564e-6	.601912185784597e-6	.602579957403268e-6	.603791194314614e-6	.605944992002261e-6	.609658824808665e-6	.615843244677633e-6	.626404690177158e-6	6.28318530717958/(Re(fsolve(exp(-.200000000000001e-6*(beta^2-6250000000000.00*Pi^2*(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi)))^(1/2))-((beta^2-6250000000000.00*Pi^2*(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi))+.568738923809459*(beta^2-10989225000000.0*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi))-.568738923809459*(beta^2-10989225000000.0*Pi^2)^(1/2))*((beta^2-6250000000000.00*Pi^2*(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi))+(beta^2-6250000000000.00*Pi^2*(-2.83745292889249-.132687963057249e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(19.0159126111707+.266935203791915e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))^(1/2)/(-2.83745292889249-.132687963057249e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(19.0159126111707+.266935203791915e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))/((beta^2-6250000000000.00*Pi^2*(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi))-(beta^2-6250000000000.00*Pi^2*(-2.83745292889249-.132687963057249e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(19.0159126111707+.266935203791915e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))^(1/2)/(-2.83745292889249-.132687963057249e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(19.0159126111707+.266935203791915e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)))) = 0,beta,complex))/signum(Re(fsolve(exp(-.200000000000001e-6*(beta^2-6250000000000.00*Pi^2*(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi)))^(1/2))-((beta^2-6250000000000.00*Pi^2*(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi))+.568738923809459*(beta^2-10989225000000.0*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi))-.568738923809459*(beta^2-10989225000000.0*Pi^2)^(1/2))*((beta^2-6250000000000.00*Pi^2*(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi))+(beta^2-6250000000000.00*Pi^2*(-2.83745292889249-.132687963057249e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(19.0159126111707+.266935203791915e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))^(1/2)/(-2.83745292889249-.132687963057249e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(19.0159126111707+.266935203791915e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))/((beta^2-6250000000000.00*Pi^2*(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-4.97576969578892/Pi^2/(1+.7843137253*I/Pi))-(beta^2-6250000000000.00*Pi^2*(-2.83745292889249-.132687963057249e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(19.0159126111707+.266935203791915e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))^(1/2)/(-2.83745292889249-.132687963057249e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(19.0159126111707+.266935203791915e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)))) = 0,beta,complex))))^1.
.602449366480714e-6	.603575016810381e-6	.605640109526265e-6	.609388848671602e-6	.616098787439064e-6	.628049766992971e-6	.650643095295795e-6	6.28318530717958/(Re(fsolve(exp(-.577079962362888e-7*(beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2))-((beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi))+.568738923809459*(beta^2-10989225000000.0*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi))-.568738923809459*(beta^2-10989225000000.0*Pi^2)^(1/2))*((beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi))+(beta^2-6250000000000.00*Pi^2*(-2.81848318232985-.370297014669826e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(18.8887820289386+.744945560975872e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))^(1/2)/(-2.81848318232985-.370297014669826e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(18.8887820289386+.744945560975872e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))/((beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi))-(beta^2-6250000000000.00*Pi^2*(-2.81848318232985-.370297014669826e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(18.8887820289386+.744945560975872e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))^(1/2)/(-2.81848318232985-.370297014669826e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(18.8887820289386+.744945560975872e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)))) = 0,beta,complex))/signum(Re(fsolve(exp(-.577079962362888e-7*(beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2))-((beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi))+.568738923809459*(beta^2-10989225000000.0*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi))-.568738923809459*(beta^2-10989225000000.0*Pi^2)^(1/2))*((beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi))+(beta^2-6250000000000.00*Pi^2*(-2.81848318232985-.370297014669826e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(18.8887820289386+.744945560975872e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))^(1/2)/(-2.81848318232985-.370297014669826e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(18.8887820289386+.744945560975872e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))/((beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi))-(beta^2-6250000000000.00*Pi^2*(-2.81848318232985-.370297014669826e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(18.8887820289386+.744945560975872e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))^(1/2)/(-2.81848318232985-.370297014669826e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(18.8887820289386+.744945560975872e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)))) = 0,beta,complex))))^1.	6.28318530717958/(Re(fsolve(exp(-.107431835352738e-6*(beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2))-((beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi))+.568738923809459*(beta^2-10989225000000.0*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi))-.568738923809459*(beta^2-10989225000000.0*Pi^2)^(1/2))*((beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi))+(beta^2-6250000000000.00*Pi^2*(-2.81848318232985-.370297014669826e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(18.8887820289386+.744945560975872e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))^(1/2)/(-2.81848318232985-.370297014669826e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(18.8887820289386+.744945560975872e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))/((beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi))-(beta^2-6250000000000.00*Pi^2*(-2.81848318232985-.370297014669826e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(18.8887820289386+.744945560975872e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))^(1/2)/(-2.81848318232985-.370297014669826e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(18.8887820289386+.744945560975872e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)))) = 0,beta,complex))/signum(Re(fsolve(exp(-.107431835352738e-6*(beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2))-((beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi))+.568738923809459*(beta^2-10989225000000.0*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi))-.568738923809459*(beta^2-10989225000000.0*Pi^2)^(1/2))*((beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi))+(beta^2-6250000000000.00*Pi^2*(-2.81848318232985-.370297014669826e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(18.8887820289386+.744945560975872e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))^(1/2)/(-2.81848318232985-.370297014669826e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(18.8887820289386+.744945560975872e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))/((beta^2-6250000000000.00*Pi^2*(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-12.4985683851687/Pi^2/(1+.7843137253*I/Pi))-(beta^2-6250000000000.00*Pi^2*(-2.81848318232985-.370297014669826e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(18.8887820289386+.744945560975872e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))^(1/2)/(-2.81848318232985-.370297014669826e-75/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(18.8887820289386+.744945560975872e-37/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)))) = 0,beta,complex))))^1.	.903138275841365e-6
.600417675756306e-6	.599767137480870e-6	.598512990178466e-6	.596038229121054e-6	.591009212233182e-6	.580635911872446e-6	.561263198660540e-6	.546688760552308e-6	.591729194768068e-6	.681416070126706e-6
.600559652780560e-6	.599955946584161e-6	.598822772523203e-6	.596685635299161e-6	.592639474606262e-6	.585031598143036e-6	.571387026517757e-6	.550454179860516e-6	.528606036191411e-6	.517894255717385e-6
.600943185361155e-6	.600311991823443e-6	.599171367821786e-6	.597166520417566e-6	.593832391620001e-6	.588865792304574e-6	.582846344815970e-6	.577611845751904e-6	.574748825416407e-6	.574040490705091e-6
.601986694664615e-6	.601485179297835e-6	.600621610941698e-6	.599235935392449e-6	.597291678731477e-6	.595149379791622e-6	.593520225963093e-6	.592681630608351e-6	.592394919882527e-6	.592364171000013e-6
.602892858595522e-6	.602685278598192e-6	.602323641502951e-6	.601736210784793e-6	.600909595855164e-6	.600015306666958e-6	.599363853415565e-6	.599098583467348e-6	.599063158249165e-6	.599062615197461e-6
.372130750479816e-6	.372130750479816e-6	6.28318530717958/(Re(fsolve(exp(-.258078004859287e-8*(beta^2-6250000000000.00*Pi^2*(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi)))^(1/2))-((beta^2-6250000000000.00*Pi^2*(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi))+.568738923809459*(beta^2-10989225000000.0*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi))-.568738923809459*(beta^2-10989225000000.0*Pi^2)^(1/2))*((beta^2-6250000000000.00*Pi^2*(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi))+(beta^2-6250000000000.00*Pi^2*(5.06666666700000-.395623239596176e-71/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(-33.9555555600000+.795895631021624e-33/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))^(1/2)/(5.06666666700000-.395623239596176e-71/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(-33.9555555600000+.795895631021624e-33/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))/((beta^2-6250000000000.00*Pi^2*(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi))-(beta^2-6250000000000.00*Pi^2*(5.06666666700000-.395623239596176e-71/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(-33.9555555600000+.795895631021624e-33/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))^(1/2)/(5.06666666700000-.395623239596176e-71/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(-33.9555555600000+.795895631021624e-33/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)))) = 0,beta,complex))/signum(Re(fsolve(exp(-.258078004859287e-8*(beta^2-6250000000000.00*Pi^2*(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi)))^(1/2))-((beta^2-6250000000000.00*Pi^2*(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi))+.568738923809459*(beta^2-10989225000000.0*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi))-.568738923809459*(beta^2-10989225000000.0*Pi^2)^(1/2))*((beta^2-6250000000000.00*Pi^2*(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi))+(beta^2-6250000000000.00*Pi^2*(5.06666666700000-.395623239596176e-71/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(-33.9555555600000+.795895631021624e-33/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))^(1/2)/(5.06666666700000-.395623239596176e-71/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(-33.9555555600000+.795895631021624e-33/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))/((beta^2-6250000000000.00*Pi^2*(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi)))^(1/2)/(1.758276-3139.49843400000/Pi^2/(1+.7843137253*I/Pi))-(beta^2-6250000000000.00*Pi^2*(5.06666666700000-.395623239596176e-71/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(-33.9555555600000+.795895631021624e-33/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2))))^(1/2)/(5.06666666700000-.395623239596176e-71/(.19044e-37*Pi^2+.6181439062e-37)^2/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)+I*(-33.9555555600000+.795895631021624e-33/(.19044e-37*Pi^2+.6181439062e-37)/Pi/(1+.247087825907714e-76*Pi^2/(.19044e-37*Pi^2+.6181439062e-37)^2)))) = 0,beta,complex))))^1.	.372130750479816e-6	.602335512446881e-6	.601916260894731e-6	.601682352144656e-6	.601641251196809e-6	.601640264222158e-6	.601640263886497e-6
