-0.3300000E+01 -0.23667E+02
-0.3298667E+01 -0.23658E+02
-0.3297333E+01 -0.23648E+02
-0.3296000E+01 -0.23639E+02
-0.3294667E+01 -0.23630E+02
-0.3293333E+01 -0.23620E+02
-0.3292000E+01 -0.23611E+02
-0.3290666E+01 -0.23602E+02
-0.3289333E+01 -0.23592E+02
-0.3288000E+01 -0.23583E+02
-0.3286666E+01 -0.23574E+02
-0.3285333E+01 -0.23564E+02
-0.3284000E+01 -0.23555E+02
-0.3282666E+01 -0.23546E+02
-0.3281333E+01 -0.23536E+02
-0.3280000E+01 -0.23527E+02
-0.3278666E+01 -0.23518E+02
-0.3277333E+01 -0.23508E+02
-0.3275999E+01 -0.23499E+02
-0.3274666E+01 -0.23490E+02
-0.3273333E+01 -0.23480E+02
-0.3271999E+01 -0.23471E+02
-0.3270666E+01 -0.23462E+02
-0.3269333E+01 -0.23452E+02
-0.3267999E+01 -0.23443E+02
-0.3266666E+01 -0.23434E+02
-0.3265333E+01 -0.23424E+02
-0.3263999E+01 -0.23415E+02
-0.3262666E+01 -0.23406E+02
-0.3261332E+01 -0.23396E+02
-0.3259999E+01 -0.23387E+02
-0.3258666E+01 -0.23378E+02
-0.3257332E+01 -0.23368E+02
-0.3255999E+01 -0.23359E+02
-0.3254666E+01 -0.23350E+02
-0.3253332E+01 -0.23340E+02
-0.3251999E+01 -0.23331E+02
-0.3250666E+01 -0.23322E+02
-0.3249332E+01 -0.23312E+02
-0.3247999E+01 -0.23303E+02
-0.3246666E+01 -0.23294E+02
-0.3245332E+01 -0.23284E+02
-0.3243999E+01 -0.23275E+02
-0.3242665E+01 -0.23266E+02
-0.3241332E+01 -0.23256E+02
-0.3239999E+01 -0.23247E+02
-0.3238665E+01 -0.23238E+02
-0.3237332E+01 -0.23228E+02
-0.3235999E+01 -0.23219E+02
-0.3234665E+01 -0.23210E+02
-0.3233332E+01 -0.23200E+02
-0.3231999E+01 -0.23191E+02
-0.3230665E+01 -0.23182E+02
-0.3229332E+01 -0.23172E+02
-0.3227998E+01 -0.23163E+02
-0.3226665E+01 -0.23154E+02
-0.3225332E+01 -0.23144E+02
-0.3223998E+01 -0.23135E+02
-0.3222665E+01 -0.23126E+02
-0.3221332E+01 -0.23116E+02
-0.3219998E+01 -0.23107E+02
-0.3218665E+01 -0.23098E+02
-0.3217332E+01 -0.23088E+02
-0.3215998E+01 -0.23079E+02
-0.3214665E+01 -0.23070E+02
-0.3213331E+01 -0.23060E+02
-0.3211998E+01 -0.23051E+02
-0.3210665E+01 -0.23042E+02
-0.3209331E+01 -0.23032E+02
-0.3207998E+01 -0.23023E+02
-0.3206665E+01 -0.23014E+02
-0.3205331E+01 -0.23004E+02
-0.3203998E+01 -0.22995E+02
-0.3202665E+01 -0.22986E+02
-0.3201331E+01 -0.22976E+02
-0.3199998E+01 -0.22967E+02
-0.3198665E+01 -0.22958E+02
-0.3197331E+01 -0.22948E+02
-0.3195998E+01 -0.22939E+02
-0.3194664E+01 -0.22930E+02
-0.3193331E+01 -0.22920E+02
-0.3191998E+01 -0.22911E+02
-0.3190664E+01 -0.22902E+02
-0.3189331E+01 -0.22892E+02
-0.3187998E+01 -0.22883E+02
-0.3186664E+01 -0.22874E+02
-0.3185331E+01 -0.22864E+02
-0.3183998E+01 -0.22855E+02
-0.3182664E+01 -0.22846E+02
-0.3181331E+01 -0.22836E+02
-0.3179997E+01 -0.22827E+02
-0.3178664E+01 -0.22818E+02
-0.3177331E+01 -0.22808E+02
-0.3175997E+01 -0.22799E+02
-0.3174664E+01 -0.22790E+02
-0.3173331E+01 -0.22780E+02
-0.3171997E+01 -0.22771E+02
-0.3170664E+01 -0.22762E+02
-0.3169331E+01 -0.22752E+02
-0.3167997E+01 -0.22743E+02
-0.3166664E+01 -0.22734E+02
-0.3165330E+01 -0.22724E+02
-0.3163997E+01 -0.22715E+02
-0.3162664E+01 -0.22706E+02
-0.3161330E+01 -0.22696E+02
-0.3159997E+01 -0.22687E+02
-0.3158664E+01 -0.22678E+02
-0.3157330E+01 -0.22668E+02
-0.3155997E+01 -0.22659E+02
-0.3154664E+01 -0.22650E+02
-0.3153330E+01 -0.22640E+02
-0.3151997E+01 -0.22631E+02
-0.3150664E+01 -0.22622E+02
-0.3149330E+01 -0.22612E+02
-0.3147997E+01 -0.22603E+02
-0.3146663E+01 -0.22594E+02
-0.3145330E+01 -0.22584E+02
-0.3143997E+01 -0.22575E+02
-0.3142663E+01 -0.22566E+02
-0.3141330E+01 -0.22556E+02
-0.3139997E+01 -0.22547E+02
-0.3138663E+01 -0.22538E+02
-0.3137330E+01 -0.22528E+02
-0.3135997E+01 -0.22519E+02
-0.3134663E+01 -0.22510E+02
-0.3133330E+01 -0.22500E+02
-0.3131996E+01 -0.22491E+02
-0.3130663E+01 -0.22482E+02
-0.3129330E+01 -0.22472E+02
-0.3127996E+01 -0.22463E+02
-0.3126663E+01 -0.22454E+02
-0.3125330E+01 -0.22444E+02
-0.3123996E+01 -0.22435E+02
-0.3122663E+01 -0.22426E+02
-0.3121330E+01 -0.22416E+02
-0.3119996E+01 -0.22407E+02
-0.3118663E+01 -0.22398E+02
-0.3117329E+01 -0.22388E+02
-0.3115996E+01 -0.22379E+02
-0.3114663E+01 -0.22370E+02
-0.3113329E+01 -0.22360E+02
-0.3111996E+01 -0.22351E+02
-0.3110663E+01 -0.22342E+02
-0.3109329E+01 -0.22332E+02
-0.3107996E+01 -0.22323E+02
-0.3106663E+01 -0.22314E+02
-0.3105329E+01 -0.22304E+02
-0.3103996E+01 -0.22295E+02
-0.3102663E+01 -0.22286E+02
-0.3101329E+01 -0.22276E+02
-0.3099996E+01 -0.22267E+02
-0.3098662E+01 -0.22258E+02
-0.3097329E+01 -0.22248E+02
-0.3095996E+01 -0.22239E+02
-0.3094662E+01 -0.22230E+02
-0.3093329E+01 -0.22220E+02
-0.3091996E+01 -0.22211E+02
-0.3090662E+01 -0.22202E+02
-0.3089329E+01 -0.22192E+02
-0.3087996E+01 -0.22183E+02
-0.3086662E+01 -0.22174E+02
-0.3085329E+01 -0.22164E+02
-0.3083995E+01 -0.22155E+02
-0.3082662E+01 -0.22146E+02
-0.3081329E+01 -0.22136E+02
-0.3079995E+01 -0.22127E+02
-0.3078662E+01 -0.22118E+02
-0.3077329E+01 -0.22108E+02
-0.3075995E+01 -0.22099E+02
-0.3074662E+01 -0.22090E+02
-0.3073329E+01 -0.22080E+02
-0.3071995E+01 -0.22071E+02
-0.3070662E+01 -0.22062E+02
-0.3069328E+01 -0.22052E+02
-0.3067995E+01 -0.22043E+02
-0.3066662E+01 -0.22034E+02
-0.3065328E+01 -0.22024E+02
-0.3063995E+01 -0.22015E+02
-0.3062662E+01 -0.22006E+02
-0.3061328E+01 -0.21996E+02
-0.3059995E+01 -0.21987E+02
-0.3058662E+01 -0.21978E+02
-0.3057328E+01 -0.21968E+02
-0.3055995E+01 -0.21959E+02
-0.3054662E+01 -0.21950E+02
-0.3053328E+01 -0.21940E+02
-0.3051995E+01 -0.21931E+02
-0.3050661E+01 -0.21922E+02
-0.3049328E+01 -0.21912E+02
-0.3047995E+01 -0.21903E+02
-0.3046661E+01 -0.21894E+02
-0.3045328E+01 -0.21884E+02
-0.3043995E+01 -0.21875E+02
-0.3042661E+01 -0.21866E+02
-0.3041328E+01 -0.21856E+02
-0.3039995E+01 -0.21847E+02
-0.3038661E+01 -0.21838E+02
-0.3037328E+01 -0.21828E+02
-0.3035994E+01 -0.21819E+02
-0.3034661E+01 -0.21810E+02
-0.3033328E+01 -0.21800E+02
-0.3031994E+01 -0.21791E+02
-0.3030661E+01 -0.21782E+02
-0.3029328E+01 -0.21772E+02
-0.3027994E+01 -0.21763E+02
-0.3026661E+01 -0.21754E+02
-0.3025328E+01 -0.21744E+02
-0.3023994E+01 -0.21735E+02
-0.3022661E+01 -0.21726E+02
-0.3021327E+01 -0.21716E+02
-0.3019994E+01 -0.21707E+02
-0.3018661E+01 -0.21698E+02
-0.3017327E+01 -0.21688E+02
-0.3015994E+01 -0.21679E+02
-0.3014661E+01 -0.21670E+02
-0.3013327E+01 -0.21660E+02
-0.3011994E+01 -0.21651E+02
-0.3010661E+01 -0.21642E+02
-0.3009327E+01 -0.21632E+02
-0.3007994E+01 -0.21623E+02
-0.3006661E+01 -0.21614E+02
-0.3005327E+01 -0.21604E+02
-0.3003994E+01 -0.21595E+02
-0.3002660E+01 -0.21586E+02
-0.3001327E+01 -0.21576E+02
-0.2999994E+01 -0.21567E+02
-0.2998660E+01 -0.21558E+02
-0.2997327E+01 -0.21548E+02
-0.2995994E+01 -0.21539E+02
-0.2994660E+01 -0.21530E+02
-0.2993327E+01 -0.21520E+02
-0.2991994E+01 -0.21511E+02
-0.2990660E+01 -0.21502E+02
-0.2989327E+01 -0.21492E+02
-0.2987993E+01 -0.21483E+02
-0.2986660E+01 -0.21474E+02
-0.2985327E+01 -0.21464E+02
-0.2983993E+01 -0.21455E+02
-0.2982660E+01 -0.21446E+02
-0.2981327E+01 -0.21436E+02
-0.2979993E+01 -0.21427E+02
-0.2978660E+01 -0.21418E+02
-0.2977327E+01 -0.21408E+02
-0.2975993E+01 -0.21399E+02
-0.2974660E+01 -0.21390E+02
-0.2973326E+01 -0.21380E+02
-0.2971993E+01 -0.21371E+02
-0.2970660E+01 -0.21362E+02
-0.2969326E+01 -0.21352E+02
-0.2967993E+01 -0.21343E+02
-0.2966660E+01 -0.21334E+02
-0.2965326E+01 -0.21324E+02
-0.2963993E+01 -0.21315E+02
-0.2962660E+01 -0.21306E+02
-0.2961326E+01 -0.21296E+02
-0.2959993E+01 -0.21287E+02
-0.2958660E+01 -0.21278E+02
-0.2957326E+01 -0.21268E+02
-0.2955993E+01 -0.21259E+02
-0.2954659E+01 -0.21250E+02
-0.2953326E+01 -0.21240E+02
-0.2951993E+01 -0.21231E+02
-0.2950659E+01 -0.21222E+02
-0.2949326E+01 -0.21213E+02
-0.2947993E+01 -0.21203E+02
-0.2946659E+01 -0.21194E+02
-0.2945326E+01 -0.21185E+02
-0.2943993E+01 -0.21175E+02
-0.2942659E+01 -0.21166E+02
-0.2941326E+01 -0.21157E+02
-0.2939992E+01 -0.21147E+02
-0.2938659E+01 -0.21138E+02
-0.2937326E+01 -0.21129E+02
-0.2935992E+01 -0.21119E+02
-0.2934659E+01 -0.21110E+02
-0.2933326E+01 -0.21101E+02
-0.2931992E+01 -0.21091E+02
-0.2930659E+01 -0.21082E+02
-0.2929326E+01 -0.21073E+02
-0.2927992E+01 -0.21063E+02
-0.2926659E+01 -0.21054E+02
-0.2925325E+01 -0.21045E+02
-0.2923992E+01 -0.21035E+02
-0.2922659E+01 -0.21026E+02
-0.2921325E+01 -0.21017E+02
-0.2919992E+01 -0.21007E+02
-0.2918659E+01 -0.20998E+02
-0.2917325E+01 -0.20989E+02
-0.2915992E+01 -0.20979E+02
-0.2914659E+01 -0.20970E+02
-0.2913325E+01 -0.20961E+02
-0.2911992E+01 -0.20951E+02
-0.2910659E+01 -0.20942E+02
-0.2909325E+01 -0.20933E+02
-0.2907992E+01 -0.20923E+02
