.828806000715494e-6	.828805811869779e-6	.828805558770691e-6	.828805221960580e-6	.828804778335490e-6	.828804202833377e-6	.828803473403008e-6	.828802582823336e-6	.828801564348849e-6	.828800544558129e-6	.828799848317768e-6	.828800199618129e-6	.828803085081685e-6	.828811342298329e-6	.828829857518012e-6	.828865404630285e-6	.828921901793756e-6	.828982386357597e-6	.828978934988733e-6	.828851087595227e-6
.828805689360126e-6	.828805390116954e-6	.828804989040652e-6	.828804455276363e-6	.828803752168518e-6	.828802839913767e-6	.828801683390737e-6	.828800270801416e-6	.828798654134507e-6	.828797032565977e-6	.828795918133070e-6	.828796452853735e-6	.828800983287550e-6	.828813993001711e-6	.828843218722670e-6	.828899440217517e-6	.828989058356149e-6	.829085466929750e-6	.829080662847319e-6	.828878151142631e-6
.828805196227142e-6	.828804722103803e-6	.828804086590503e-6	.828803240744246e-6	.828802126374101e-6	.828800680188952e-6	.828798846092817e-6	.828796604501265e-6	.828794036015580e-6	.828791452704361e-6	.828789658966426e-6	.828790451156468e-6	.828797524253458e-6	.828817949621121e-6	.828863969598124e-6	.828952776981064e-6	.829094994969417e-6	.829249165396288e-6	.829243244570847e-6	6.28318530717958/(Re(fsolve(exp(-.200000000000004e-6*(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi)))^(1/2))-((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi))+(beta^2-6250000000000.00*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi))-(beta^2-6250000000000.00*Pi^2)^(1/2))*((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi))+(.733128750996281e-1-.257992522344732e-3*I)*(beta^2-(85250000000000.0+300000000000.000*I)*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi))+(-.733128750996281e-1+.257992522344732e-3*I)*(beta^2-(85250000000000.0+300000000000.000*I)*Pi^2)^(1/2)) = 0,beta,complex))/signum(Re(fsolve(exp(-.200000000000004e-6*(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi)))^(1/2))-((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi))+(beta^2-6250000000000.00*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi))-(beta^2-6250000000000.00*Pi^2)^(1/2))*((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi))+(.733128750996281e-1-.257992522344732e-3*I)*(beta^2-(85250000000000.0+300000000000.000*I)*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-1.24985683851687/Pi^2/(1+1.212121212*I/Pi))+(-.733128750996281e-1+.257992522344732e-3*I)*(beta^2-(85250000000000.0+300000000000.000*I)*Pi^2)^(1/2)) = 0,beta,complex))))^1.
.828804415511786e-6	.828803664448233e-6	.828802657613108e-6	.828801317334133e-6	.828799551145949e-6	.828797258221199e-6	.828794348571879e-6	.828790788941063e-6	.828786702578067e-6	.828782575052869e-6	.828779663402832e-6	.828780780507915e-6	.828791722033583e-6	.828823607715815e-6	.828895788043210e-6	.829035774315777e-6	.829261599569594e-6	.829509387847488e-6	.829504338394198e-6	.218010782619803e-6
.828803180346838e-6	.828801990951326e-6	.828800396231338e-6	.828798272830421e-6	.828795473606845e-6	.828791837469520e-6	.828787219096149e-6	.828781560237647e-6	.828775044997084e-6	.828768420390788e-6	.828763634053762e-6	.828765058588405e-6	.828781727500387e-6	.828831041664274e-6	.828943525514673e-6	.829163405868479e-6	.829522243518071e-6	.829923588843036e-6	.829926801991513e-6	.218841037646312e-6
.828801228462385e-6	.828799345920994e-6	.828796821141561e-6	.828793457995820e-6	.828789021813133e-6	.828783254079759e-6	.828775917758465e-6	.828766906735080e-6	.828756484805747e-6	.828745779687798e-6	.828737766863482e-6	.828739162763211e-6	.828763902541502e-6	.828838995338250e-6	.829012408160716e-6	.829355662831458e-6	.829926149704615e-6	.830583764000871e-6	.220175497741483e-6	.220175497741483e-6
.828798150267599e-6	.828795173446039e-6	.828791179317628e-6	.828785855549283e-6	.828778826633835e-6	.828769674977319e-6	.828758008304234e-6	.828743624275579e-6	.828726871612984e-6	.828709398202658e-6	.828695643558137e-6	.828695720500805e-6	.828730755587072e-6	.828842088872566e-6	.829104521932511e-6	.829634425632469e-6	.830540696950531e-6	.831636123398639e-6	.831770501756179e-6	.222338557072945e-6
.828793314347049e-6	.828788615496818e-6	.828782306508549e-6	.828773888921787e-6	.828762759050257e-6	.828748235955485e-6	.828729657377864e-6	.828706618860035e-6	.828679502671815e-6	.828650577689998e-6	.828626199636061e-6	.828621080455927e-6	.828666301677682e-6	.828823575229390e-6	.829207683642609e-6	.830008362095653e-6	.831440310671924e-6	.833304377322394e-6	.833739367345871e-6	.225893309779588e-6
.231869891646734e-6	.231869891646734e-6	.231869891646734e-6	.231869891646734e-6	.828737588345326e-6	.828714556985747e-6	.828684938155459e-6	.828647888971183e-6	.828603603162963e-6	.828554846112976e-6	.828510039210360e-6	.828489286366353e-6	.828535883351535e-6	.828737709773015e-6	.829264750432233e-6	.830422084241002e-6	.832640118814457e-6	.835878769421070e-6	.837214461424436e-6	.231869891646734e-6
.242315448222132e-6	.242315448222132e-6	.242315448222132e-6	.242315448222132e-6	.242315448222132e-6	.242315448222132e-6	.828615230775610e-6	.828555495905317e-6	.828482520712594e-6	.828398732417641e-6	.828313577445909e-6	.828251276807617e-6	.828265961789840e-6	.828471333781523e-6	.829099346049896e-6	.830611737523977e-6	.242315448222132e-6	.839437391095603e-6	.843480229304251e-6	6.28318530717958/(Re(fsolve(exp(-.200000000000004e-6*(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi)))^(1/2))-((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi))+(beta^2-6250000000000.00*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi))-(beta^2-6250000000000.00*Pi^2)^(1/2))*((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi))+(.733128750996281e-1-.257992522344732e-3*I)*(beta^2-(85250000000000.0+300000000000.000*I)*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi))+(-.733128750996281e-1+.257992522344732e-3*I)*(beta^2-(85250000000000.0+300000000000.000*I)*Pi^2)^(1/2)) = 0,beta,complex))/signum(Re(fsolve(exp(-.200000000000004e-6*(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi)))^(1/2))-((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi))+(beta^2-6250000000000.00*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi))-(beta^2-6250000000000.00*Pi^2)^(1/2))*((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi))+(.733128750996281e-1-.257992522344732e-3*I)*(beta^2-(85250000000000.0+300000000000.000*I)*Pi^2)^(1/2))/((beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-31.3949843399993/Pi^2/(1+1.212121212*I/Pi))+(-.733128750996281e-1+.257992522344732e-3*I)*(beta^2-(85250000000000.0+300000000000.000*I)*Pi^2)^(1/2)) = 0,beta,complex))))^1.
