-90	5156.5288	
-89	5085.4849	
-88	5159.2061	
-87	5036.4575	
-86	4743.8066	
-85	4573.2671	
-84	4406.4111	
-83	4256.9419	
-82	4072.7200	
-81	3946.3516	
-80	3852.9175	
-79	3718.2983	
-78	3575.4102	
-77	3386.2795	
-76	3270.5994	
-75	3102.5513	
-74	2984.8518	
-73	2942.6501	
-72	2805.5564	
-71	2747.3250	
-70	2655.6702	
-69	2598.1118	
-68	2512.0046	
-67	2406.7363	
-66	2380.7656	
-65	2397.3433	
-64	2286.2263	
-63	2251.9900	
-62	2244.2314	
-61	2212.2649	
-60	2181.4050	
-59	2177.2312	
-58	2115.9919	
-57	2120.5625	
-56	2106.0723	
-55	2107.4587	
-54	2115.2964	
-53	2104.4624	
-52	2138.3125	
-51	2117.9570	
-50	2170.1797	
-49	2162.0901	
-48	2227.7788	
-47	2273.4875	
-46	2295.8545	
-45	2405.7822	
-44	2481.3271	
-43	2516.0732	
-42	2610.2407	
-41	2743.4849	
-40	2835.3767	
-39	2943.0012	
-38	3045.9883	
-37	3147.8118	
-36	3233.5620	
-35	3433.9719	
-34	3666.2681	
-33	3889.4812	
-32	4058.9836	
-31	4311.6670	
-30	4641.9697	
-29	5091.0093	
-28	5480.3330	
-27	5869.5972	
-26	6284.6196	
-25	6831.2983	
-24	7455.2271	
-23	8127.3589	
-22	8888.7529	
-21	9755.7676	
-20	10633.7324	
-19	11805.7949	
-18	13074.3594	
-17	14778.3516	
-16	16307.7031	
-15	18268.7793	
-14	20284.5117	
-13	22872.6270	
-12	26035.4844	
-11	29351.3750	
-10	33073.2305	
-9	37336.4688	
-8	42198.6992	
-7	47250.4180	
-6	52647.7188	
-5	58088.2227	
-4	63190.4648	
-3	67315.9609	
-2	70427.1016	
-1	72839.3125	
0	74726.8594	
1	65504.7461	
2	59531.3828	
3	52908.6250	
4	46539.7148	
5	41180.5508	
6	36186.9141	
7	31488.1250	
8	27496.9766	
9	23738.3672	
10	20585.2188	
11	18129.3965	
12	15887.3643	
13	13958.1680	
14	12399.4375	
15	10863.0527	
16	9749.0088	
17	8724.9072	
18	7894.7485	
19	7095.6172	
20	6449.6812	
21	5881.2686	
22	5341.1680	
23	4879.7217	
24	4525.8359	
25	4155.4458	
26	3840.3335	
27	3560.9558	
28	3338.5352	
29	3163.2805	
30	2936.7056	
31	2678.3596	
32	2575.2144	
33	2488.5012	
34	2326.3096	
35	2213.2329	
36	2117.2502	
37	2070.3479	
38	1936.9984	
39	1874.3883	
40	1826.1215	
41	1734.8008	
42	1692.4598	
43	1682.1111	
44	1633.9796	
45	1589.3308	
46	1513.2305	
47	1529.7031	
48	1480.5929	
49	1472.5502	
50	1503.6084	
51	1483.0692	
52	1478.2747	
53	1471.9598	
54	1493.3556	
55	1547.1400	
56	1522.8389	
57	1471.9301	
58	1569.6411	
59	1592.4785	
60	1614.7812	
61	1589.9541	
62	1611.4797	
63	1629.9667	
64	1760.0667	
65	1828.0450	
66	1845.2249	
67	1903.3612	
68	1974.5396	
69	2077.6318	
70	2131.8179	
71	2237.8782	
72	2302.6794	
73	2438.6919	
74	2576.8518	
75	2680.4023	
76	2688.6860	
77	2938.4521	
78	3078.6077	
79	3129.0242	
80	3332.5942	
81	3481.8867	
82	3643.3257	
83	3772.8096	
84	3871.7466	
85	4004.8628	
86	4287.3374	
87	4391.0386	
88	4594.5103	
89	4939.9707	
