535979.7552	721264.3248	1354194.039	650.2795217	650.2795217	650.2795217	650.2795217	650.2795217	650.2795217	650.2795217	650.2795217	650.2795217	650.2795217	650.2795217	650.2795217	650.2795217	97933.15782	14042.77244	650.2795217	10193.07908	650.2795217	650.2795217	1287.035012	13119.78797	15674.81242	37644.98764	36246.31440	14640.92565	21250.66578	19467.53309
507938.6560	655063.5105	1076314.326	8089265.890	622.4102021	622.4102021	622.4102021	622.4102021	622.4102021	622.4102021	622.4102021	622.4102021	622.4102021	622.4102021	622.4102021	622.4102021	56248.09324	12984.17640	622.4102021	10369.02130	622.4102021	622.4102021	1311.094814	12828.47292	14914.34109	33087.63501	30768.47527	14139.72513	20019.48899	18047.64379
476588.5134	587291.1804	855591.6917	2223102.426	590.3530715	590.3530715	590.3530715	590.3530715	590.3530715	590.3530715	590.3530715	590.3530715	590.3530715	590.3530715	590.3530715	590.3530715	36387.07758	11820.32225	590.3530715	10593.95122	590.3530715	9121.262205	254147.3409	12493.32201	14111.51361	28527.08023	25840.13593	13614.17473	18469.00551	16591.67946
442278.2501	519712.7169	680270.9695	1163156.384	23101784.65	554.1292530	554.1292530	554.1292530	554.1292530	554.1292530	554.1292530	554.1292530	554.1292530	554.1292530	554.1292530	242189.2676	25014.57455	10572.20835	554.1292530	10880.62827	500000000.0/Im(fsolve(exp(-.2523829383e-6*(beta^2-.6250000000e13*Pi^2*(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi)))^(1/2))-((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi))+.5687389238*(beta^2-.1098922500e14*Pi^2)^(1/2))/((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi))-.5687389238*(beta^2-.1098922500e14*Pi^2)^(1/2))*((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi))+(.7407347476e-1-.2106978837e-3*I)*(beta^2-(.8437500000e14+.2400000000e12*I)*Pi^2)^(1/2))/((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi))+(-.7407347476e-1+.2106978837e-3*I)*(beta^2-(.8437500000e14+.2400000000e12*I)*Pi^2)^(1/2)) = 0,beta,complex))*signum(Im(fsolve(exp(-.2523829383e-6*(beta^2-.6250000000e13*Pi^2*(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi)))^(1/2))-((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi))+.5687389238*(beta^2-.1098922500e14*Pi^2)^(1/2))/((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi))-.5687389238*(beta^2-.1098922500e14*Pi^2)^(1/2))*((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi))+(.7407347476e-1-.2106978837e-3*I)*(beta^2-(.8437500000e14+.2400000000e12*I)*Pi^2)^(1/2))/((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-7.097457166/Pi^2/(1+1.212121212*I/Pi))+(-.7407347476e-1+.2106978837e-3*I)*(beta^2-(.8437500000e14+.2400000000e12*I)*Pi^2)^(1/2)) = 0,beta,complex)))	8774.222167	85949.82500	12100.56628	13266.93554	24189.75436	21555.43874	13041.15919	16673.95139	15157.49552
405593.8998	454074.0341	541015.0812	727502.2037	1344119.314	514.0104039	514.0104039	514.0104039	514.0104039	514.0104039	514.0104039	514.0104039	514.0104039	514.0104039	514.0104039	51150.50527	17812.59895	9270.280696	6885.157785	11242.33978	152003.9201	8300.162267	48889.33990	11620.88138	12364.22758	20272.98001	17934.49400	12373.79049	14765.66568	13771.12866
367336.7700	391926.3249	430407.6615	494859.3369	616031.4568	902029.5853	2191122.217	470.5520721	470.5520721	470.5520721	470.5520721	470.5520721	470.5520721	248968.0393	62155.83896	25495.74843	12959.98359	7952.788608	6574.128256	11686.98725	55237.44742	7674.631139	33045.65688	10998.26689	11359.78733	16899.60004	14918.12727	11554.19492	12877.79479	12409.17104
328463.3373	334490.9781	342557.9611	353205.6368	366867.1715	383345.9801	400416.1195	410776.6518	398414.3939	344182.9039	251895.1337	157481.6485	89337.86662	48968.49117	27066.99235	15538.21554	9555.405391	6662.562120	6143.025255	12199.02117	32128.11652	6890.994256	24509.02515	10143.93545	10183.57408	14084.13606	12372.56328	10553.94951	11091.38481	11016.72601
377.1927862	377.1927862	377.1927862	377.1927862	377.1927862	377.1927862	377.1927862	377.1927862	377.1927862	377.1927862	79118.16764	55460.79413	37321.31370	24427.02261	15817.65641	10362.20411	7101.880661	5442.652462	5564.270672	12690.52542	22107.34177	5976.745443	19286.15269	8961.080035	8777.497969	11710.27238	10126.16924	9403.118819	9438.648616	9552.271299
329.5642461	329.5642461	329.5642461	329.5642461	329.5642461	329.5642461	329.5642461	329.5642461	329.5642461	329.5642461	329.5642461	329.5642461	329.5642461	15034.34931	10390.92687	7267.279350	5303.223505	4331.649872	4827.355673	12891.51541	16762.48078	5001.767092	15675.76784	7435.045648	7186.540178	9539.173617	8078.392951	8127.075769	7940.188031	8027.404577
282.9247803	282.9247803	282.9247803	282.9247803	282.9247803	282.9247803	282.9247803	282.9247803	282.9247803	282.9247803	282.9247803	282.9247803	14249.67867	10179.20680	7270.936787	5263.571844	282.9247803	282.9247803	282.9247803	500000000.0/Im(fsolve(exp(-.1856635537e-6*(beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2))-((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi))+.5687389238*(beta^2-.1098922500e14*Pi^2)^(1/2))/((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi))-.5687389238*(beta^2-.1098922500e14*Pi^2)^(1/2))*((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi))+(.7407347476e-1-.2106978837e-3*I)*(beta^2-(.8437500000e14+.2400000000e12*I)*Pi^2)^(1/2))/((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi))+(-.7407347476e-1+.2106978837e-3*I)*(beta^2-(.8437500000e14+.2400000000e12*I)*Pi^2)^(1/2)) = 0,beta,complex))*signum(Im(fsolve(exp(-.1856635537e-6*(beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2))-((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi))+.5687389238*(beta^2-.1098922500e14*Pi^2)^(1/2))/((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi))-.5687389238*(beta^2-.1098922500e14*Pi^2)^(1/2))*((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi))+(.7407347476e-1-.2106978837e-3*I)*(beta^2-(.8437500000e14+.2400000000e12*I)*Pi^2)^(1/2))/((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi))+(-.7407347476e-1+.2106978837e-3*I)*(beta^2-(.8437500000e14+.2400000000e12*I)*Pi^2)^(1/2)) = 0,beta,complex)))	13625.29472	500000000.0/Im(fsolve(exp(-.3430783601e-6*(beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2))-((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi))+.5687389238*(beta^2-.1098922500e14*Pi^2)^(1/2))/((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi))-.5687389238*(beta^2-.1098922500e14*Pi^2)^(1/2))*((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi))+(.7407347476e-1-.2106978837e-3*I)*(beta^2-(.8437500000e14+.2400000000e12*I)*Pi^2)^(1/2))/((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi))+(-.7407347476e-1+.2106978837e-3*I)*(beta^2-(.8437500000e14+.2400000000e12*I)*Pi^2)^(1/2)) = 0,beta,complex))*signum(Im(fsolve(exp(-.3430783601e-6*(beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2))-((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi))+.5687389238*(beta^2-.1098922500e14*Pi^2)^(1/2))/((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi))-.5687389238*(beta^2-.1098922500e14*Pi^2)^(1/2))*((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi))+(.7407347476e-1-.2106978837e-3*I)*(beta^2-(.8437500000e14+.2400000000e12*I)*Pi^2)^(1/2))/((beta^2-.6250000000e13*Pi^2*(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi)))^(1/2)/(14.9+.627*I-28.25548595/Pi^2/(1+1.212121212*I/Pi))+(-.7407347476e-1+.2106978837e-3*I)*(beta^2-(.8437500000e14+.2400000000e12*I)*Pi^2)^(1/2)) = 0,beta,complex)))	12622.44349	5746.267142	5622.150493	7358.002979	6315.647780	6681.925530	6549.396178	6540.598360
