#Angle(degree)	CountsImageJ(au)	Offset(=Counts-Min(Counts))	Normalization
-90	468.1331	163.1544	0.1377866279
-89	470.6763	165.6976	0.139934403
-88	487.9954	183.0167	0.1545606735
-87	478.2706	173.2919	0.1463479168
-86	455.8052	150.8265	0.1273755096
-85	469.2884	164.3097	0.1387622982
-84	423.9657	118.987	0.1004865177
-83	425.5093	120.5306	0.1017901138
-82	423.0804	118.1017	0.099738867
-81	409.6482	104.6695	0.0883951487
-80	405.993	101.0143	0.085308271
-79	402.3409	97.3622	0.0822240113
-78	370.9067	65.928	0.055677302
-77	382.7144	77.7357	0.0656491028
-76	364.3484	59.3697	0.0501387077
-75	369.4127	64.434	0.054415594
-74	379.171	74.1923	0.062656642
-73	383.0243	78.0456	0.0659108185
-72	370.7575	65.7788	0.0555513001
-71	381.8452	76.8665	0.0649150488
-70	369.5797	64.601	0.0545566283
-69	368.7102	63.7315	0.0538223209
-68	363.2258	58.2471	0.0491906531
-67	356.2055	51.2268	0.043261892
-66	346.5982	41.6195	0.035148366
-65	326.2831	21.3044	0.0179919232
-64	333.1217	28.143	0.0237672356
-63	341.6454	36.6667	0.0309656433
-62	332.8557	27.877	0.0235425942
-61	341.0968	36.1181	0.0305023414
-60	339.3409	34.3622	0.0290194544
-59	310.5116	5.5329	0.0046726269
-58	315.028	10.0493	0.0084868024
-57	315.4747	10.496	0.0088640481
-56	321.677	16.6983	0.0141019945
-55	315.7424	10.7637	0.0090901252
-54	311.9728	6.9941	0.0059066348
-53	310.7887	5.81	0.0049066425
-52	320.7072	15.7285	0.0132829821
-51	312.2043	7.2256	0.0061021404
-50	331.4215	26.4428	0.0223313882
-49	311.9309	6.9522	0.0058712495
-48	318.4994	13.5207	0.011418458
-47	304.9787	0	0
-46	313.1053	8.1266	0.00686305
-45	308.1098	3.1311	0.0026442665
-44	320.4619	15.4832	0.0130758222
-43	351.7248	46.7461	0.0394778657
-42	376.9048	71.9261	0.0607427981
