
# Surface 0 of 1 surfaces

# Contour 0, label:      600
 2.51189e+21  4.2547  600 
 2.3938e+21  4.49895  600 
 2.28135e+21  4.74321  600 
 2.17454e+21  4.98749  600 
 2.07338e+21  5.23179  600 
 1.97786e+21  5.47611  600 
 1.88798e+21  5.72045  600 
 1.80374e+21  5.96481  600 
 1.72515e+21  6.20918  600 
 1.6522e+21  6.45358  600 
 1.58489e+21  6.69799  600 

 2.51189e+21  3.80842  600 
 2.48059e+21  3.66839  600 
 2.43565e+21  3.52848  600 
 2.37706e+21  3.38868  600 
 2.30483e+21  3.249  600 
 2.21895e+21  3.10944  600 
 2.11943e+21  2.96999  600 
 2.00626e+21  2.83067  600 
 1.87945e+21  2.69146  600 
 1.73899e+21  2.55236  600 
 1.58489e+21  2.41339  600 

 1e+23  6.30019  600 
 9.47103e+22  6.32971  600 
 8.93094e+22  6.34901  600 
 8.37972e+22  6.35808  600 
 7.81737e+22  6.35692  600 
 7.24391e+22  6.34552  600 
 6.65931e+22  6.3239  600 
 6.06465e+22  6.29303  600 
 5.49924e+22  6.28985  600 
 5.05431e+22  6.4  600 
 4.7607e+22  6.65242  600 
 4.61494e+22  7.04388  600 
 4.61705e+22  7.57436  600 
 4.76703e+22  8.24388  600 
 5.06486e+22  9.05242  600 
 5.51056e+22  10  600 


# Contour 1, label:      400
 2.51189e+21  5.64025  400 
 2.3879e+21  5.94123  400 
 2.27087e+21  6.24223  400 
 2.1608e+21  6.54325  400 
 2.05767e+21  6.8443  400 
 1.96149e+21  7.14537  400 
 1.87227e+21  7.44646  400 
 1.79e+21  7.74758  400 
 1.71468e+21  8.04872  400 
 1.64631e+21  8.34989  400 
 1.58489e+21  8.65107  400 

 2.51189e+21  2.9342  400 
 2.46378e+21  2.83273  400 
 2.40576e+21  2.73135  400 
 2.33783e+21  2.63005  400 
 2.25999e+21  2.52884  400 
 2.17225e+21  2.42771  400 
 2.07459e+21  2.32667  400 
 1.96703e+21  2.22571  400 
 1.84956e+21  2.12484  400 
 1.72218e+21  2.02405  400 
 1.58489e+21  1.92335  400 

 3.8559e+21  0.968558  400 
 3.8559e+21  1.07145  400 
 3.8559e+21  1.17433  400 
 3.8559e+21  1.27722  400 
 3.8559e+21  1.38011  400 
 3.8559e+21  1.483  400 
 3.8559e+21  1.58589  400 
 3.8559e+21  1.68878  400 
 3.8559e+21  1.79167  400 
 3.8559e+21  1.89455  400 
 3.8559e+21  1.99744  400 
 3.8559e+21  2.10033  400 
 3.8559e+21  2.20322  400 
 3.8559e+21  2.30611  400 
 3.8559e+21  2.409  400 
 3.8559e+21  2.51189  400 

 4.03752e+21  1  400 
 4.04369e+21  1.10414  400 
 4.04746e+21  1.20828  400 
 4.04883e+21  1.31243  400 
 4.0478e+21  1.41658  400 
 4.04438e+21  1.52073  400 
 4.03857e+21  1.62489  400 
 4.03092e+21  1.72905  400 
 4.02271e+21  1.83321  400 
 4.01526e+21  1.93737  400 
 4.0099e+21  2.04152  400 
 4.00795e+21  2.14567  400 
 4.01075e+21  2.24982  400 
 4.01961e+21  2.35396  400 
 4.03587e+21  2.45808  400 
 4.06081e+21  2.5622  400 

 7.4126e+21  0.251189  400 
 7.51485e+21  0.284399  400 
 7.56987e+21  0.315094  400 
 7.57766e+21  0.343272  400 
 7.53821e+21  0.368935  400 
 7.45152e+21  0.392081  400 
 7.3176e+21  0.412711  400 
 7.13645e+21  0.430825  400 
 6.90806e+21  0.446423  400 
 6.63243e+21  0.459505  400 
 6.30957e+21  0.47007  400 

 3.56956e+22  0.251189  400 
 3.45061e+22  0.270223  400 
 3.33197e+22  0.285028  400 
 3.21364e+22  0.295603  400 
 3.09562e+22  0.301948  400 
 2.97791e+22  0.304063  400 
 2.86051e+22  0.301948  400 
 2.74343e+22  0.295603  400 
 2.62665e+22  0.285028  400 
 2.51019e+22  0.270223  400 
 2.39403e+22  0.251189  400 

 1e+23  5.11157  400 
 9.59231e+22  5.1887  400 
 9.17254e+22  5.24516  400 
 8.7407e+22  5.28097  400 
 8.29678e+22  5.29612  400 
 7.84079e+22  5.29061  400 
 7.37272e+22  5.26444  400 
 6.89257e+22  5.2176  400 
 6.40035e+22  5.15011  400 
 5.89771e+22  5.06492  400 
 5.39786e+22  4.98565  400 
 4.91895e+22  4.9447  400 
 4.47912e+22  4.97453  400 
 4.09654e+22  5.10756  400 
 3.78733e+22  5.37213  400 
 3.54316e+22  5.74663  400 
 3.3394e+22  6.17623  400 
 3.15261e+22  6.60888  400 
 2.97483e+22  7.02845  400 
 2.80737e+22  7.44023  400 
 2.65167e+22  7.84983  400 
 2.50916e+22  8.26282  400 
 2.38101e+22  8.68381  400 
 2.26746e+22  9.11367  400 
 2.1685e+22  9.5524  400 
 2.08413e+22  10  400 


# Contour 2, label:      200
 5.29227e+21  1  200 
 5.31711e+21  1.17872  200 
 5.34226e+21  1.35744  200 
 5.36771e+21  1.53616  200 
 5.39349e+21  1.71488  200 
 5.42003e+21  1.8936  200 
 5.44794e+21  2.07232  200 
 5.47782e+21  2.25104  200 
 5.51029e+21  2.42974  200 
 5.54596e+21  2.60845  200 
 5.5851e+21  2.78714  200 
 5.62774e+21  2.96583  200 
 5.67387e+21  3.14451  200 
 5.72349e+21  3.32318  200 
 5.7766e+21  3.50185  200 
 5.8332e+21  3.6805  200 

 8.94505e+21  10  200 
 8.92549e+21  9.56298  200 
 8.85171e+21  9.12641  200 
 8.72371e+21  8.69027  200 
 8.54149e+21  8.25457  200 
 8.30505e+21  7.81931  200 
 8.01439e+21  7.38448  200 
 7.66952e+21  6.9501  200 
 7.27042e+21  6.51615  200 
 6.81711e+21  6.08264  200 
 6.30957e+21  5.64957  200 

 8.72398e+21  0.251189  200 
 8.81635e+21  0.299308  200 
 8.83454e+21  0.343499  200 
 8.77855e+21  0.383763  200 
 8.64838e+21  0.420099  200 
 8.44403e+21  0.452507  200 
 8.1655e+21  0.480987  200 
 7.81279e+21  0.505539  200 
 7.3859e+21  0.526163  200 
 6.88483e+21  0.542859  200 
 6.30957e+21  0.555628  200 

 5.20064e+22  0.251189  200 
 4.98645e+22  0.264846  200 
 4.77197e+22  0.278437  200 
 4.55722e+22  0.291963  200 
 4.34217e+22  0.305424  200 
 4.12684e+22  0.318819  200 
 3.91123e+22  0.33214  200 
 3.6954e+22  0.344834  200 
 3.47951e+22  0.355485  200 
 3.26374e+22  0.362598  200 
 3.04827e+22  0.364678  200 
 2.83327e+22  0.360233  200 
 2.61891e+22  0.347766  200 
 2.40537e+22  0.325816  200 
 2.19274e+22  0.293634  200 
 1.98101e+22  0.251189  200 

 1e+23  2.11013  200 
 9.64749e+22  2.21459  200 
