.76896748844322773340e-6	.76823330609749351667e-6	.76611718490468052881e-6	.75005017682930434927e-6	.67614978841819829576e-6	.13176522988566973381e-4
.77289349525614825731e-6	.77217107020873834684e-6	.77007916403447952568e-6	.75391733728790684044e-6	.67777102043047533318e-6	.13263157519674549126e-4
.77697767750852716332e-6	.77626906202564029664e-6	.77420623380535954037e-6	.75796452791616551500e-6	.67945053397434888179e-6	.13352272342255069568e-4
.78122856926150210959e-6	.78053600624298140698e-6	.77850759568907255678e-6	.76220330712361310217e-6	.68119063883852209763e-6	.13443970867646736370e-4
.78565531318365391547e-6	.78498125359554374199e-6	.78299312304296579946e-6	.76664622185563017272e-6	.68299371198544293551e-6	.13538362947694709978e-4
.79026771525225018120e-6	.78961483731236257531e-6	.78767342238206598029e-6	.77130691423093162238e-6	.68486219100082091364e-6	.13635565401732270903e-4
.79507630537390634350e-6	.79444753569096576283e-6	.79255990133962710050e-6	.77620024204679847176e-6	.68679856498985299983e-6	.13735702595565840117e-4
.80009240466728734148e-6	.79949094156054218544e-6	.79766484416069831457e-6	.78134241525134685752e-6	.68880536230224065748e-6	.13838907078370835430e-4
.80532820025468098867e-6	.80475753951112851032e-6	.80300149569269842214e-6	.78675115084114668483e-6	.69088513433122736524e-6	.13945320284137769536e-4
.81079682852915356052e-6	.81026079189038215910e-6	.80858415497461281987e-6	.79244584906883619595e-6	.69304043446637183109e-6	.14055093305131330297e-4
.81651246800190194573e-6	.81601523471279302142e-6	.81442827968506577166e-6	.79844779435234601319e-6	.69527379108036105846e-6	.14168387745748184198e-4
.82249044299298741061e-6	.82203658479106335559e-6	.82055060289234899197e-6	.80478038488087172619e-6	.69758767319111336979e-6	.14285376666190087301e-4
.82874733961080060040e-6	.82834185958895238166e-6	.82696926376007502141e-6	.81146939563176491454e-6	.69998444715570191142e-6	.14406245626514279775e-4
.83530113567454466966e-6	.83494951151252080145e-6	.83370395410440771291e-6	.81854328036943334949e-6	.70246632241640185078e-6	.14531193842886945260e-4
.84217134647308561602e-6	.84187957860601248683e-6	.84077608297704746123e-6	.82603351921832787585e-6	.70503528392657337571e-6	.14660435469246693182e-4
.84937918852608005927e-6	.84915385390323118414e-6	.84820896176673492087e-6	.83397501961729864552e-6	.70769300843260525889e-6	.14794201019074539041e-4
.85694776382248063259e-6	.85679607600866672097e-6	.85602801267532651474e-6	.84240657990598831233e-6	.71044076127967829337e-6	.14932738943543132997e-4
.86490226735977964671e-6	.86483214384761687458e-6	.86426100383631910912e-6	.85137142650243050189e-6	.71327926985330218409e-6	.15076317383940187743e-4
.87327022119572075262e-6	.87329035893260233334e-6	.87293831480665878594e-6	.86091783764252745353e-6	.71620856918766353738e-6	.15225226117859297197e-4
.88208173865118979655e-6	.88220169894345643868e-6	.88209323667696622522e-6	.87109986900137129748e-6	.71922781470765960492e-6	.15379778720112396458e-4
.89136982276280154971e-6	.89160012690529521322e-6	.89176231160693012859e-6	.88197819922763319775e-6	.72233505659540864344e-6	.15540314960464678952e-4
.90117070356354314702e-6	.90152294075983478997e-6	.90198571719046051917e-6	.89362111649592724997e-6	.72552696999796773729e-6	.15707203460853372059e-4
.91152421924580871631e-6	.91201116863771667346e-6	.91280770166666856476e-6	.90610567057256287486e-6	.72879853539414495215e-6	.15880844634317212941e-4
