.780854029260524e-6	.780515525943691e-6	.779820152061379e-6	.779123277648587e-6	.777785675141538e-6	.774506933719434e-6	.769343476498658e-6	.680899336223691e-6	.597169103077109e-6	.600758057620202e-6
.798705509615775e-6	.798413925466188e-6	.797803082650732e-6	.797178972427026e-6	.795955781580326e-6	.792853265948670e-6	.787748731582188e-6	.688135378994289e-6	.597232139054730e-6	.600758034201489e-6
.819715612585088e-6	.819498444297277e-6	.819022524435107e-6	.818516371826579e-6	.817485096992079e-6	.814717375472090e-6	.809858405149997e-6	.696432432538165e-6	.597324390044996e-6	.600758007275206e-6
.844688650650108e-6	.844584443715867e-6	.844314507688374e-6	.843990594867783e-6	.843263031661259e-6	.841067432066981e-6	.836757221047321e-6	.705929406463978e-6	.597447226838294e-6	.600757976541822e-6
.874718364970595e-6	.874781487862055e-6	.874818402631341e-6	.874768774746843e-6	.874507207232393e-6	.873240723712848e-6	.869972187679747e-6	.716731230948100e-6	.597600975491475e-6	.600757941743274e-6
.911325985039857e-6	.911633883948888e-6	.912122291853927e-6	.912480106657832e-6	.912922447311024e-6	.913126752696702e-6	.911706628612950e-6	.728832623879018e-6	.597784569371319e-6	.297029885137576e-5
.956678458175594e-6	.957342989074606e-6	6.28318530717958/(Re(fsolve(exp(-.20e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-10.4854306959580/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-10.4854306959580/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-10.4854306959580/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-10.4854306959580/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))/signum(Re(fsolve(exp(-.20e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-10.4854306959580/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-10.4854306959580/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-10.4854306959580/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-10.4854306959580/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))))^1.	.959453850673589e-6	.960953584474066e-6	.963460206229023e-6	.965222337328941e-6	.741957543878429e-6	.597995140024479e-6	.308463568332219e-5
6.28318530717958/(Re(fsolve(exp(-.4e-8*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-11.4534618577994/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-11.4534618577994/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-11.4534618577994/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-11.4534618577994/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))/signum(Re(fsolve(exp(-.4e-8*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-11.4534618577994/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-11.4534618577994/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-11.4534618577994/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-11.4534618577994/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))))^1.	.101512000598703e-5	.101724359778447e-5	.101909869978719e-5	.102218985485984e-5	.102829287434741e-5	.103546582355011e-5	.755261566825586e-6	.598227534047203e-6	.322307686109736e-5
6.28318530717958/(Re(fsolve(exp(-.4e-8*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))/signum(Re(fsolve(exp(-.4e-8*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))))^1.	6.28318530717958/(Re(fsolve(exp(-.100e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))/signum(Re(fsolve(exp(-.100e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))))^1.	6.28318530717958/(Re(fsolve(exp(-.20e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))/signum(Re(fsolve(exp(-.20e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-12.5108631521099/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))))^1.	.109648703887660e-5	.110199156833909e-5	.111373208403194e-5	.113005811285603e-5	.766914012487297e-6	.598473739600500e-6	.339496190297859e-5
6.28318530717958/(Re(fsolve(exp(-.4e-8*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))/signum(Re(fsolve(exp(-.4e-8*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))))^1.	6.28318530717958/(Re(fsolve(exp(-.100e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))/signum(Re(fsolve(exp(-.100e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))))^1.	6.28318530717958/(Re(fsolve(exp(-.20e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))/signum(Re(fsolve(exp(-.20e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))))^1.	6.28318530717958/(Re(fsolve(exp(-.28e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))/signum(Re(fsolve(exp(-.28e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))))^1.	6.28318530717958/(Re(fsolve(exp(-.4e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))/signum(Re(fsolve(exp(-.4e-7*(beta^2-13195056250000.0*Pi^2)^(1/2))-(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))^(1/2)/(1.758276-13.6658853675963/Pi^2/(1.+.7843137253*I/Pi)))*(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)+(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))/(.473662247555784*(beta^2-13195056250000.0*Pi^2)^(1/2)-(beta^2-6250000000000.00*Pi^2*(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi)))^(1/2)/(13.64+.48e-1*I-144.4169278/Pi^2/(1.+1.212121212*I/Pi))) = 0,beta,complex))))^1.	.122893361559223e-5	.126061286249810e-5	.773888799880718e-6	.598722204024318e-6	.361456258531485e-5
