
# Curve 0 of 5, 100 points
# Curve title: "Water*/SiO_2"
# x y type
1.66602e+21 1563.8  i
1.72426e+21 1592.57  i
1.78453e+21 1610.04  i
1.84691e+21 1614.51  i
1.91148e+21 1605.24  i
1.97829e+21 1582.31  i
2.04745e+21 1546.45  i
2.11902e+21 1498.79  i
2.19309e+21 1440.7  i
2.26976e+21 1373.72  i
2.3491e+21 1299.44  i
2.43122e+21 1219.49  i
2.5162e+21 1135.52  i
2.60416e+21 1049.2  i
2.69519e+21 962.2  i
2.78941e+21 876.253  i
2.88692e+21 793.093  i
2.98783e+21 714.466  i
3.09228e+21 642.073  i
3.20037e+21 577.473  i
3.31225e+21 521.936  i
3.42803e+21 476.258  i
3.54786e+21 440.593  i
3.67188e+21 414.4  i
3.80024e+21 396.544  i
3.93308e+21 385.549  i
4.07057e+21 379.871  i
4.21286e+21 378.109  i
4.36013e+21 379.115  i
4.51255e+21 382.004  i
4.67029e+21 386.124  i
4.83355e+21 391.01  i
5.00251e+21 396.336  i
5.17738e+21 401.877  i
5.35837e+21 407.48  i
5.54568e+21 413.041  i
5.73953e+21 418.492  i
5.94017e+21 423.79  i
6.14782e+21 428.907  i
6.36272e+21 433.828  i
6.58514e+21 438.546  i
6.81533e+21 443.06  i
7.05358e+21 447.371  i
7.30014e+21 451.485  i
7.55533e+21 455.407  i
7.81944e+21 459.146  i
8.09278e+21 462.708  i
8.37568e+21 466.101  i
8.66846e+21 469.335  i
8.97148e+21 472.416  i
9.28509e+21 475.352  i
9.60967e+21 478.152  i
9.94559e+21 480.821  i
1.02933e+22 483.367  i
1.06531e+22 485.796  i
1.10255e+22 488.115  i
1.14109e+22 490.328  i
1.18098e+22 492.443  i
1.22226e+22 494.463  i
1.26498e+22 496.394  i
1.3092e+22 498.239  i
1.35497e+22 500.005  i
1.40233e+22 501.694  i
1.45136e+22 503.311  i
1.50209e+22 504.858  i
1.5546e+22 506.34  i
1.60894e+22 507.76  i
1.66518e+22 509.12  i
1.72339e+22 510.424  i
1.78364e+22 511.674  i
1.84599e+22 512.872  i
1.91052e+22 514.022  i
1.9773e+22 515.125  i
2.04642e+22 516.184  i
2.11796e+22 517.2  i
2.19199e+22 518.176  i
2.26862e+22 519.113  i
2.34792e+22 520.013  i
2.43e+22 520.878  i
2.51494e+22 521.709  i
2.60285e+22 522.508  i
2.69384e+22 523.276  i
2.78801e+22 524.014  i
2.88547e+22 524.724  i
2.98633e+22 525.407  i
3.09072e+22 526.064  i
3.19877e+22 526.696  i
3.31058e+22 527.304  i
3.42631e+22 527.889  i
3.54608e+22 528.452  i
3.67004e+22 528.994  i
3.79833e+22 529.516  i
3.93111e+22 530.019  i
4.06853e+22 530.503  i
4.21075e+22 530.969  i
4.35794e+22 531.418  i
4.51028e+22 531.851  i
4.66795e+22 532.268  i
4.83112e+22 532.669  i
5e+22 533.056  i


# Curve 1 of 5, 153 points
# Curve title: "Water*/SiO_2/Si*, t=20 nm"
# x y type
1 1  u
1 1  u
1 1  u
1 1  u
1 1  u
1 1  u
1 1  u
1 1  u
1 1  u
1 1  u
1.90095e+21 10246.3  o
1.94523e+21 3745.79  o
1.99054e+21 2272.37  i
2.0369e+21 1620.69  i
2.08435e+21 1253.25  i
2.1329e+21 1017.41  i
2.18258e+21 853.251  i
2.23342e+21 732.44  i
2.28544e+21 639.85  i
2.33868e+21 566.669  i
2.39315e+21 507.42  i
2.44889e+21 458.519  i
2.50594e+21 417.529  i
2.56431e+21 382.733  i
2.62404e+21 352.893  i
2.68516e+21 317.042  i
2.7477e+21 294.665  i
2.81171e+21 275.042  i
2.8772e+21 257.796  i
2.94422e+21 242.635  i
3.0128e+21 229.338  i
3.08297e+21 217.741  i
3.15479e+21 207.722  i
3.22827e+21 199.194  i
3.30347e+21 192.094  i
3.38041e+21 186.375  i
3.45915e+21 181.994  i
3.53973e+21 178.907  i
3.62218e+21 177.058  i
3.70655e+21 176.377  i
3.79289e+21 176.778  i
3.88124e+21 178.163  i
3.97164e+21 180.425  i
4.06415e+21 183.454  i
4.15882e+21 187.143  i
4.25569e+21 191.388  i
4.35482e+21 196.09  i
4.45625e+21 201.153  i
4.56005e+21 206.487  i
4.66627e+21 212.002  i
4.77496e+21 217.609  i
4.88619e+21 223.217  i
5e+21 228.742  i
5.11646e+21 234.103  i
5.23564e+21 239.233  i
5.3576e+21 244.082  i
5.48239e+21 248.621  i
5.61009e+21 252.844  i
5.74077e+21 256.76  i
5.87449e+21 260.392  i
6.01132e+21 263.771  i
6.15134e+21 266.926  i
6.29463e+21 269.889  i
6.44125e+21 272.686  i
6.59128e+21 275.339  i
6.74481e+21 277.87  i
6.90192e+21 280.293  i
7.06269e+21 282.621  i
7.2272e+21 284.867  i
7.39554e+21 287.037  i
7.56781e+21 289.14  i
7.74408e+21 291.182  i
7.92447e+21 293.167  i
8.10905e+21 295.099  i
8.29793e+21 296.982  i
8.49122e+21 298.82  i
8.689e+21 300.614  i
8.8914e+21 302.367  i
9.0985e+21 304.082  i
9.31044e+21 305.759  i
9.5273e+21 307.4  i
9.74922e+21 309.008  i
9.97631e+21 310.583  i
1.02087e+22 312.126  i
1.04465e+22 313.639  i
1.06898e+22 315.123  i
1.09388e+22 316.578  i
1.11936e+22 318.006  i
1.14543e+22 319.408  i
1.17211e+22 320.784  i
1.19942e+22 322.136  i
1.22735e+22 323.463  i
1.25594e+22 324.768  i
1.2852e+22 326.049  i
1.31513e+22 327.309  i
1.34577e+22 328.547  i
1.37711e+22 329.764  i
1.40919e+22 330.962  i
1.44202e+22 332.139  i
1.4756e+22 333.298  i
1.50998e+22 334.438  i
1.54515e+22 335.56  i
1.58114e+22 336.664  i
1.61797e+22 337.751  i
1.65566e+22 338.822  i
1.69422e+22 339.876  i
1.73368e+22 340.914  i
1.77407e+22 341.936  i
1.81539e+22 342.943  i
1.85768e+22 343.936  i
1.90095e+22 344.914  i
1.94523e+22 345.878  i
1.99054e+22 346.828  i
2.0369e+22 347.764  i
2.08435e+22 348.687  i
2.1329e+22 349.598  i
2.18258e+22 350.495  i
2.23342e+22 351.381  i
2.28544e+22 352.254  i
2.33868e+22 353.115  i
2.39315e+22 353.965  i
2.44889e+22 354.803  i
2.50594e+22 355.63  i
2.56431e+22 356.447  i
2.62404e+22 357.252  i
2.68516e+22 358.047  i
2.7477e+22 358.832  i
2.81171e+22 359.606  i
2.8772e+22 360.371  i
2.94422e+22 361.126  i
3.0128e+22 361.871  i
3.08297e+22 362.607  i
3.15479e+22 363.334  i
3.22827e+22 364.051  i
3.30347e+22 364.76  i
3.38041e+22 365.46  i
3.45915e+22 366.151  i
3.53973e+22 366.834  i
3.62218e+22 367.509  i
3.70655e+22 368.175  i
3.79289e+22 368.833  i
3.88124e+22 369.484  i
3.97164e+22 370.126  i
4.06415e+22 370.761  i
4.15882e+22 371.389  i
4.25569e+22 372.009  i
4.35482e+22 372.621  i
4.45625e+22 373.227  i
4.56005e+22 373.825  i
4.66627e+22 374.416  i
4.77496e+22 375.001  i
4.88619e+22 375.578  i
5e+22 376.149  i


# Curve 2 of 5, 153 points
# Curve title: "Water*/SiO_2/Si*, t=10 nm"
# x y type
1 1  u
1 1  u
1 1  u
1 1  u
1 1  u
1 1  u
1 1  u
1 1  u
1 1  u
1 1  u
1.90095e+21 3182.19  o
1.94523e+21 1543.4  i
1.99054e+21 1011.15  i
2.0369e+21 747.567  i
2.08435e+21 590.217  i
2.1329e+21 485.652  i
2.18258e+21 411.132  i
2.23342e+21 355.345  i
2.28544e+21 312.028  i
2.33868e+21 277.436  i
2.39315e+21 249.191  i
2.44889e+21 225.713  i
2.50594e+21 205.913  i
2.56431e+21 189.016  i
2.62404e+21 174.458  i
2.68516e+21 160.592  i
2.7477e+21 149.568  i
2.81171e+21 139.899  i
2.8772e+21 131.404  i
2.94422e+21 123.943  i
3.0128e+21 117.412  i
3.08297e+21 111.735  i
3.15479e+21 106.854  i
3.22827e+21 102.732  i
3.30347e+21 99.3396  i
3.38041e+21 96.659  i
3.45915e+21 94.6735  i
3.53973e+21 93.3653  i
3.62218e+21 92.7119  i
3.70655e+21 92.684  i
3.79289e+21 93.2456  i
3.88124e+21 94.3551  i
3.97164e+21 95.9684  i
4.06415e+21 98.0416  i
