.76080732877152407449e-6	.76031245873108016046e-6	.75870960262782792575e-6	.74438276325293364191e-6	.67229421553812504767e-6	.13431364217695949153e-4
.76450544363893083334e-6	.76402462575340875716e-6	.76245273002438916257e-6	.74807451598359333461e-6	.67383070461705239541e-6	.13517241199485633764e-4
.76835083441919721604e-6	.76788601298941916203e-6	.76634980013091531704e-6	.75193620081153074141e-6	.67542152693270241012e-6	.13605527134455399207e-4
.77235133136247499303e-6	.77190462238973285464e-6	.77040925208147596554e-6	.75597856787810826474e-6	.67706875737647449017e-6	.13696319617558764094e-4
.77651531455781859248e-6	.77608902095698555196e-6	.77464013050849243481e-6	.76021327169301389787e-6	.67877452319224095573e-6	.13789722176716119681e-4
.78085176262373531590e-6	.78044839092654942434e-6	.77905213983030512530e-6	.76465296698021643528e-6	.68054099692344626390e-6	.13885844749070092582e-4
.78537030659829412665e-6	.78499258531323695852e-6	.78365570437362986886e-6	.76931141674817691059e-6	.68237038695577568529e-6	.13984804203464782229e-4
.79008128967441205990e-6	.78973218949093510065e-6	.78846203505824759812e-6	.77420361439399941906e-6	.68426492510228249602e-6	.14086724914335592464e-4
.79499583351608523636e-6	.79467858956538320016e-6	.79348320347326934327e-6	.77934592195247728469e-6	.68622685056055757034e-6	.14191739392837295337e-4
.80012591199511221233e-6	.79984404840771669442e-6	.79873222429186097796e-6	.78475622695682032005e-6	.68825838943085730934e-6	.14299988981759858241e-4
.80548443330738174853e-6	.80524179034015248149e-6	.80422314710684513873e-6	.79045412079850512504e-6	.69036172881614084685e-6	.14411624621593126104e-4
.81108533156546979373e-6	.81088609560780457441e-6	.80997115892592230050e-6	.79646110197127970973e-6	.69253898432551132800e-6	.14526807696011379118e-4
.81694366912282751252e-6	.81679240593493420273e-6	.81599269874555281155e-6	.80280080817304526922e-6	.69479215956739268103e-6	.14645710966065244582e-4
.82307575106727398328e-6	.82297744265313923859e-6	.82230558583039802394e-6	.80949928193554203110e-6	.69712309594408987949e-6	.14768519603498186677e-4
.82949925353115721808e-6	.82945933910657603363e-6	.82892916356460118664e-6	.81658527527420395756e-6	.69953341074247764790e-6	.14895432334851855627e-4
.83623336770596893761e-6	.83625778928904583476e-6	.83588446101640483056e-6	.82409059982010424984e-6	.70202442115598560644e-6	.15026662709388228581e-4
.84329896172404537445e-6	.84339421495356555230e-6	.84319437467317629942e-6	.83205053003510126266e-6	.70459705147433091628e-6	.15162440505328250824e-4
.85071876288277425591e-6	.85089195376067635473e-6	.85088387316435950039e-6	.84050426844303313412e-6	.70725172024971928133e-6	.15303013290465920049e-4
.85851756304043183700e-6	.85877647140051770005e-6	.85898022819928242324e-6	.84949548335507747142e-6	.70998820381199379419e-6	.15448648154824033197e-4
.86672245040916553212e-6	.86707560103773544204e-6	.86751327540812063672e-6	.85907293134101301187e-6	.71280547209666760595e-6	.15599633634605381130e-4
.87536307140923039691e-6	.87581981388749268184e-6	.87651570928843725696e-6	.86929117870154534034e-6	.71570149242810568475e-6	.15756281848150942850e-4
.88447192672497759889e-6	.88504252523118881966e-6	.88602341702342169338e-6	.88021143840617000913e-6	.71867299675692520763e-6	.15918930865771805069e-4
.89408470620638942027e-6	.89478044071141687200e-6	.89607585654135739554e-6	.89190254130742208362e-6	.72171520802160203438e-6	.16087947335909037840e-4
.90424066776883338805e-6	.90507394828610275924e-6	.90671648480811991854e-6	.90444206278080907810e-6	.72482152198194173138e-6	.16263729389695373294e-4
.91498306592038855768e-6	.91596756173387381724e-6	.91799324294728036884e-6	.91791762799974945691e-6	.72798314231825442754e-6	.16446709844046941506e-4
6.2831853071795864770/(Re(fsolve(exp(-.100e-7*(beta^2-13531222564546.468195*Pi^2)^(1/2))-(.47366224755578438705*(beta^2-13531222564546.468195*Pi^2)^(1/2)+(beta^2-6409229292100.624900*Pi^2*(1.758276-10.027830417792372097/Pi^2/(1.+.7745098041*I/Pi)))^(1/2)/(1.758276-10.027830417792372097/Pi^2/(1.+.7745098041*I/Pi)))/(.47366224755578438705*(beta^2-13531222564546.468195*Pi^2)^(1/2)-(beta^2-6409229292100.624900*Pi^2*(1.758276-10.027830417792372097/Pi^2/(1.+.7745098041*I/Pi)))^(1/2)/(1.758276-10.027830417792372097/Pi^2/(1.+.7745098041*I/Pi)))*(.47366224755578438705*(beta^2-13531222564546.468195*Pi^2)^(1/2)+(beta^2-6409229292100.624900*Pi^2*(13.64+.48e-1*I-140.8290698/Pi^2/(1.+1.196969697*I/Pi)))^(1/2)/(13.64+.48e-1*I-140.8290698/Pi^2/(1.+1.196969697*I/Pi)))/(.47366224755578438705*(beta^2-13531222564546.468195*Pi^2)^(1/2)-(beta^2-6409229292100.624900*Pi^2*(13.64+.48e-1*I-140.8290698/Pi^2/(1.+1.196969697*I/Pi)))^(1/2)/(13.64+.48e-1*I-140.8290698/Pi^2/(1.+1.196969697*I/Pi))) = 0,beta,complex))/signum(Re(fsolve(exp(-.100e-7*(beta^2-13531222564546.468195*Pi^2)^(1/2))-(.47366224755578438705*(beta^2-13531222564546.468195*Pi^2)^(1/2)+(beta^2-6409229292100.624900*Pi^2*(1.758276-10.027830417792372097/Pi^2/(1.+.7745098041*I/Pi)))^(1/2)/(1.758276-10.027830417792372097/Pi^2/(1.+.7745098041*I/Pi)))/(.47366224755578438705*(beta^2-13531222564546.468195*Pi^2)^(1/2)-(beta^2-6409229292100.624900*Pi^2*(1.758276-10.027830417792372097/Pi^2/(1.+.7745098041*I/Pi)))^(1/2)/(1.758276-10.027830417792372097/Pi^2/(1.+.7745098041*I/Pi)))*(.47366224755578438705*(beta^2-13531222564546.468195*Pi^2)^(1/2)+(beta^2-6409229292100.624900*Pi^2*(13.64+.48e-1*I-140.8290698/Pi^2/(1.+1.196969697*I/Pi)))^(1/2)/(13.64+.48e-1*I-140.8290698/Pi^2/(1.+1.196969697*I/Pi)))/(.47366224755578438705*(beta^2-13531222564546.468195*Pi^2)^(1/2)-(beta^2-6409229292100.624900*Pi^2*(13.64+.48e-1*I-140.8290698/Pi^2/(1.+1.196969697*I/Pi)))^(1/2)/(13.64+.48e-1*I-140.8290698/Pi^2/(1.+1.196969697*I/Pi))) = 0,beta,complex))))^1.	.92751042202265236255e-6	.92995910529978136029e-6	.93242842036368218461e-6	.73118866934228989257e-6	.16637359719018780367e-4
.93842313981032588561e-6	.93975686307725062525e-6	.94267269985855505542e-6	.94808691736246626102e-6	.73442364673040309441e-6	.16836192077015953925e-4
.95123198018891459707e-6	.95276704834395079363e-6	.95619900746857163700e-6	.96502087509127305120e-6	.73767007670656917602e-6	.17043766177666643823e-4
