1.33976	2.39549
1.347	2.3302
1.39698	2.29147
1.42557	2.25254
1.45416	2.2136
1.46851	2.16799
1.49344	2.18131
1.52556	2.16202
1.55059	2.11651
1.57917	2.08411
1.6077	2.07785
1.63626	2.05853
1.6506	2.01291
1.67919	1.97398
1.71132	1.94815
1.73985	1.94189
1.7756	1.88996
1.80062	1.85099
1.83626	1.85787
1.85772	1.81887
1.88984	1.79957
1.9149	1.741
1.94699	1.74131
1.95762	1.77409
2.02184	1.74858
2.0575	1.74239
2.09315	1.74274
2.11806	1.76913
2.15018	1.74984
2.18221	1.78283
2.21786	1.78318
2.26784	1.74446
2.29636	1.74474
2.32843	1.75159
2.39986	1.68039
2.43194	1.68071
2.46047	1.67445
2.48904	1.64859
2.51758	1.63579
2.56037	1.62968
2.59604	1.62349
2.62813	1.61727
2.66381	1.60455
2.69947	1.59836
2.73155	1.59868
2.76721	1.59249
2.80288	1.5863
2.83853	1.58665
2.87419	1.58047
2.90984	1.58082
2.94192	1.58113
2.97403	1.56837
3.00252	1.58826
3.03105	1.582
