1.34535	5.25829
1.38099	5.26517
1.38805	5.30446
1.41306	5.27202
1.44191	5.0893
1.44916	5.02401
1.45995	4.96529
1.46726	4.86733
1.48874	4.81525
1.51377	4.77628
1.53871	4.78306
1.5922	4.77705
1.62078	4.74465
1.64579	4.71221
1.67438	4.67328
1.71013	4.61481
1.7387	4.58894
1.78883	4.46525
1.8103	4.41971
1.83533	4.38074
1.86388	4.36141
1.89245	4.33555
1.92811	4.32936
1.94962	4.26421
1.9817	4.26453
1.99954	4.25817
2.02812	4.22577
2.06025	4.19994
2.09237	4.18064
2.12451	4.14828
2.13888	4.0896
2.17099	4.07684
2.20309	4.06408
2.23521	4.04479
2.26377	4.02546
2.29234	3.9996
2.32446	3.98031
2.33523	3.93466
2.36735	3.91537
2.39237	3.88293
2.42451	3.85057
2.45663	3.83127
2.48875	3.81198
2.52442	3.79926
2.55652	3.79304
2.59219	3.78032
2.6207	3.78713
2.64927	3.76127
2.67783	3.7354
2.70285	3.70297
2.73143	3.67057
2.74934	3.61846
2.78147	3.59263
2.80646	3.57327
2.83504	3.54087
2.86714	3.53465
2.8992	3.54803
2.93486	3.54185
2.95988	3.50941
2.99202	3.47705
3.02414	3.45775
3.05625	3.445
3.08481	3.41913
3.10982	3.39323
3.13838	3.36737
3.17406	3.35465
3.19908	3.31568
3.23118	3.30946
