-90	91.9975
-89	87.3899
-88	80.1273
-87	87.6
-86	94.6965
-85	93.3877
-84	80.6678
-83	73.4304
-82	65.5431
-81	62.2948
-80	53.358
-79	56.2699
-78	57.178
-77	56.6329
-76	50.6404
-75	45.9629
-74	47.9312
-73	52.3918
-72	55.1111
-71	46.5879
-70	48.4767
-69	49.5443
-68	39.907
-67	38.6345
-66	37.2909
-65	43.4144
-64	41.4047
-63	44.4602
-62	44.6377
-61	48.6313
-60	38.7946
-59	40.846
-58	36.8799
-57	37.0803
-56	45.3384
-55	45.4002
-54	48.8048
-53	42.7833
-52	41.8951
-51	47.0512
-50	45.6644
-49	45.8141
-48	46.4345
-47	39.4067
-46	45.1796
-45	49.5487
-44	54.0433
-43	50.1544
-42	47.1381
-41	52.6542
-40	66.6308
-39	67.3673
-38	71.0721
-37	61.0549
-36	66.832
-35	60.0835
-34	52.3534
-33	55.4744
-32	55.6342
-31	76.1467
-30	65.7578
-29	53.0894
-28	55.89
-27	58.8369
-26	60.6138
-25	70.153
-24	76.8625
-23	61.2258
-22	57.4333
-21	58.8495
-20	54.2924
-19	56.1477
-18	51.6101
-17	47.9294
-16	50.306
-15	64.5316
-14	56.9096
-13	53.3903
-12	48.744
-11	60.6336
-10	61.8848
-9	58.2356
-8	62.6952
-7	65.303
-6	51.9971
-5	84.3588
-4	67.3603
-3	61.8627
-2	72.5712
-1	76.3418
0	78.9108
1	68.5898
2	67.931
3	75.7064
4	82.5587
5	84.4992
6	81.1781
7	100.7966
8	103.528
9	109.8166
10	101.0566
11	101.8842
12	121.904
13	126.3435
14	133.9527
15	147.7588
16	141.9135
17	146.795
18	159.6958
19	186.4785
20	210.6949
21	225.6463
22	208.7776
23	218.4062
24	229.7511
25	258.9874
26	265.7938
27	291.0074
28	325.1154
29	335.9063
30	378.7385
31	397.7907
32	408.8904
33	469.0699
34	519.7446
35	585.2747
36	692.0574
37	814.0143
38	946.1852
39	1063.0433
40	1245.4401
41	1343.2355
42	1529.2383
43	1775.8093
44	2121.0884
45	2434.532
46	2794.6733
47	3005.9561
48	3184.6777
49	3307.0864
50	3327.8564
51	3207.394
52	3028.9175
53	2654.8186
54	2580.46
55	2372.5374
56	2061.8831
57	1822.1222
58	1640.4821
59	1242.3263
60	998.7333
61	836.7617
62	767.4439
63	701.6146
64	605.3538
65	512.5029
66	450.6427
67	390.7133
68	327.2182
69	268.8659
70	275.0283
71	266.2508
72	234.3875
73	228.0345
74	223.7147
75	202.7306
76	202.9157
77	196.8278
78	172.3405
79	147.0503
80	138.6111
81	150.0392
82	137.8956
83	132.176
84	128.0756
85	107.2467
86	101.8181
87	96.3609
88	85.943
89	80.4585
