#x	Curve1
1.42109e-14	0.200565
19.186	0.198305
40.6977	0.19322
70.3488	0.181921
95.9302	0.167797
118.605	0.155367
137.791	0.144068
156.395	0.136723
175.581	0.135593
191.86	0.142373
201.163	0.149718
215.116	0.164972
240.698	0.201695
269.186	0.248023
306.395	0.312429
330.814	0.351977
363.953	0.400565
