#x	Curve1
-0.581395	0.20113
26.1628	0.19661
57.5581	0.187571
91.2791	0.171186
115.116	0.156497
133.721	0.146893
153.488	0.137853
164.535	0.135593
170.349	0.134463
180.233	0.140678
187.209	0.140113
192.442	0.148023
209.884	0.163277
243.023	0.202825
263.372	0.234463
284.884	0.264407
310.465	0.299435
329.07	0.325424
351.744	0.350282
370.93	0.371186
