-90	242.5419	
-89	233.9432	
-88	209.8733	
-87	197.3514	
-86	172.3340	
-85	150.5099	
-84	135.6555	
-83	108.9271	
-82	128.1381	
-81	99.5713	
-80	99.3738	
-79	86.6770	
-78	85.6180	
-77	82.0391	
-76	76.1172	
-75	75.3379	
-74	59.8175	
-73	59.8568	
-72	52.9971	
-71	38.6099	
-70	39.2829	
-69	39.8163	
-68	32.0662	
-67	33.9886	
-66	34.5366	
-65	26.9365	
-64	25.6454	
-63	29.1151	
-62	24.1776	
-61	22.3679	
-60	23.6156	
-59	24.8576	
-58	24.9087	
-57	23.6257	
-56	21.6269	
-55	22.3499	
-54	18.0796	
-53	17.4684	
-52	18.3366	
-51	19.1176	
-50	17.7879	
-49	20.3088	
-48	22.2915	
-47	17.8203	
-46	19.8474	
-45	14.5624	
-44	13.3528	
-43	14.4445	
-42	16.6225	
-41	16.5044	
-40	17.0028	
-39	18.4413	
-38	17.4188	
-37	18.4967	
-36	16.6953	
-35	17.6176	
-34	16.8248	
-33	17.0946	
-32	21.9578	
-31	19.4790	
-30	21.5311	
-29	21.5138	
-28	25.2391	
-27	18.1289	
-26	15.1698	
-25	20.3693	
-24	21.1856	
-23	20.6116	
-22	19.1212	
-21	26.7500	
-20	19.0869	
-19	29.8608	
-18	24.5635	
-17	28.2722	
-16	27.5413	
-15	29.0741	
-14	31.9876	
-13	31.0292	
-12	31.9367	
-11	34.9599	
-10	41.2936	
-9	39.0386	
-8	55.0144	
-7	48.8360	
-6	47.6690	
-5	54.8834	
-4	49.5528	
-3	52.9798	
-2	43.8531	
-1	50.1905	
0	55.3213	
1	50.7640	
2	59.4529	
3	59.9895	
4	53.4466	
5	60.9832	
6	48.4757	
7	61.1334	
8	48.3593	
9	45.8528	
10	49.4149	
11	47.7948	
12	42.1320	
13	45.7627	
14	42.5325	
15	49.1617	
16	48.6329	
17	48.2940	
18	45.2596	
19	48.6786	
20	46.2008	
21	47.0616	
22	46.4039	
23	43.8204	
24	46.6129	
25	53.8629	
26	55.9354	
27	47.6708	
28	49.4663	
29	49.8506	
30	56.5341	
31	62.6942	
32	64.3417	
33	74.0007	
34	72.3174	
35	86.5095	
36	95.0005	
37	106.0364	
38	115.0784	
39	116.5989	
40	127.7719	
41	131.1811	
42	145.4223	
43	180.0889	
44	188.2040	
45	189.6657	
46	211.1190	
47	244.0784	
48	264.3746	
49	302.4760	
50	336.3175	
51	375.5002	
52	417.9032	
53	461.1291	
54	517.8647	
55	570.7368	
56	640.9381	
57	691.6647	
58	751.5656	
59	774.4000	
60	836.6161	
61	887.9059	
62	932.3658	
63	1040.6984	
64	1091.0470	
65	1111.2335	
66	1123.4106	
67	1108.8086	
68	1160.5969	
69	1192.7861	
70	1216.5896	
71	1225.1635	
72	1177.8342	
73	1138.5813	
74	1074.7480	
75	1014.3705	
76	964.5580	
77	897.4379	
78	872.8362	
79	810.1683	
80	747.8499	
81	685.3912	
82	619.3550	
83	541.1426	
84	482.7485	
85	452.3109	
86	398.7457	
87	366.0298	
88	344.2043	
89	293.1510	
