#Angle(degree)	CountsImageJ(au)	Offset(=Counts-Min(Counts))	Normalization
-90	87.9958	47.0222	0.2646074545
-89	100.8414	59.8678	0.3368933432
-88	112.7263	71.7527	0.4037730965
-87	106.5988	65.6252	0.3692918902
-86	93.5381	52.5645	0.2957955719
-85	93.4831	52.5095	0.2954860711
-84	103.2675	62.2939	0.3505457062
-83	113.6416	72.668	0.4089237531
-82	131.4884	90.5148	0.5093528338
-81	117.784	76.8104	0.4322342302
-80	121.3232	80.3496	0.4521503274
-79	101.8783	60.9047	0.342728278
-78	104.4909	63.5173	0.3574301302
-77	92.1125	51.1389	0.2877733103
-76	83.3642	42.3906	0.2385441081
-75	85.9419	44.9683	0.253049568
-74	80.6014	39.6278	0.2229970372
-73	70.1234	29.1498	0.1640343152
-72	78.7812	37.8076	0.2127542479
-71	82.9412	41.9676	0.2361637653
-70	74.5172	33.5436	0.1887594925
-69	77.3396	36.366	0.2046419497
-68	71.7076	30.734	0.1729490646
-67	75.2168	34.2432	0.1926963431
-66	72.2352	31.2616	0.1759180217
-65	65.6922	24.7186	0.1390986773
-64	63.0381	22.0645	0.1241632926
-63	52.7234	11.7498	0.0661195067
-62	64.7418	23.7682	0.1337505029
-61	61.9603	20.9867	0.1180982018
-60	55.5095	14.5359	0.0817976934
-59	72.0811	31.1075	0.1750508566
-58	68.8761	27.9025	0.1570153991
-57	68.0218	27.0482	0.1522080071
-56	74.8818	33.9082	0.1908112017
-55	75.5624	34.5888	0.1946411338
-54	80.9374	39.9638	0.2248878059
-53	83.9398	42.9662	0.241783175
-52	84.0813	43.1077	0.2425794362
-51	81.0557	40.0821	0.2255535141
-50	74.7779	33.8043	0.1902265265
-49	78.6763	37.7027	0.2121639454
-48	79.0142	38.0406	0.214065406
-47	80.3435	39.3699	0.2215457597
-46	78.5216	37.548	0.211293404
-45	68.3564	27.3828	0.1540908976
-44	67.0295	26.0559	0.1466240493
-43	54.492	13.5184	0.076071928
-42	61.5223	20.5487	0.1156334497
-41	68.2541	27.2805	0.153515226
-40	57.0725	16.0989	0.0905931443
-39	53.3806	12.407	0.0698177603
-38	47.2954	6.3218	0.0355745883
-37	50.7068	9.7332	0.054771518
-36	50.7877	9.8141	0.0552267656
-35	44.1967	3.2231	0.0181373115
-34	45.8325	4.8589	0.0273424289
-33	49.3803	8.4067	0.0473069207
-32	40.9736	0	0
-31	45.6824	4.7088	0.026497773
-30	45.4019	4.4283	0.0249193188
-29	54.2293	13.2557	0.0745936395
-28	53.9152	12.9416	0.0728261084
-27	56.9165	15.9429	0.0897152874
-26	61.0167	20.0431	0.112788293
-25	63.7178	22.7442	0.1279881602
-24	63.2422	22.2686	0.1253118221
-23	58.3855	17.4119	0.0979817732
-22	53.3783	12.4047	0.0698048175
-21	50.1135	9.1399	0.0514328482
-20	65.8809	24.9073	0.1401605465
-19	65.5244	24.5508	0.1381544184
-18	66.523	25.5494	0.143773828
-17	72.6799	31.7063	0.1784204766
-16	75.8142	34.8406	0.1960580849
-15	80.9646	39.991	0.2250408682
-14	85.1513	44.1777	0.2486006342
-13	86.558	45.5844	0.25651654
-12	93.9165	52.9429	0.2979249376
-11	106.5294	65.5558	0.3689013565
-10	88.139	47.1654	0.2654132821
-9	86.185	45.2114	0.2544175616
-8	84.1803	43.2067	0.2431365377
-7	86.0472	45.0736	0.2536421214
-6	88.75	47.7764	0.268851555
-5	87.2799	46.3063	0.2605788791
-4	83.0199	42.0463	0.2366066329
-3	85.4354	44.4618	0.2501993467
-2	88.29	47.3164	0.2662630026
-1	87.1616	46.188	0.2599131709
0	98.5995	57.6259	0.3242775266
1	84.8352	43.8616	0.2468218485
2	92.2575	51.2839	0.2885892671
3	101.3661	60.3925	0.3398459811
4	103.2995	62.3259	0.3507257794
5	112.3719	71.3983	0.4017787857
6	104.6493	63.6757	0.3583214926
7	107.4048	66.4312	0.3738274842
8	101.62	60.6464	0.3412747495
9	110.8548	69.8812	0.3932416273
10	125.5802	84.6066	0.4761056917
11	133.8667	92.8931	0.5227362124
12	117.948	76.9744	0.4331571054
13	126.1669	85.1933	0.4794072215
14	138.7664	97.7928	0.5503082347
15	129.3836	88.41	0.4975085183
16	136.8354	95.8618	0.5394419419
17	139.95	98.9764	0.5569686926
18	134.6448	93.6712	0.5271148051
19	145.5788	104.6052	0.5886435704
20	146.4365	105.4629	0.5934700952
21	156.7219	115.7483	0.6513490016
22	162.2747	121.3011	0.6825962055
23	182.5128	141.5392	0.7964818196
24	179.3266	138.353	0.7785521551
25	171.5984	130.6248	0.7350633492
26	193.0486	152.075	0.8557697989
27	184.7394	143.7658	0.8090115388
28	191.915	150.9414	0.8493907054
29	183.9414	142.9678	0.8045209631
30	183.6387	142.6651	0.802817583
31	187.9168	146.9432	0.8268916831
32	177.7416	136.768	0.7696329039
33	188.5548	147.5812	0.8304818928
34	194.73	153.7564	0.8652315207
35	192.308	151.3344	0.8516022295
36	178.4718	137.4982	0.7737419495
37	171.7765	130.8029	0.7360655692
38	187.1407	146.1671	0.8225243451
39	193.5346	152.561	0.8585046608
40	204.2461	163.2725	0.9187813545
41	184.1632	143.1896	0.8057690955
42	194.1753	153.2017	0.8621100641
43	190.0371	149.0635	0.8388232216
44	180.8911	139.9175	0.7873560469
45	202.2294	161.2558	0.9074328031
46	206.9677	165.9941	0.9340965811
47	198.8751	157.9015	0.8885571915
48	189.9996	149.026	0.8386121983
49	196.4663	155.4927	0.8750021806
50	203.5237	162.5501	0.9147162018
51	187.5219	146.5483	0.8246694672
52	194.2755	153.3019	0.8626739184
53	198.1899	157.2163	0.8847013739
54	203.1174	162.1438	0.9124298348
55	206.0027	165.0291	0.9286662484
56	218.6791	177.7055	1
57	215.6693	174.6957	0.983062989
58	195.1525	154.1789	0.8676090498
59	182.9602	141.9866	0.7989994682
60	168.9844	128.0108	0.7203536188
61	168.8889	127.9153	0.7198162128
62	169.7513	128.7777	0.7246691858
63	145.6181	104.6445	0.5888647228
64	148.3787	107.4051	0.6043994136
65	165.8081	124.8345	0.7024796644
66	154.4024	113.4288	0.6382965074
67	141.9601	100.9865	0.5682801039
68	149.7436	108.77	0.6120800988
69	154.7068	113.7332	0.6400094538
70	140.413	99.4394	0.5595741269
71	132.8341	91.8605	0.516925475
72	154.3026	113.329	0.6377349041
73	159.9106	118.937	0.6692927343
74	145.9164	104.9428	0.5905433428
75	143.1234	102.1498	0.5748263278
76	129.5035	88.5299	0.4981832301
77	122.5653	81.5917	0.4591399816
78	111.2226	70.249	0.3953113438
79	113.4313	72.4577	0.4077403344
80	113.0082	72.0346	0.4053594289
81	102.8242	61.8506	0.3480511295
82	116.1485	75.1749	0.423030801
83	105.3546	64.381	0.3622904187
84	105.2629	64.2893	0.3617743964
85	105.1046	64.131	0.3608835967
86	111.2929	70.3193	0.3957069421
87	91.5809	50.6073	0.2847818441
88	91.6141	50.6405	0.2849686701
89	91.5391	50.5655	0.2845466235
