#Angle(degree)	CountsImageJ(au)	Offset(=Counts-Min(Counts))	Normalization
-90	225.6216	113.0583	0.3263749321
-89	216.4595	103.8962	0.2999259251
-88	210.68	98.1167	0.2832417549
-87	198.7428	86.1795	0.2487816327
-86	184.7087	72.1454	0.2082682123
-85	179.1229	66.5596	0.1921432122
-84	209.3325	96.7692	0.279351813
-83	187.8605	75.2972	0.2173667792
-82	210.7083	98.145	0.2833234509
-81	166.8033	54.24	0.1565791836
-80	177.3406	64.7773	0.1869980965
-79	161.1425	48.5792	0.1402376747
-78	166.9336	54.3703	0.1569553316
-77	165.7305	53.1672	0.1534822414
-76	166.0319	53.4686	0.1543523182
-75	158.9438	46.3805	0.133890502
-74	168.005	55.4417	0.1600482324
-73	163.4332	50.8699	0.1468504317
-72	168.0925	55.5292	0.160300826
-71	158.8776	46.3143	0.1336993968
-70	153.1927	40.6294	0.1172883164
-69	157.9462	45.3829	0.1310106459
-68	162.3698	49.8065	0.1437806252
-67	157.8249	45.2616	0.1306604789
-66	142.8126	30.2493	0.0873232061
-65	139.7182	27.1549	0.0783903406
-64	140.7601	28.1968	0.0813980812
-63	150.5013	37.938	0.109518825
-62	137.4832	24.9199	0.0719383775
-61	124.4527	11.8894	0.034322134
-60	133.2262	20.6629	0.0596493365
-59	117.0592	4.4959	0.0129786938
-58	129.4011	16.8378	0.0486070977
-57	130.4447	17.8814	0.0516197458
-56	141.5813	29.018	0.0837687085
-55	130.6797	18.1164	0.0522981402
-54	120.1268	7.5635	0.0218341935
-53	127.3588	14.7955	0.042711418
-52	148.6795	36.1162	0.1042596813
-51	137.0921	24.5288	0.0708093562
-50	151.3253	38.762	0.1118975353
-49	166.787	54.2237	0.156532129
-48	167.1175	54.5542	0.1574862113
-47	170.4414	57.8781	0.1670815938
-46	167.8459	55.2826	0.159588945
-45	140.4796	27.9163	0.0805883382
-44	132.6733	20.11	0.0580532335
-43	149.584	37.0207	0.1068707777
-42	139.6803	27.117	0.0782809315
-41	121.2071	8.6438	0.0249527866
-40	134.6501	22.0868	0.0637598288
-39	135.7799	23.2166	0.0670213177
-38	123.3565	10.7932	0.0311576409
-37	122.557	9.9937	0.0288496568
-36	112.735	0.1717	0.0004956609
-35	124.7268	12.1635	0.0351134015
-34	116.9778	4.4145	0.0127437096
-33	125.3959	12.8326	0.037044949
-32	115.3196	2.7563	0.0079568437
-31	112.5633	0	0
-30	113.9939	1.4306	0.0041298337
-29	126.3322	13.7689	0.0397478452
-28	116.3968	3.8335	0.0110664878
-27	114.2356	1.6723	0.0048275695
-26	128.4768	15.9135	0.0459388429
-25	121.9541	9.3908	0.0271092146
-24	126.7184	14.1551	0.0408627213
-23	123.1389	10.5756	0.0305294767
-22	128.5586	15.9953	0.0461749819
-21	117.0153	4.452	0.012851964
-20	132.2118	19.6485	0.0567209825
-19	137.6354	25.0721	0.0723777461
-18	145.7885	33.2252	0.0959139877
-17	137.841	25.2777	0.072971269
-16	152.3289	39.7656	0.1147947121
-15	155.9782	43.4149	0.1253294543
-14	176.0774	63.5141	0.1833515105
-13	188.6018	76.0385	0.2195067525
-12	167.6761	55.1128	0.159098769
-11	183.9127	71.3494	0.2059703319
-10	179.2964	66.7331	0.1926440693
-9	195.5573	82.994	0.2395857811
-8	193.1799	80.6166	0.23272274
-7	189.0094	76.4461	0.2206834058
-6	194.7865	82.2232	0.2373606477
-5	218.7311	106.1678	0.3064835445
-4	204.4657	91.9024	0.2653024109
-3	222.178	109.6147	0.3164340015
-2	218.4961	105.9328	0.3058051501
-1	233.8549	121.2916	0.3501426938
0	226.2168	113.6535	0.3280931461
1	269.835	157.2717	0.4540094837
2	260.1989	147.6356	0.4261921409
3	271.8622	159.2989	0.4598615729
4	253.4237	140.8604	0.4066335995
5	253.5444	140.9811	0.4069820344
6	264.3452	151.7819	0.4381616149
7	263.5091	150.9458	0.4357479745
8	278.5708	166.0075	0.4792278545
9	267.6822	155.1189	0.4477948143
10	265.1989	152.6356	0.4406260627
11	283.7428	171.1795	0.4941583032
12	297.2183	184.655	0.5330591658
13	294.2538	181.6905	0.5245012936
14	319.2553	206.692	0.5966752327
15	320.0729	207.5096	0.5990354676
16	333.27	220.7067	0.6371326495
17	324.0368	211.4735	0.6104783921
18	339.8358	227.2725	0.6560866982
19	340.7042	228.1409	0.6585935818
20	357.1291	244.5658	0.7060087262
21	361.8829	249.3196	0.7197319217
22	397.3339	284.7706	0.822071314
23	385.6751	273.1118	0.7884148725
24	381.1555	268.5922	0.7753677619
25	400.4674	287.9041	0.8311170528
26	405.804	293.2407	0.8465226662
27	430.1281	317.5648	0.9167410976
28	416.6779	304.1146	0.8779132706
29	396.227	283.6637	0.8188759324
30	438.2825	325.7192	0.940281092
31	458.8532	346.2899	0.999664267
32	425.997	313.4337	0.9048155027
33	433.7753	321.212	0.9272697775
34	431.2841	318.7208	0.9200782203
35	425.3783	312.815	0.9030294492
36	457.0456	344.4823	0.9944461156
37	444.8994	332.3361	0.9593826554
38	420.4347	307.8714	0.8887583421
39	446.8359	334.2726	0.9649729133
40	458.5479	345.9846	0.9987829317
41	451.8612	339.2979	0.9794798707
42	456.9716	344.4083	0.9942324935
43	458.9695	346.4062	1
44	441.1568	328.5935	0.9485785762
45	426.3354	313.7721	0.9057923906
46	416.6796	304.1163	0.8779181781
47	415.0891	302.5258	0.8733267476
48	420.2301	307.6668	0.888167706
49	391.423	278.8597	0.8050078203
50	412.6983	300.135	0.8664250236
51	395.2105	282.6472	0.8159415161
52	425.0472	312.4839	0.9020736349
53	416.1758	303.6125	0.8764638162
54	391.8659	279.3026	0.8062863771
55	404.2146	291.6513	0.8419344111
56	396.5514	283.9881	0.8198124052
57	392.2021	279.6388	0.807256914
58	394.9967	282.4334	0.8153243216
59	385.8773	273.314	0.7889985803
60	382.5849	270.0216	0.7794941315
61	363.1684	250.6051	0.723442883
62	362.6186	250.0553	0.7218557289
63	372.0067	259.4434	0.7489571492
64	342.8542	230.2909	0.6648001681
65	319.9962	207.4329	0.5988140512
66	325.9207	213.3574	0.6159168052
67	317.8595	205.2962	0.5926458591
68	308.4516	195.8883	0.5654872805
69	300.2569	187.6936	0.5418309488
70	322.6763	210.113	0.606550922
71	299.8761	187.3128	0.5407316613
72	291.3268	178.7635	0.5160516757
73	298.5306	185.9673	0.5368474929
74	294.2679	181.7046	0.5245419972
75	268.3795	155.8162	0.449807769
76	292.5663	180.003	0.519629845
77	295.9263	183.363	0.5293294404
78	284.892	172.3287	0.4974757958
79	285.4776	172.9143	0.4991662967
80	286.3336	173.7703	0.5016373841
81	284.4879	171.9246	0.4963092462
82	281.6319	169.0686	0.4880645901
83	303.0418	190.4785	0.5498703545
84	291.5245	178.9612	0.516622393
85	288.9952	176.4319	0.5093208493
86	247.9281	135.3648	0.3907689874
87	233.8255	121.2622	0.3500578223
88	224.3178	111.7545	0.3226111426
89	220.5492	107.9859	0.3117320071
