#Angle(degree)	CountsImageJ(au)	Offset(=Counts-Min(Counts))	Normalization
-90	1184.8029	542.8577	0.1510857157
-89	1143.5422	501.597	0.1396022231
-88	1107.3523	465.4071	0.1295300128
-87	1087.8103	445.8651	0.1240911712
-86	1057.1151	415.1699	0.115548221
-85	1034.0961	392.1509	0.1091416764
-84	989.0475	347.1023	0.0966039524
-83	930.5912	288.646	0.0803346577
-82	949.545	307.5998	0.0856097941
-81	909.4819	267.5367	0.0744596122
-80	911.3657	269.4205	0.0749839029
-79	887.6068	245.6616	0.0683714326
-78	864.4503	222.5051	0.0619266196
-77	854.6443	212.6991	0.0591974578
-76	842.9653	201.0201	0.055947011
-75	860.2562	218.311	0.0607593365
-74	842.3551	200.4099	0.0557771828
-73	839.2699	197.3247	0.0549185238
-72	827.9023	185.9571	0.0517547445
-71	813.2307	171.2855	0.0476714107
-70	836.6684	194.7232	0.054194486
-69	787.3364	145.3912	0.0404646255
-68	805.6639	163.7187	0.0455654529
-67	816.2542	174.309	0.0485128976
-66	785.7649	143.8197	0.0400272527
-65	812.2043	170.2591	0.0473857477
-64	789.4695	147.5243	0.0410583003
-63	766.4611	124.5159	0.0346547058
-62	730.3055	88.3603	0.0245920417
-61	708.4622	66.517	0.0185127125
-60	713.3033	71.3581	0.0198600657
-59	711.1376	69.1924	0.0192573179
-58	704.0718	62.1266	0.0172907961
-57	685.1069	43.1617	0.0120125704
-56	678.962	37.0168	0.0103023494
-55	687.7864	45.8412	0.0127583168
-54	668.2695	26.3243	0.0073264609
-53	655.562	13.6168	0.0037897666
-52	658.2869	16.3417	0.0045481485
-51	641.9452	0	0
-50	662.0695	20.1243	0.0056009047
-49	665.5323	23.5871	0.0065646557
-48	656.9805	15.0353	0.0041845571
-47	661.9447	19.9995	0.005566171
-46	671.0149	29.0697	0.0080905483
-45	665.6737	23.7285	0.0066040095
-44	664.1866	22.2414	0.0061901265
-43	662.2932	20.348	0.0056631639
-42	671.0885	29.1433	0.0081110323
-41	683.8908	41.9456	0.0116741109
-40	688.5936	46.6484	0.0129829731
-39	673.6493	31.7041	0.0088237427
-38	716.8025	74.8573	0.0208339474
-37	712.941	70.9958	0.019759232
-36	691.4081	49.4629	0.0137662921
-35	703.6432	61.698	0.0171715101
-34	721.4731	79.5279	0.0221338478
-33	728.1446	86.1994	0.0239906297
-32	732.5541	90.6089	0.0252178619
-31	726.515	84.5698	0.0235370867
-30	768.9128	126.9676	0.0353370519
-29	771.4125	129.4673	0.0360327572
-28	796.8787	154.9335	0.0431203955
-27	767.1201	125.1749	0.0348381157
-26	799.8993	157.9541	0.0439610753
-25	811.5991	169.6539	0.0472173111
-24	850.4236	208.4784	0.0580227715
-23	851.0659	209.1207	0.0582015335
-22	852.4047	210.4595	0.0585741423
-21	875.8126	233.8674	0.0650889239
-20	874.1985	232.2533	0.0646396948
-19	877.1573	235.2121	0.0654631748
-18	908.3584	266.4132	0.0741469247
-17	909.5202	267.575	0.0744702717
-16	935.9625	294.0173	0.0818295738
-15	971.6016	329.6564	0.0917484879
-14	977.0826	335.1374	0.0932739352
-13	1042.8674	400.9222	0.1115828652
-12	1057.2485	415.3033	0.1155853483
-11	1074.423	432.4778	0.120365278
-10	1120.1835	478.2383	0.1331011347
-9	1171.449	529.5038	0.1473691183
-8	1206.9561	565.0109	0.1572512948
-7	1282.7015	640.7563	0.1783324142
-6	1301.5061	659.5609	0.183566026
-5	1341.0754	699.1302	0.1945787757
-4	1390.0913	748.1461	0.2082206608
-3	1382.9729	741.0277	0.2062394997
-2	1384.5093	742.5641	0.2066671036
-1	1451.2112	809.266	0.2252312767
0	1548.6813	906.7361	0.252358717
1	1596.2454	954.3002	0.2655965435
2	1606.3029	964.3577	0.2683957018
3	1637.7455	995.8003	0.2771466649
4	1662.4424	1020.4972	0.2840201951
5	1737.8718	1095.9266	0.3050133668
6	1779.8032	1137.858	0.3166835256
7	1818.7383	1176.7931	0.3275197677
8	1853.5988	1211.6536	0.3372219854
9	1931.3308	1289.3856	0.3588560064
10	1998.3563	1356.4111	0.3775102424
11	1993.9548	1352.0096	0.3762852367
12	1968.603	1326.6578	0.3692294376
13	2054.4983	1412.5531	0.3931354315
14	2095.4771	1453.5319	0.404540467
15	2189.7607	1547.8155	0.4307810549
16	2271.4229	1629.4777	0.4535089115
17	2377.9011	1735.9559	0.4831434456
18	2461.3962	1819.451	0.5063814267
19	2493.4456	1851.5004	0.5153012717
20	2594.1411	1952.1959	0.5433263908
21	2585.5	1943.5548	0.5409214386
22	2619.6233	1977.6781	0.5504184822
23	2712.7246	2070.7794	0.5763300176
24	2790.2258	2148.2806	0.5978998034
25	2934.3616	2292.4164	0.6380150315
26	3009.6492	2367.704	0.6589687381
27	3010.0552	2368.11	0.6590817342
28	3235.22	2593.2748	0.7217485895
29	3304.1978	2662.2526	0.7409461809
30	3336.5271	2694.5819	0.7499439264
31	3418.9097	2776.9645	0.7728722814
32	3552.6218	2910.6766	0.8100864323
33	3612.5269	2970.5817	0.8267589505
34	3765.967	3124.0218	0.8694637097
35	3815.6062	3173.661	0.8832790688
36	3867.3557	3225.4105	0.8976817571
37	3913.467	3271.5218	0.9105152469
38	4010.1648	3368.2196	0.9374277441
39	3955.7766	3313.8314	0.9222906646
40	4009.334	3367.3888	0.9371965196
41	3964.1401	3322.1949	0.9246183564
42	4015.4968	3373.5516	0.9389117224
43	4063.9688	3422.0236	0.9524022316
44	4185.0537	3543.1085	0.9861020369
45	4174.9492	3533.004	0.9832897978
46	4177.1152	3535.17	0.9838926292
47	4234.9897	3593.0445	1
48	4139.8501	3497.9049	0.973521174
49	4028.2532	3386.308	0.9424620263
50	3929.5667	3287.6215	0.914996043
51	3794.5969	3152.6517	0.8774318548
52	3691.5557	3049.6105	0.848753891
53	3558.6626	2916.7174	0.8117676806
54	3567.0842	2925.139	0.8141115425
55	3517.2129	2875.2677	0.8002315863
56	3519.4067	2877.4615	0.8008421549
57	3382.0344	2740.0892	0.7626093136
58	3239.2783	2597.3331	0.7228780774
59	3112.3696	2470.4244	0.6875574182
60	3060.3262	2418.381	0.673072933
61	2939.7725	2297.8273	0.6395209689
62	2889.2419	2247.2967	0.6254575194
63	2808.9434	2166.9982	0.6031092017
64	2723.4109	2081.4657	0.5793041806
65	2637.7739	1995.8287	0.5554700756
66	2532.7991	1890.8539	0.526253961
67	2468.335	1826.3898	0.5083126023
68	2387.9099	1745.9647	0.4859290499
69	2251.1509	1609.2057	0.4478668995
70	2183.03	1541.0848	0.4289077967
71	2107.2183	1465.2731	0.407808225
72	2015.0536	1373.1084	0.3821573599
73	1975.7384	1333.7932	0.3712153301
74	1985.5966	1343.6514	0.37395902
75	1911.441	1269.4958	0.3533203666
76	1882.4761	1240.5309	0.3452589858
77	1813.1644	1171.2192	0.3259684649
78	1808.625	1166.6798	0.3247050795
79	1708.1757	1066.2305	0.2967484817
80	1676.7684	1034.8232	0.2880073431
81	1601.5468	959.6016	0.2670720054
82	1573.2435	931.2983	0.2591947581
83	1505.116	863.1708	0.2402338184
84	1416.6296	774.6844	0.2156066812
85	1424.2255	782.2803	0.2177207379
86	1376.7469	734.8017	0.2045067073
87	1317.1136	675.1684	0.1879098352
88	1311.8837	669.9385	0.186454273
89	1256.8042	614.859	0.171124794
