-90	7.6558	
-89	9.8617	
-88	11.1620	
-87	10.4065	
-86	6.9195	
-85	8.3468	
-84	6.5932	
-83	9.2643	
-82	9.4313	
-81	8.2967	
-80	7.2089	
-79	9.7481	
-78	9.9927	
-77	6.4864	
-76	9.2433	
-75	12.2459	
-74	9.4723	
-73	8.3110	
-72	6.2788	
-71	8.6126	
-70	7.5107	
-69	8.3134	
-68	7.1884	
-67	8.7912	
-66	9.7217	
-65	8.9379	
-64	9.5480	
-63	9.3694	
-62	6.6370	
-61	7.7098	
-60	11.1899	
-59	9.9269	
-58	8.6264	
-57	8.9966	
-56	11.2903	
-55	8.8940	
-54	10.0535	
-53	7.9684	
-52	9.0742	
-51	15.3865	
-50	11.5655	
-49	13.6912	
-48	15.8014	
-47	15.9676	
-46	16.3453	
-45	15.4873	
-44	18.7466	
-43	22.2711	
-42	20.4819	
-41	25.2272	
-40	32.2700	
-39	27.5764	
-38	31.6954	
-37	32.7417	
-36	42.1995	
-35	49.1517	
-34	62.2805	
-33	67.2873	
-32	74.9824	
-31	76.1462	
-30	108.0328	
-29	117.6649	
-28	128.9131	
-27	145.0859	
-26	172.7468	
-25	202.0816	
-24	230.8089	
-23	257.8543	
-22	319.7494	
-21	373.7972	
-20	457.5680	
-19	539.9218	
-18	625.7960	
-17	693.7673	
-16	843.6256	
-15	1011.2825	
-14	1199.4294	
-13	1420.6272	
-12	1696.9526	
-11	1982.9778	
-10	2389.9585	
-9	2830.0886	
-8	3327.2102	
-7	3952.7661	
-6	4542.2373	
-5	5273.5093	
-4	6022.1299	
-3	6760.1367	
-2	7746.4307	
-1	8395.9258	
0	8949.0059	
1	9534.3535	
2	9428.8584	
3	9356.4658	
4	9106.0762	
5	8832.7793	
6	8351.9121	
7	7601.3633	
8	6855.8945	
9	6299.5752	
10	5390.2993	
11	4789.7422	
12	4107.2056	
13	3621.6021	
14	3048.6753	
15	2506.6277	
16	2048.0237	
17	1745.0768	
18	1457.2452	
19	1217.9347	
20	1009.2908	
21	870.7994	
22	703.8371	
23	570.5864	
24	466.4996	
25	406.7540	
26	353.1772	
27	298.2943	
28	250.5201	
29	206.0620	
30	174.0195	
31	142.1419	
32	129.0842	
33	105.8912	
34	99.0913	
35	75.9550	
36	71.2582	
37	57.8374	
38	58.1141	
39	58.6788	
40	48.4954	
41	41.9602	
42	36.5097	
43	29.0062	
44	22.1433	
45	24.4551	
46	24.4902	
47	22.5845	
48	16.3596	
49	15.9638	
50	16.8054	
51	16.3710	
52	13.1026	
53	10.6990	
54	10.4614	
55	9.7465	
56	9.0870	
57	8.4973	
58	8.4148	
59	6.3570	
60	6.7840	
61	10.2953	
62	7.8735	
63	11.1875	
64	8.8656	
65	5.4360	
66	6.3006	
67	4.6043	
68	4.3369	
69	4.6596	
70	3.2191	
71	6.5418	
72	4.5146	
73	4.7243	
74	6.3482	
75	5.5505	
76	6.5760	
77	5.7077	
78	7.3722	
79	7.0593	
80	6.2490	
81	6.9850	
82	7.0124	
83	6.3426	
84	5.0668	
85	6.5140	
86	5.9327	
87	7.6046	
88	7.2494	
89	7.1435	
